opeid,associates,bachelors,firstprofessional,gradprofessional,mastersordoctors,nondegree,nondegree1year,nondegree2years,nondegree3years,private,proprietary,public,hbcuCollege,hispanicCollege,nativeAmericanCollege,notReportedCollege
1638,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1639,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1640,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1641,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1643,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1648,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1649,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1650,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1652,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1654,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1655,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1657,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1659,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1661,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1663,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1664,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1665,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1669,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1671,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1674,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1675,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1676,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1678,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1682,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1684,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1685,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1688,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1689,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1692,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1693,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1694,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1696,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1698,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1699,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1700,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1701,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1704,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1705,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1706,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1707,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1708,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1709,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1710,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1712,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1716,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1717,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1722,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1723,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1724,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1725,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1728,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1732,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1733,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1735,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1736,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1737,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1739,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1741,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1742,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1745,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1746,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1747,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1748,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1749,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1750,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1752,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1753,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1758,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1759,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1767,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1768,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1771,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1772,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1773,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1774,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1775,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1776,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1778,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1779,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1780,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1781,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1783,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1785,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1786,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1787,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1788,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1792,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1793,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1795,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1798,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1799,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1800,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1801,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1803,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1804,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1805,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1807,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1808,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1809,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1811,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1813,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1814,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1815,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1816,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1817,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1820,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1821,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1822,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1823,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1824,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1825,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1827,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1828,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1830,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1832,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1834,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1838,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1839,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1842,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1843,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1844,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1846,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1847,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1848,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1850,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1852,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1854,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1855,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1856,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1857,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1858,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1859,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1860,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1862,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1864,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1865,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1866,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1867,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1868,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1869,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1871,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1873,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1874,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1879,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1880,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1881,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1887,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1889,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1890,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1891,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1892,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1893,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1895,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1896,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1897,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1900,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1901,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1902,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1903,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1904,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1905,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1906,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1908,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1909,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1910,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1911,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1913,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1914,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1915,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1916,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1917,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1918,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1919,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1920,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1921,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1923,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1924,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1926,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1927,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1928,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1929,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1930,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1931,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1933,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1936,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1937,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1938,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1939,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1940,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1943,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1945,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1946,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1948,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1949,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1952,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1953,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1954,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1955,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1958,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1959,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1960,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1961,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1962,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1963,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1964,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1965,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1968,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1969,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1971,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1972,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1974,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1975,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1976,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1977,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1980,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1987,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1988,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1989,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1990,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1991,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1993,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2003,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2004,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2006,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2008,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2010,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2015,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2016,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2017,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2020,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2021,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2023,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2024,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2025,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2026,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2029,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2031,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2032,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2033,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2036,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2038,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2039,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2040,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2041,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2043,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2044,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2050,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2051,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2052,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2053,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2054,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2055,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2057,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2058,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2062,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2063,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2064,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2065,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2067,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2068,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2071,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2072,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2073,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2074,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2075,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2076,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2077,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2078,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2080,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2083,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2086,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2089,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2091,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2092,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2093,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2099,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2103,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2104,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2105,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2106,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2108,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2109,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2114,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2117,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2118,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2120,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2122,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2123,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2124,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2126,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2128,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2130,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2133,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2139,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2140,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2141,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2145,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2146,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2147,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2148,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2150,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2151,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2153,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2154,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2155,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2157,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2158,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2160,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2161,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2164,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2165,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2168,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2170,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2172,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2174,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2175,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2177,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2178,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2180,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2181,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2183,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2184,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2185,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2187,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2188,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2189,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2190,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2192,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2197,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2201,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2205,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2206,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2208,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2209,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2211,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2218,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2219,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2221,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2222,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2224,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2225,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2226,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2227,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2233,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2234,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2235,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2236,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2237,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2238,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2239,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2241,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2242,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2246,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2248,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2249,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2254,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2259,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2260,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2261,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2262,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
