opeid,associates,bachelors,firstprofessional,gradprofessional,mastersordoctors,nondegree,nondegree1year,nondegree2years,nondegree3years,private,proprietary,public,hbcuCollege,hispanicCollege,nativeAmericanCollege,notReportedCollege
2263,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2264,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2265,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2266,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2267,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2268,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2269,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2270,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2274,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2275,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2276,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2277,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2278,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2279,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2282,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2284,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2288,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2290,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2292,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2293,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2294,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2297,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2299,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2301,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2302,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2303,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2307,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2308,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2310,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2311,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2313,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2315,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2316,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2317,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2318,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2322,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2323,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2325,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2326,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2327,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2328,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2329,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2330,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2331,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2332,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2334,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2335,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2336,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2337,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2339,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2341,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2342,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2343,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2345,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2346,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2347,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2353,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2354,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2356,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2357,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2358,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2360,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2361,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2362,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2365,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2367,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2369,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2370,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2371,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2373,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2375,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2377,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2380,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2382,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2383,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2385,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2386,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2388,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2389,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2391,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2393,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2394,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2396,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2397,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2398,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2402,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2403,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2404,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2405,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2407,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2408,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2409,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2410,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2411,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2413,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2414,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2415,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2422,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2424,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2426,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2427,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2430,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2433,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2441,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2447,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2449,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2450,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2453,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2454,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2456,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2457,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2458,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2459,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2460,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2461,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2462,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2463,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2464,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2466,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2467,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2468,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2471,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2473,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2474,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2476,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2477,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2479,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2480,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2482,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2485,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2486,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2488,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2489,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2490,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2491,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2494,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2496,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2498,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2499,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2501,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2502,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2503,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2506,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2509,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2512,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2514,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2516,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2517,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2518,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2519,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2520,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2521,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2523,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2524,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2525,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2526,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2527,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2528,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2529,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2530,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2532,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2533,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2534,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2536,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2537,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2539,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2540,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2541,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2542,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2544,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2548,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2551,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2553,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2554,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2555,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2557,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2559,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2560,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2563,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2565,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2566,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2567,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2568,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2569,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2572,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2573,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2575,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2579,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2580,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2581,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2582,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2583,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2586,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2587,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2589,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2590,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2591,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2596,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2597,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2598,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2599,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2600,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2601,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2603,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2607,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2608,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2609,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2610,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2613,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2615,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2616,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2617,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2619,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2621,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2622,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2624,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2625,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2626,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2627,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2628,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2629,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2638,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2639,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2642,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2643,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2650,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2651,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2653,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2654,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2655,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2656,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2657,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2660,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2663,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2664,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2665,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2668,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2669,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2670,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2674,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2678,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2681,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2685,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2688,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2689,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2690,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2691,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2693,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2697,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2699,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2700,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2703,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2704,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2705,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2707,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2708,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2709,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2710,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2711,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2712,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2713,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2718,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2726,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2728,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2729,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2731,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2732,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2735,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2737,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2739,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2740,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2741,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2742,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2748,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2749,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2751,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2758,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2759,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2760,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2763,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2769,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2772,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2775,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2777,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2778,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2779,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2782,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2783,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2784,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2785,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2790,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2791,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2803,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2805,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2806,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2808,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2810,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2812,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2813,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2814,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2815,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2820,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2821,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2829,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2832,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2833,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2834,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2835,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2836,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2837,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2838,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2840,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2841,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2842,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2843,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2844,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2845,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2846,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2847,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2848,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2849,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2850,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2851,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2854,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2855,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2856,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2858,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2859,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2860,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2861,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2862,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2863,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2864,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2866,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2867,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2868,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2870,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2871,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2872,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2873,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2874,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2876,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2878,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2880,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2881,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2882,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2885,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2886,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2887,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2890,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2892,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2894,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2895,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2896,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2900,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2901,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2903,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2905,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2906,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2907,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2908,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2910,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2911,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2912,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2914,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2915,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2917,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2918,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2919,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2920,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2923,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2926,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2927,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2928,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2929,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2930,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2931,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2933,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
