opeid,stateabv,state,county,city,name,address,zipcode,zipext,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,congdis,region,averageorgreaterthan30,year2,num2,denom2,drate2,prate2,year3,num3,denom3,drate3,prate3,lat,lng,population,density,military,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
41467,TX,Texas,Harris,Houston,AVIATION INSTITUTE OF MAINTENANCE                                ,7651 AIRPORT BOULEVARD                            ,77061,4004,4,3,2016,15,119,12.6,A,5,9,6,0,2015,16.0,136.0,11.7,A,2014,0.0,163.0,0.0,A,29.7869,-95.3905,5446468.0,1401.0,False,32.9,50.1,49.9,41.6,3.46,49399.0,23.1,43.3,148025.0,1063.0,31.7,67.7,6.6,58.5,22.9,6.7,0.3,0.1,9.5,2.0
41468,TX,Texas,Cameron,San Benito,SOUTH TEXAS TRAINING CENTER                                      ,1901 WEST HIGHWAY 77                              ,78586,7721,3,3,2016,18,172,10.4,A,5,27,6,0,2015,7.0,132.0,5.3,A,2014,11.0,136.0,8.0,A,26.1298,-97.64399999999999,24528.0,599.0,False,32.5,46.6,53.4,35.5,3.94,26583.0,6.0,65.9,58999.0,442.0,11.7,49.4,9.0,90.3,0.1,0.1,0.0,0.0,7.5,2.0
41469,VT,Vermont,Chittenden,South Burlington,ADVANCED WELDING INSTITUTE                                       ,2 GREEN TREE DRIVE                 SUITE 3        ,5403,0,3,3,2016,4,33,12.1,A,5,AL      ,1,0,2015,16.0,109.0,14.6,B,2014,9.0,57.0,15.7,A,44.4622,-73.2203,19141.0,448.0,False,43.2,47.9,52.1,49.6,2.74,66197.0,31.7,61.7,280823.0,1533.0,54.1,66.9,3.0,89.8,2.7,3.6,0.7,0.0,1.6,1.6
41470,GA,Georgia,Fulton,Atlanta,PAUL MITCHELL THE SCHOOL ATLANTA                                 ,887 WEST MARIETTA STREET NW        SUITE A        ,30318,5241,3,3,2016,32,248,12.9,A,5,5,4,0,2015,24.0,182.0,13.1,A,2014,11.0,139.0,7.9,A,33.7627,-84.4225,5228750.0,1384.0,False,33.5,49.0,51.0,27.1,3.4,51701.0,26.8,43.4,236646.0,1412.0,48.7,65.2,8.9,40.1,52.3,4.0,0.3,0.0,1.0,2.3
41471,IL,Illinois,Lake,Libertyville,TRICOCI UNIVERSITY OF BEAUTY CULTURE                             ,751 EAST PARK AVENUE                              ,60048,2906,3,3,2016,9,90,10.0,A,5,10,5,0,2015,11.0,93.0,11.8,A,2014,10.0,106.0,9.4,A,42.287,-87.96700000000001,20490.0,898.0,False,44.4,50.0,50.0,62.2,3.19,126406.0,59.1,78.9,431241.0,2161.0,70.8,65.7,2.8,91.7,1.0,5.3,0.4,0.0,0.5,1.2
41472,IL,Illinois,Cook,Bridgeview,TRICOCI UNIVERSITY OF BEAUTY CULTURE                             ,7350 WEST 87TH STREET                             ,60455,1824,3,3,2016,15,135,11.1,A,5,3,5,0,2015,13.0,108.0,12.0,A,2014,17.0,116.0,14.6,A,41.7402,-87.8067,16335.0,1520.0,False,37.6,48.7,51.3,46.8,3.53,54198.0,16.7,73.6,162341.0,1128.0,17.3,63.0,9.3,84.0,3.4,6.6,0.0,0.0,3.9,2.0
41473,IL,Illinois,DuPage,Glendale Heights,TRICOCI UNIVERSITY OF BEAUTY CULTURE                             ,530 EAST NORTH AVENUE                             ,60139,3119,3,3,2016,17,144,11.8,A,5,6,5,0,2015,31.0,161.0,19.2,A,2014,8.0,142.0,5.6,A,41.9196,-88.0785,34058.0,2427.0,False,34.3,49.3,50.7,50.6,3.57,62763.0,24.5,62.0,174934.0,1374.0,26.6,74.7,5.8,56.2,6.9,23.1,0.3,0.2,8.3,5.0
41474,IL,Illinois,Peoria,Peoria,TRICOCI UNIVERSITY OF BEAUTY CULTURE                             ,602 WEST GLEN AVENUE                              ,61614,4831,3,3,2016,13,100,13.0,A,5,18,5,0,2015,20.0,99.0,20.2,A,2014,19.0,84.0,22.6,A,40.7521,-89.6155,262010.0,903.0,False,34.3,47.6,52.4,40.3,3.17,47697.0,20.1,56.1,124493.0,910.0,34.5,61.8,10.6,60.3,26.7,5.6,0.3,0.0,2.5,4.7
41475,IL,Illinois,Winnebago,Rockford,TRICOCI UNIVERSITY OF BEAUTY CULTURE                             ,5485 EAST STATE STREET                            ,61108,2337,3,3,2016,19,102,18.6,A,5,16,5,0,2015,17.0,97.0,17.5,A,2014,15.0,105.0,14.2,A,42.2598,-89.0641,285562.0,882.0,False,36.5,48.7,51.3,40.4,3.15,41991.0,13.6,55.4,89696.0,861.0,21.4,62.7,12.8,67.0,21.6,3.2,0.4,0.0,3.9,3.9
41476,NV,Nevada,Clark,Las Vegas,AVEDA INSTITUTE LAS VEGAS                                        ,4856 SOUTH EASTERN AVENUE                         ,89119,6103,3,3,2016,7,104,6.7,A,5,3,9,0,2015,11.0,112.0,9.8,A,2014,16.0,74.0,21.6,A,36.2333,-115.2654,2073045.0,1747.0,False,37.4,50.0,50.0,43.0,3.45,53159.0,21.6,51.8,209083.0,1146.0,23.2,63.6,8.8,62.7,12.2,6.7,0.7,0.7,12.3,4.8
41477,GA,Georgia,Hall,Gainesville,LAKE LANIER SCHOOL OF MASSAGE                                    ,675 E.E. BUTLER PARKWAY            SUITE K        ,30501,4546,3,3,2016,38,129,29.4,A,5,9,4,0,2015,22.0,100.0,22.0,A,2014,42.0,141.0,29.7,A,34.2902,-83.8303,156248.0,475.0,False,31.0,47.3,52.7,42.3,3.56,41250.0,14.5,36.3,173137.0,971.0,23.6,63.5,3.7,70.6,16.7,2.5,0.5,0.0,6.4,3.1
41482,CA,California,Los Angeles,Santa Fe Springs,BEYOND 21ST CENTURY BEAUTY ACADEMY                               ,"13640 IMPERIAL HIGHWAY             SUITE 6, 7, & 8",90670,6316,3,3,2016,2,32,6.2,B,5,39,9,1,2015,2.0,31.0,6.4,B,2014,1.0,23.0,4.3,B,33.933,-118.0625,17980.0,782.0,False,36.4,47.4,52.6,40.6,4.02,63540.0,30.8,63.9,408959.0,1815.0,16.4,60.2,5.0,53.0,4.1,5.1,1.4,0.0,32.4,3.8
41483,CO,Colorado,Denver,Denver,DENVER COLLEGE OF NURSING                                        ,1401 19TH STREET                                  ,80202,1213,8,3,2016,4,386,1.0,A,5,1,8,0,2015,6.0,349.0,1.7,A,2014,8.0,286.0,2.7,A,39.7621,-104.8759,2787266.0,1774.0,False,34.4,50.0,50.0,39.2,3.22,60098.0,28.7,50.1,322837.0,1372.0,46.5,71.1,4.5,76.9,9.5,3.6,1.0,0.1,5.5,3.4
41484,CT,Connecticut,New Haven,Guilford,EUROPEAN ACADEMY OF COSMETOLOGY AND HAIRDRESSING (THE)           ,"1575 BOSTON POST ROAD, BUILDING B&C               ",6437,0,3,3,2016,6,62,9.6,B,5,3,1,1,2015,7.0,55.0,12.7,B,2014,4.0,45.0,8.8,B,41.3345,-72.7004,22377.0,183.0,False,48.3,48.4,51.6,61.1,3.03,107587.0,54.0,86.6,390662.0,2017.0,60.6,66.8,4.2,94.0,0.8,2.6,0.0,0.1,0.1,2.3
41485,FL,Florida,Palm Beach,Greenacres,MEDICAL INSTITUTE OF PALM BEACH                                  ,5821-B LAKE WORTH ROAD                            ,33463,3276,3,3,2016,8,109,7.3,A,5,23,4,0,2015,11.0,66.0,16.6,A,2014,24.0,128.0,18.7,A,26.6272,-80.1372,40719.0,2692.0,False,36.7,48.8,51.2,41.9,3.55,46681.0,13.4,63.5,133199.0,955.0,20.9,65.6,8.3,70.3,19.4,3.8,0.1,0.0,3.9,2.5
41487,AZ,Arizona,Maricopa,Fountain Hills,AMERICAN INSTITUTE OF INTERIOR DESIGN                            ,13014 NORTH SAGUARO BOULEVARD      SUITE 206      ,85268,3827,2,3,2016,5,57,8.7,B,5,5,9,1,2015,2.0,41.0,4.8,B,2014,4.0,40.0,10.0,B,33.6073,-111.7398,24583.0,468.0,False,57.5,46.1,53.9,62.9,2.56,76729.0,36.9,79.0,387240.0,1191.0,48.7,53.2,5.8,95.6,0.5,2.4,0.3,0.0,0.2,0.9
41488,MN,Minnesota,Hennepin,Minneapolis,CENTERPOINT MASSAGE & SHIATSU THERAPY SCHOOL & CLINIC            ,5300 WEST 35TH STREET                             ,55416,2653,5,3,2016,2,52,3.8,A,5,5,5,0,2015,0.0,55.0,0.0,A,2014,2.0,68.0,2.9,A,44.9635,-93.2678,2926757.0,3019.0,False,32.1,50.6,49.4,34.3,3.18,55720.0,26.6,47.3,222077.0,1387.0,48.3,74.2,6.0,63.9,18.9,6.0,1.2,0.0,4.9,4.9
41491,OH,Ohio,Hamilton,Cincinnati,PAUL MITCHELL THE SCHOOL CINCINNATI                              ,11956 LEBANON ROAD                                ,45241,1702,3,3,2016,38,271,14.0,A,5,2,5,0,2015,26.0,198.0,13.1,A,2014,24.0,183.0,13.1,A,39.1412,-84.506,1648254.0,1493.0,False,32.4,48.2,51.8,27.8,3.01,36429.0,15.1,37.7,125813.0,1068.0,34.7,65.7,10.4,50.4,42.9,2.0,0.1,0.1,1.2,3.3
41492,AL,Alabama,Jefferson,Hoover,XCELL ACADEMY A PAUL MITCHELL SCHOOL                             ,1694 MONTGOMERY HIGHWAY            SUITE 124      ,35216,4990,3,3,2016,20,101,19.8,A,5,6,4,0,2015,13.0,110.0,11.8,A,2014,19.0,96.0,19.7,A,33.3754,-86.8065,84920.0,685.0,False,37.9,46.8,53.2,58.5,3.09,81038.0,41.3,68.4,271392.0,1428.0,56.5,70.0,4.2,72.7,17.6,5.2,0.2,0.0,2.5,1.8
41494,WA,Washington,King,Seattle,GARY MANUEL AVEDA INSTITUTE                                      ,1514 10TH AVENUE                                  ,98122,3807,3,3,2016,20,207,9.6,A,5,7,10,0,2015,23.0,182.0,12.6,A,2014,28.0,234.0,11.9,A,47.6211,-122.3244,3643765.0,3336.0,False,35.7,50.2,49.8,40.8,2.86,79565.0,40.6,46.5,537711.0,1992.0,61.6,72.9,4.7,68.6,7.1,14.5,0.6,0.4,2.2,6.6
41497,CA,California,Los Angeles,Torrance,HOMESTEAD SCHOOLS                                                ,23800 HAWTHORNE BOULEVARD          SUITE 200      ,90505,5945,3,2,2016,1,123,0.8,A,5,36,9,0,2015,2.0,90.0,2.2,A,2014,3.0,119.0,2.5,A,33.8346,-118.3417,146758.0,2767.0,False,41.7,49.0,51.0,53.6,3.22,85070.0,42.5,54.9,687208.0,2063.0,48.9,63.9,5.5,49.4,2.5,35.4,0.5,0.5,5.0,6.7
41498,PA,Pennsylvania,Somerset,Somerset,SOMERSET COUNTY TECHNOLOGY CENTER                                ,281 TECHNOLOGY DRIVE                              ,15501,1444,3,1,2016,12,104,11.5,B,5,9,3,1,2015,6.0,41.0,14.6,A,2014,4.0,36.0,11.1,A,40.005,-79.0778,11918.0,841.0,False,43.1,44.8,55.2,42.8,2.78,37750.0,12.0,52.3,117982.0,875.0,22.3,60.8,10.0,96.2,0.9,0.5,0.0,0.0,0.3,2.1
41499,GA,Georgia,Fulton,Atlanta,PROFILE INSTITUTE OF BARBER-STYLING                              ,26 CLEVELAND AVENUE SE                            ,30315,8459,3,3,2016,9,43,20.9,A,5,5,4,0,2015,6.0,58.0,10.3,A,2014,4.0,53.0,7.5,A,33.7627,-84.4225,5228750.0,1384.0,False,33.5,49.0,51.0,27.1,3.4,51701.0,26.8,43.4,236646.0,1412.0,48.7,65.2,8.9,40.1,52.3,4.0,0.3,0.0,1.0,2.3
41506,ID,Idaho,Twin Falls,Twin Falls,URBAN 113 SCHOOL OF COSMETOLOGY                                  ,113 MAIN AVENUE EAST                              ,83301,6229,4,3,2016,19,49,38.7,B,5,2,10,1,2015,19.0,53.0,35.8,B,2014,15.0,51.0,29.4,B,42.5648,-114.4617,54455.0,983.0,False,32.7,48.5,51.5,52.5,3.16,46283.0,14.0,61.8,147987.0,864.0,19.4,68.5,4.1,90.2,1.1,3.0,1.6,0.1,2.5,1.6
41509,GA,Georgia,Gwinnett,Lawrenceville,KEUNE ACADEMY BY 124                                             ,755 LAWRENCEVILLE-SUWANNEE ROAD    BUILDING 1300  ,30043,7346,3,3,2016,16,71,22.5,A,5,7,4,0,2015,11.0,64.0,17.1,A,2014,6.0,58.0,10.3,A,33.9525,-83.9928,29873.0,854.0,False,35.3,48.3,51.7,44.5,3.48,43339.0,16.9,49.7,154420.0,990.0,22.3,64.7,8.7,48.9,34.7,5.0,0.0,0.1,7.8,3.4
41512,NY,New York,Erie,Tonawanda,SALON PROFESSIONAL ACADEMY (THE)                                 ,2309 EGGERT ROAD                                  ,14150,9200,3,3,2016,5,86,5.8,A,5,28,2,0,2015,9.0,90.0,10.0,A,2014,4.0,74.0,5.4,A,43.0105,-78.8805,14904.0,1513.0,False,46.2,47.1,52.9,44.3,2.82,46728.0,14.9,69.4,97917.0,852.0,22.3,62.1,4.4,94.9,0.3,0.3,0.8,0.0,0.4,3.4
41515,FL,Florida,Clay,Orange Park,AMERICAN ACADEMY OF COSMETOLOGY                                  ,"1330 BLANDING BOULEVARD, SUITE 125                ",32065,8026,3,3,2016,4,72,5.5,A,5,6,4,0,2015,8.0,87.0,9.1,A,2014,15.0,94.0,15.9,A,30.1706,-81.7041,8705.0,923.0,False,42.6,48.1,51.9,45.6,2.96,52957.0,17.4,55.8,161875.0,1029.0,25.6,58.9,8.0,73.6,12.7,4.5,0.0,0.0,2.0,7.1
41517,PA,Pennsylvania,Allegheny,Monroeville,BELLA CAPELLI ACADEMY A PAUL MITCHELL PARTNER SCHOOL             ,151 WYNGATE DRIVE-                                ,15146,2388,3,3,2016,14,148,9.4,A,5,18,3,0,2015,9.0,169.0,5.3,A,2014,8.0,111.0,7.2,A,40.4262,-79.7605,27716.0,542.0,False,44.7,47.3,52.7,50.1,2.86,59688.0,24.8,66.2,136851.0,968.0,39.9,64.3,4.6,78.0,12.2,5.4,0.0,0.0,0.3,4.0
41518,MD,Maryland,Frederick,Frederick,TEMPLE (THE): A PAUL MITCHELL PARTNER SCHOOL                     ,22 WEST CHURCH STREET                             ,21701,5409,3,3,2016,9,132,6.8,A,5,6,3,0,2015,1.0,143.0,0.6,A,2014,6.0,121.0,4.9,A,39.4336,-77.4157,154972.0,1190.0,False,35.3,48.3,51.7,46.8,3.12,67828.0,30.9,55.2,255146.0,1641.0,39.3,72.6,5.6,67.2,18.1,6.8,0.4,0.1,2.5,5.0
41519,OR,Oregon,Wasco,The Dalles,COLUMBIA GORGE COMMUNITY COLLEGE                                 ,400 EAST SCENIC DRIVE                             ,97058,3434,5,1,2016,11,122,9.0,A,5,2,10,0,2015,40.0,216.0,18.5,A,2014,44.0,209.0,21.0,A,45.6053,-121.182,20293.0,907.0,False,39.6,49.2,50.8,49.4,2.99,47254.0,11.4,62.5,186105.0,1060.0,20.8,57.6,5.7,89.0,0.9,1.0,1.3,0.9,4.3,2.7
41522,MO,Missouri,Jasper,Carthage,CARTHAGE R-9 SCHOOL DISTRICT/CARTHAGE TECHNICAL CENTER           ,609 RIVER STREET                                  ,64836,1332,3,1,2016,5,40,12.5,B,5,7,7,1,2015,1.0,16.0,6.2,B,2014,0.0,6.0,0.0,B,37.1503,-94.3225,15465.0,475.0,False,33.9,47.9,52.1,51.6,3.21,38300.0,7.1,57.5,85647.0,642.0,16.3,60.4,7.4,89.3,1.9,0.0,0.6,0.7,4.5,3.1
41524,CT,Connecticut,Hartford,Wethersfield,INTERNATIONAL INSTITUTE OF COSMETOLOGY                           ,632 SILAS DEANE HIGHWAY                           ,6109,0,3,3,2016,0,65,0.0,A,5,1,1,0,2015,2.0,83.0,2.4,A,2014,2.0,57.0,3.5,A,41.7013,-72.6703,26395.0,828.0,False,44.8,46.3,53.7,53.8,3.04,81452.0,40.4,79.0,251444.0,1591.0,41.7,65.7,4.6,85.2,4.5,4.6,0.0,0.1,1.3,4.2
41527,TX,Texas,Harris,Houston,ASTRODOME CAREER CENTERS                                         ,"2656 SOUTH LOOP WEST, SUITE 380                   ",77054,2678,3,3,2016,6,59,10.1,A,5,9,6,0,2015,5.0,38.0,13.1,A,2014,4.0,59.0,6.7,A,29.7869,-95.3905,5446468.0,1401.0,False,32.9,50.1,49.9,41.6,3.46,49399.0,23.1,43.3,148025.0,1063.0,31.7,67.7,6.6,58.5,22.9,6.7,0.3,0.1,9.5,2.0
41528,CA,California,Sacramento,Sacramento,PAUL MITCHELL THE SCHOOL SACRAMENTO                              ,2100 ARDEN WAY                     SUITE 265      ,95825,2276,3,3,2016,59,354,16.6,A,5,5,9,0,2015,37.0,281.0,13.1,A,2014,34.0,272.0,12.5,A,38.5667,-121.4683,1854698.0,1980.0,False,34.3,48.8,51.2,40.5,3.43,54615.0,24.0,47.3,286886.0,1349.0,31.5,63.3,9.3,48.5,13.4,18.7,0.7,1.6,10.3,6.8
41529,AZ,Arizona,Maricopa,Chandler,STUDIO ACADEMY OF BEAUTY (THE)                                   ,610 NORTH ALMA SCHOOL ROAD         SUITE 38       ,85224,3600,3,3,2016,17,279,6.0,A,5,6,9,0,2015,18.0,284.0,6.3,A,2014,20.0,205.0,9.7,A,33.2827,-111.8517,253458.0,1505.0,False,35.3,49.6,50.4,51.8,3.38,77278.0,37.1,62.2,267600.0,1373.0,42.2,71.9,4.6,76.5,5.2,9.6,1.5,0.2,2.8,4.2
41530,UT,Utah,Utah,Provo,RENAISSANCE ACADEMIE                                             ,1460 NORTH MOON RIVER DRIVE                       ,84604,0,4,3,2016,4,40,10.0,A,5,3,8,0,2015,12.0,49.0,24.4,A,2014,15.0,55.0,27.2,A,40.2457,-111.6457,503695.0,1087.0,False,23.7,50.1,49.9,46.4,3.46,44312.0,17.4,40.8,227580.0,1096.0,42.5,69.3,5.0,88.7,0.6,2.5,0.6,1.3,2.6,3.6
41532,MA,Massachusetts,Worcester,Charlton,SOUTHERN WORCESTER COUNTY REGIONAL VOC SCHOOL DISTRICT           ,57 OLD MUGGETT HILL ROAD                          ,1507,1331,3,1,2016,6,65,9.2,B,5,2,1,1,2015,9.0,62.0,14.5,B,2014,8.0,65.0,12.3,B,42.1351,-71.968,13379.0,122.0,False,43.1,45.7,54.3,56.2,3.13,93921.0,45.6,80.9,278180.0,1628.0,34.9,71.5,8.8,96.5,0.9,0.7,0.1,0.0,0.4,1.5
41533,OH,Ohio,Franklin,Columbus,PAUL MITCHELL THE SCHOOL COLUMBUS                                ,3000 MORSE ROAD                                   ,43231,6038,3,3,2016,10,124,8.0,A,5,12,5,0,2015,7.0,119.0,5.8,A,2014,16.0,142.0,11.2,A,39.986,-82.9851,1528314.0,1551.0,False,32.2,48.7,51.3,36.5,3.16,49478.0,18.0,45.1,135042.0,1105.0,35.1,70.2,6.3,60.5,28.3,5.2,0.2,0.0,1.7,4.1
41538,VA,Virginia,Hampton,Hampton,BETHEL COLLEGE                                                   ,1705 TODDS LANE                                   ,23666,3122,6,2,2016,5,41,12.1,B,5,3,3,1,2015,4.0,31.0,12.9,B,2014,3.0,30.0,10.0,B,37.0551,-76.3629,134669.0,1011.0,False,35.8,48.3,51.7,40.3,3.14,52021.0,19.0,56.9,186334.0,1256.0,25.6,65.2,7.8,41.8,50.1,2.4,0.4,0.1,1.8,3.4
41539,CA,California,Los Angeles,Pasadena,PROVIDENCE CHRISTIAN COLLEGE                                     ,464 EAST WALNUT STREET                            ,91104,1632,6,2,2016,8,32,25.0,A,5,43,9,0,2015,7.0,53.0,13.2,B,2014,4.0,50.0,8.0,B,34.1597,-118.139,142647.0,2398.0,False,37.9,48.3,51.7,43.5,3.31,76264.0,38.3,43.6,689816.0,2256.0,51.1,66.4,5.8,53.9,10.2,16.3,0.3,0.2,15.1,4.0
41542,NC,North Carolina,Cumberland,Fayetteville,CAROLINA COLLEGE OF BIBLICAL STUDIES                             ,817 S. MCPHERSON CHURCH ROAD                      ,28303,5157,6,2,2016,6,58,10.3,B,5,4,4,1,2015,11.0,52.0,21.1,B,2014,9.0,46.0,19.5,B,35.0846,-78.9776,324700.0,548.0,False,30.0,50.4,49.6,42.4,3.16,43439.0,13.4,45.2,129415.0,957.0,26.1,66.1,10.8,45.9,41.5,2.9,0.9,0.3,2.6,5.8
41548,TX,Texas,Tarrant,Bedford,DUVALL'S SCHOOL OF COSMETOLOGY                                   ,201 HARWOOD ROAD                   SUITE 218      ,76021,4159,3,3,2016,11,63,17.4,A,5,24,6,0,2015,9.0,75.0,12.0,A,2014,15.0,81.0,18.5,A,32.8464,-97.135,49486.0,1907.0,False,40.3,47.0,53.0,49.2,2.97,64933.0,28.2,55.0,179449.0,1278.0,37.4,70.3,5.3,78.1,10.8,4.3,0.5,0.8,2.1,3.3
41549,NJ,New Jersey,Essex,East Orange,NATIONAL CAREER INSTITUTE                                        ,134 EVERGREEN PLACE                               ,7018,2011,3,3,2016,66,231,28.5,A,5,10,2,0,2015,40.0,224.0,17.8,A,2014,30.0,187.0,16.0,A,40.7651,-74.2117,65378.0,6426.0,False,36.9,46.0,54.0,24.9,3.6,41819.0,16.3,26.3,204763.0,1893.0,18.7,66.9,15.1,3.5,87.2,1.2,0.3,0.0,6.4,1.3
41551,PA,Pennsylvania,Allegheny,Pittsburgh,INSTITUTE OF MEDICAL AND BUSINESS CAREERS                        ,133 JEFFERSON ROAD                                ,15235,3718,5,3,2016,6,78,7.6,A,5,18,3,0,2015,3.0,72.0,4.1,A,2014,2.0,32.0,6.2,B,40.4396,-79.9763,1715297.0,2108.0,False,32.9,48.9,51.1,31.2,2.9,44092.0,19.0,48.1,108716.0,818.0,41.9,63.0,7.0,66.6,23.6,5.6,0.2,0.0,0.5,3.4
41552,ID,Idaho,Ada,Boise,OLIVER FINLEY ACADEMY OF COSMETOLOGY                             ,6843 NORTH STRAWBERRY GLEN ROAD    SUITE 140      ,83714,2900,3,3,2016,16,158,10.1,A,5,1,10,0,2015,19.0,162.0,11.7,A,2014,30.0,175.0,17.1,A,43.6007,-116.2312,385218.0,1045.0,False,36.0,49.5,50.5,46.6,3.15,54547.0,23.6,60.5,206425.0,1042.0,40.9,68.8,5.0,88.8,1.9,3.3,0.7,0.1,1.6,3.5
41553,NY,New York,Onondaga,Syracuse,ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE                           ,719 EAST GENESEE STREET                           ,13210,1533,3,3,2016,4,95,4.2,A,5,25,2,0,2015,9.0,109.0,8.2,A,2014,14.0,105.0,13.3,A,43.0409,-76.1438,407259.0,2212.0,False,30.6,47.2,52.8,27.4,3.18,34716.0,12.0,38.3,91065.0,828.0,27.4,56.4,10.5,55.2,29.0,7.0,0.9,0.0,2.4,5.5
41555,CA,California,Los Angeles,Los Angeles,ACADEMY FOR JEWISH RELIGION CALIFORNIA                           ,574 HILGARD AVENUE                 THIRD FLOOR    ,90024,3234,8,2,2016,0,22,0.0,B,5,30,9,1,2015,0.0,22.0,0.0,B,2014,0.0,18.0,0.0,B,34.1139,-118.4068,12815475.0,3295.0,False,35.2,49.5,50.5,38.6,3.63,54501.0,27.0,36.8,549600.0,2085.0,33.1,66.3,8.1,52.2,8.9,11.7,0.7,0.2,22.9,3.5
41559,IN,Indiana,Marion,Indianapolis,AVEDA FREDRIC'S INSTITUTE                                        ,6020 EAST 82ND STREET              CASTLETON SQUAR,46250,4746,3,3,2016,6,119,5.0,A,5,5,5,0,2015,4.0,104.0,3.8,A,2014,1.0,90.0,1.1,A,39.7771,-86.1458,1564699.0,921.0,False,34.1,48.3,51.7,38.3,3.35,44709.0,16.8,53.4,122307.0,943.0,29.7,67.1,8.1,61.8,28.1,3.0,0.3,0.0,3.8,3.0
41562,VA,Virginia,Hanover,Ashland,INSTITUTE OF ADVANCED MEDICAL ESTHETICS                          ,405 ENGLAND STREET                                ,23005,2111,2,3,2016,1,26,3.8,B,5,7,3,1,2015,3.0,28.0,10.7,B,2014,7.0,45.0,15.5,B,37.7597,-77.4716,7796.0,418.0,False,32.8,47.8,52.2,33.7,3.08,48903.0,21.1,52.8,185090.0,978.0,25.7,61.8,4.5,72.1,22.6,2.1,0.5,0.3,0.1,2.4
41563,FL,Florida,Broward,Lauderhill,UNIVERSITY OF FORT LAUDERDALE                                    ,4069 N.W. 16TH STREET                             ,33313,5809,8,2,2016,4,38,10.5,B,5,23,4,1,2015,2.0,27.0,7.4,B,2014,2.0,17.0,11.7,B,26.1605,-80.2242,71970.0,3261.0,False,35.8,44.8,55.2,32.3,3.78,38805.0,11.1,51.1,115756.0,1027.0,18.5,64.0,10.9,16.4,78.6,1.1,0.3,0.0,1.4,2.2
41564,FL,Florida,Seminole,Casselberry,AVIATION INSTITUTE OF MAINTENANCE                                ,2725 SOUTH US HIGHWAY 17/92                       ,32707,2905,11,3,2016,13,106,12.2,A,5,8,4,0,2015,18.0,165.0,10.9,A,2014,2.0,141.0,1.4,A,28.6625,-81.3218,28395.0,1581.0,False,37.7,49.4,50.6,39.9,3.24,42438.0,11.8,55.5,110385.0,919.0,25.9,63.0,7.6,80.8,10.8,2.3,0.6,0.1,3.0,2.5
41571,FL,Florida,Seminole,Sanford,L3 COMMERCIAL TRAINING SOLUTIONS AIRLINE ACADEMY                 ,2700 FLIGHTLINE AVENUE                            ,32773,9683,2,3,2016,8,72,11.1,B,5,7,4,1,2015,6.0,57.0,10.5,B,2014,4.0,38.0,10.5,B,28.7893,-81.27600000000001,59317.0,985.0,False,33.9,48.4,51.6,40.6,3.61,42025.0,11.0,52.1,112992.0,917.0,23.1,63.8,9.9,60.9,26.8,3.7,0.3,0.0,3.8,4.6
41572,TN,Tennessee,Coffee,Manchester,LOVE BEAUTY SCHOOL                                               ,1161 MURFREESBORO HIGHWAY                         ,37355,2950,3,3,2016,7,42,16.6,A,5,4,4,0,2015,2.0,44.0,4.5,A,2014,9.0,51.0,17.6,A,35.463,-86.0774,11987.0,288.0,False,35.3,53.3,46.7,52.4,3.08,48280.0,9.8,49.1,110789.0,643.0,18.1,59.2,2.5,82.4,3.6,0.9,1.9,0.0,4.6,6.6
41574,AZ,Arizona,Maricopa,Phoenix,NATIONAL PARALEGAL COLLEGE                                       ,717 EAST MARYLAND AVENUE                          ,85014,1561,8,3,2016,56,398,14.0,A,5,3,9,0,2015,72.0,429.0,16.7,A,2014,62.0,341.0,18.1,A,33.5722,-112.0891,4081849.0,1212.0,False,33.3,49.8,50.2,41.9,3.58,52080.0,22.1,53.4,197489.0,1119.0,27.8,66.2,6.9,71.9,6.9,3.6,2.0,0.2,11.7,3.7
41576,MN,Minnesota,Olmsted,Rochester,NOVA ACADEMY OF COSMETOLOGY                                      ,5979 BANDEL ROAD                                  ,55901,8754,3,3,2016,8,62,12.9,A,5,1,5,0,2015,17.0,67.0,25.3,A,2014,11.0,71.0,15.4,A,44.0151,-92.4778,116713.0,809.0,False,35.5,48.4,51.6,52.8,3.04,68574.0,31.3,69.4,176570.0,1115.0,44.7,71.2,4.8,80.7,7.4,7.3,0.4,0.0,1.2,3.0
41577,WI,Wisconsin,La Crosse,Onalaska,SALON PROFESSIONAL ACADEMY (THE)                                 ,566 THEATER ROAD                                  ,54650,8699,4,3,2016,2,62,3.2,A,5,3,5,0,2015,3.0,62.0,4.8,A,2014,2.0,55.0,3.6,A,43.888000000000005,-91.2074,18712.0,705.0,False,41.5,47.4,52.6,54.2,2.88,56550.0,25.0,67.8,176965.0,1053.0,36.6,65.5,4.1,85.7,1.6,8.5,0.0,0.1,0.5,3.5
