opeid,stateabv,state,county,city,name,address,zipcode,zipext,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,congdis,region,averageorgreaterthan30,year2,num2,denom2,drate2,prate2,year3,num3,denom3,drate3,prate3,lat,lng,population,density,military,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
1003,AL,Alabama,Montgomery,Montgomery,FAULKNER UNIVERSITY                                              ,5345 ATLANTA HIGHWAY                              ,36109,3398,8,2,2016,172,1371,12.5,A,5,2,4,0,2015,180.0,1471.0,12.2,A,2014,192.0,1470.0,13.0,A,32.3473,-86.2666,255908.0,481.0,False,35.0,47.1,52.9,37.1,3.16,44339.0,17.7,56.0,116695.0,865.0,31.8,61.8,7.9,34.1,60.0,2.5,0.2,0.0,1.3,1.9
1004,AL,Alabama,Shelby,Montevallo,UNIVERSITY OF MONTEVALLO                                         ,PALMER CIRCLE                                     ,35115,6000,8,1,2016,56,757,7.3,A,5,6,4,0,2015,72.0,784.0,9.1,A,2014,64.0,793.0,8.0,A,33.1254,-86.8482,6636.0,204.0,False,27.9,44.7,55.3,32.7,3.32,37929.0,11.8,56.6,160842.0,649.0,26.6,57.9,10.8,71.4,23.0,0.5,0.0,0.2,3.4,1.5
1005,AL,Alabama,Montgomery,Montgomery,ALABAMA STATE UNIVERSITY                                         ,915 SOUTH JACKSON STREET                          ,36104,5714,8,1,2016,382,1874,20.3,P,2,3,4,0,2015,466.0,2208.0,21.1,P,2014,471.0,2419.0,19.4,P,32.3473,-86.2666,255908.0,481.0,False,35.0,47.1,52.9,37.1,3.16,44339.0,17.7,56.0,116695.0,865.0,31.8,61.8,7.9,34.1,60.0,2.5,0.2,0.0,1.3,1.9
1007,AL,Alabama,Tallapoosa,Alexander City,CENTRAL ALABAMA COMMUNITY COLLEGE                                ,1675 CHEROKEE ROAD                                ,35010,0,5,1,2016,92,468,19.6,P,5,3,4,0,2015,131.0,579.0,22.6,P,2014,184.0,674.0,27.2,P,32.9242,-85.9361,9222.0,134.0,False,39.4,45.7,54.3,44.7,2.95,32337.0,9.6,57.5,103175.0,561.0,15.5,51.0,11.6,59.3,35.8,1.0,0.3,0.0,2.8,0.8
1008,AL,Alabama,Limestone,Athens,ATHENS STATE UNIVERSITY                                          ,300 NORTH BEATY STREET                            ,35611,1999,8,1,2016,67,893,7.5,A,5,5,4,0,2015,66.0,924.0,7.1,A,2014,49.0,901.0,5.4,A,34.7847,-86.95100000000001,29192.0,248.0,False,40.4,48.3,51.7,46.5,3.33,47741.0,22.8,64.8,143275.0,785.0,27.0,58.6,8.8,76.4,16.4,1.6,1.3,0.3,1.7,2.4
1009,AL,Alabama,Lee,Auburn,AUBURN UNIVERSITY                                                ,107 SAMFORD HALL                                  ,36849,5113,8,1,2016,134,3670,3.6,P,5,3,4,0,2015,114.0,3750.0,3.0,P,2014,139.0,3676.0,3.7,P,32.6087,-85.4899,89577.0,410.0,False,24.1,49.6,50.4,34.1,3.09,42600.0,24.5,44.0,236281.0,1171.0,58.1,57.8,5.3,71.9,17.5,7.7,0.1,0.0,1.7,1.0
1012,AL,Alabama,Jefferson,Birmingham,BIRMINGHAM-SOUTHERN COLLEGE                                      ,900 ARKADELPHIA ROAD                              ,35254,2,6,2,2016,10,205,4.8,A,5,7,4,0,2015,15.0,227.0,6.6,A,2014,11.0,250.0,4.4,A,33.5277,-86.7987,744189.0,556.0,False,35.7,47.3,52.7,27.9,3.11,33770.0,10.2,46.1,87783.0,776.0,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0.0,1.5,1.3
1015,AL,Alabama,Coffee,Enterprise,ENTERPRISE STATE COMMUNITY COLLEGE                               ,600 PLAZA DRIVE                                   ,36331,1300,5,1,2016,58,323,17.9,A,5,2,4,0,2015,79.0,377.0,20.9,A,2014,109.0,490.0,22.2,A,31.3276,-85.8459,38737.0,356.0,False,37.3,48.5,51.5,51.8,3.18,54304.0,23.4,57.5,171948.0,850.0,29.1,63.0,5.9,72.1,21.7,1.7,0.5,0.0,0.9,3.0
1016,AL,Alabama,Lauderdale,Florence,UNIVERSITY OF NORTH ALABAMA                                      ,ONE HARRISON PLAZA                                ,35632,1,8,1,2016,170,1463,11.6,A,5,5,4,0,2015,149.0,1547.0,9.6,A,2014,176.0,1539.0,11.4,A,34.8303,-87.6654,78112.0,581.0,False,37.1,46.7,53.3,39.6,2.89,37843.0,10.7,54.4,125656.0,672.0,27.1,55.1,6.4,78.0,18.8,0.6,0.3,0.1,0.3,1.8
1019,AL,Alabama,Montgomery,Montgomery,HUNTINGDON COLLEGE                                               ,1500 EAST FAIRVIEW AVENUE                         ,36106,2148,6,2,2016,37,375,9.8,A,5,2,4,0,2015,39.0,360.0,10.8,A,2014,52.0,413.0,12.5,A,32.3473,-86.2666,255908.0,481.0,False,35.0,47.1,52.9,37.1,3.16,44339.0,17.7,56.0,116695.0,865.0,31.8,61.8,7.9,34.1,60.0,2.5,0.2,0.0,1.3,1.9
1020,AL,Alabama,Calhoun,Jacksonville,JACKSONVILLE STATE UNIVERSITY                                    ,"700 PELHAM ROAD, NORTH                            ",36265,1602,8,1,2016,212,2157,9.8,A,5,3,4,0,2015,292.0,2454.0,11.8,A,2014,272.0,2393.0,11.3,A,33.8088,-85.7544,12612.0,444.0,False,26.7,47.5,52.5,29.7,3.12,40012.0,14.8,49.4,147232.0,796.0,32.8,56.3,13.1,71.7,23.5,1.4,0.1,0.0,0.5,2.8
1022,AL,Alabama,Jefferson,Birmingham,JEFFERSON STATE COMMUNITY COLLEGE                                ,2601 CARSON ROAD                                  ,35215,3098,5,1,2016,189,1360,13.8,A,5,7,4,0,2015,205.0,1568.0,13.0,A,2014,222.0,1588.0,13.9,A,33.5277,-86.7987,744189.0,556.0,False,35.7,47.3,52.7,27.9,3.11,33770.0,10.2,46.1,87783.0,776.0,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0.0,1.5,1.3
1023,AL,Alabama,Perry,Marion,JUDSON COLLEGE                                                   ,302 BIBB STREET                                   ,36756,2504,6,2,2016,19,107,17.7,A,5,7,4,0,2015,21.0,132.0,15.9,A,2014,17.0,121.0,14.0,A,32.6318,-87.3172,3314.0,121.0,False,22.7,45.3,54.7,15.9,5.32,22839.0,3.2,73.9,95760.0,431.0,17.7,36.2,11.1,38.7,60.1,0.7,0.2,0.0,0.4,0.0
1024,AL,Alabama,Sumter,Livingston,UNIVERSITY OF WEST ALABAMA                                       ,205 NORTH WASHINGTON                              ,35470,0,8,1,2016,131,1662,7.8,A,5,7,4,0,2015,149.0,1889.0,7.8,A,2014,181.0,2124.0,8.5,A,32.5982,-88.1891,3333.0,180.0,False,23.0,43.3,56.7,26.4,3.24,13272.0,8.4,34.9,145273.0,525.0,30.4,41.6,19.5,41.7,46.8,11.5,0.0,0.0,0.0,0.0
1026,AL,Alabama,Perry,Marion,MARION MILITARY INSTITUTE                                        ,1101 WASHINGTON STREET                            ,36756,3214,5,1,2016,15,161,9.3,A,5,7,4,0,2015,22.0,204.0,10.7,A,2014,18.0,173.0,10.4,A,32.6318,-87.3172,3314.0,121.0,False,22.7,45.3,54.7,15.9,5.32,22839.0,3.2,73.9,95760.0,431.0,17.7,36.2,11.1,38.7,60.1,0.7,0.2,0.0,0.4,0.0
1028,AL,Alabama,Jefferson,Fairfield,MILES COLLEGE                                                    ,5500 MYRON MASSEY BOULEVARD                       ,35064,2697,6,2,2016,87,781,11.1,A,2,7,4,0,2015,87.0,774.0,11.2,A,2014,94.0,833.0,11.2,A,33.4747,-86.9194,10683.0,1188.0,False,36.8,41.2,58.8,25.9,3.19,36211.0,8.3,58.4,96135.0,832.0,17.7,56.8,12.3,5.1,91.7,0.0,0.3,0.0,0.0,2.8
1029,AL,Alabama,Mobile,Mobile,UNIVERSITY OF MOBILE                                             ,5735 COLLEGE PARKWAY                              ,36663,220,8,2,2016,58,601,9.6,A,5,1,4,0,2015,39.0,574.0,6.7,A,2014,42.0,574.0,7.3,A,30.6782,-88.1163,318084.0,526.0,False,36.7,47.7,52.3,37.1,3.26,40020.0,15.7,55.7,119685.0,847.0,28.1,57.2,7.9,45.4,50.4,1.7,0.1,0.0,0.7,1.8
1031,AL,Alabama,DeKalb,Rainsville,NORTHEAST ALABAMA COMMUNITY COLLEGE                              ,138  HIGHWAY 35                    138  ALABAMA HI,35986,159,5,1,2016,36,297,12.1,A,5,4,4,0,2015,50.0,330.0,15.1,A,2014,80.0,414.0,19.3,A,34.4939,-85.8435,5038.0,94.0,False,42.2,47.3,52.7,51.1,3.09,37808.0,10.4,68.9,117939.0,637.0,9.3,51.3,6.9,92.3,0.6,0.0,0.3,0.0,3.3,3.6
1033,AL,Alabama,Madison,Huntsville,OAKWOOD UNIVERSITY                                               ,"7000 ADVENTIST BOULEVARD, NORTHWEST               ",35896,1,8,2,2016,65,620,10.4,A,2,5,4,0,2015,85.0,616.0,13.7,A,2014,90.0,609.0,14.7,A,34.6988,-86.6412,309716.0,350.0,False,36.9,48.3,51.7,43.9,2.96,51926.0,25.4,57.9,169541.0,880.0,41.6,62.7,7.3,62.3,30.8,2.6,0.3,0.1,1.3,2.5
1036,AL,Alabama,Jefferson,Birmingham,SAMFORD UNIVERSITY                                               ,800 LAKESHORE DRIVE                               ,35229,7000,8,2,2016,24,818,2.9,A,5,6,4,0,2015,18.0,914.0,1.9,A,2014,20.0,932.0,2.1,A,33.5277,-86.7987,744189.0,556.0,False,35.7,47.3,52.7,27.9,3.11,33770.0,10.2,46.1,87783.0,776.0,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0.0,1.5,1.3
1038,AL,Alabama,Marshall,Boaz,SNEAD STATE COMMUNITY COLLEGE                                    ,220 NORTH WALNUT STREET                           ,35957,734,5,1,2016,89,433,20.5,A,5,4,4,0,2015,102.0,394.0,25.8,A,2014,112.0,372.0,30.1,A,34.1985,-86.1529,9652.0,256.0,False,36.8,51.2,48.8,47.9,3.22,41488.0,11.1,64.6,110853.0,795.0,18.5,56.2,6.1,95.7,2.1,0.4,0.0,0.0,0.3,1.4
1040,AL,Alabama,Randolph,Wadley,SOUTHERN UNION STATE COMMUNITY COLLEGE                           ,750 ROBERTS STREET                                ,36276,0,5,1,2016,136,837,16.2,P,5,3,4,0,2015,153.0,915.0,16.7,P,2014,189.0,1016.0,18.6,P,33.1239,-85.5683,715.0,189.0,False,20.9,46.2,53.8,34.6,3.7,26731.0,3.5,54.5,82181.0,530.0,10.6,41.5,22.8,63.8,31.9,0.0,0.0,0.0,0.0,4.3
1041,AL,Alabama,Mobile,Mobile,SPRING HILL COLLEGE                                              ,4000 DAUPHIN STREET                               ,36608,1791,8,2,2016,22,367,5.9,A,5,1,4,0,2015,23.0,369.0,6.2,A,2014,27.0,382.0,7.0,A,30.6782,-88.1163,318084.0,526.0,False,36.7,47.7,52.3,37.1,3.26,40020.0,15.7,55.7,119685.0,847.0,28.1,57.2,7.9,45.4,50.4,1.7,0.1,0.0,0.7,1.8
1044,AL,Alabama,Tuscaloosa,Tuscaloosa,STILLMAN COLLEGE                                                 ,3601 STILLMAN BOULEVARD                           ,35401,1430,6,2,2016,86,371,23.1,A,2,7,4,0,2015,93.0,406.0,22.9,A,2014,99.0,438.0,22.6,A,33.2348,-87.5266,154204.0,627.0,False,28.6,47.8,52.2,31.9,3.21,42428.0,16.9,47.2,172114.0,984.0,36.5,55.0,8.2,51.0,44.2,2.5,0.2,0.1,0.9,1.1
1046,AL,Alabama,Talladega,Talladega,TALLADEGA COLLEGE                                                ,627 WEST BATTLE STREET                            ,35160,2354,6,2,2016,80,339,23.5,A,2,3,4,0,2015,80.0,250.0,32.0,A,2014,142.0,503.0,28.2,A,33.4329,-86.0976,13277.0,233.0,False,39.4,49.3,50.7,30.5,2.94,29755.0,7.9,55.5,84354.0,579.0,12.1,44.9,17.9,47.7,48.1,1.2,0.4,0.0,1.6,1.1
1047,AL,Alabama,Pike,Troy,TROY UNIVERSITY                                                  ,UNIVERSITY AVENUE                  ADAMS ADMINISTR,36082,1,8,1,2016,562,5683,9.8,P,5,2,4,0,2015,747.0,7139.0,10.4,P,2014,840.0,7314.0,11.4,P,31.8021,-85.9665,16782.0,260.0,False,25.8,46.7,53.3,29.9,3.22,30538.0,13.1,48.0,138183.0,707.0,33.2,59.5,8.7,52.0,41.4,3.6,0.5,0.0,0.1,2.3
1050,AL,Alabama,Macon,Tuskegee Institute,TUSKEGEE UNIVERSITY                                              ,308 KRESGE CENTER                                 ,36088,1645,8,2,2016,115,850,13.5,P,2,3,4,0,2015,101.0,876.0,11.5,P,2014,93.0,806.0,11.5,P,32.41685,-85.71784,4802.0,549.6,False,21.7,41.7,58.3,12.2,3.05,27743.0,9.3,42.3,80791.0,645.0,26.0,50.7,16.7,1.2,97.4,1.0,0.2,0.0,0.0,0.1
1051,AL,Alabama,Tuscaloosa,Tuscaloosa,UNIVERSITY OF ALABAMA                                            ,801 UNIVERSITY BOULEVARD           ROSE ADMINISTRA,35487,120,8,1,2016,288,5573,5.1,P,5,7,4,0,2015,306.0,5814.0,5.2,P,2014,312.0,5433.0,5.7,P,33.2348,-87.5266,154204.0,627.0,False,28.6,47.8,52.2,31.9,3.21,42428.0,16.9,47.2,172114.0,984.0,36.5,55.0,8.2,51.0,44.2,2.5,0.2,0.1,0.9,1.1
1052,AL,Alabama,Jefferson,Birmingham,UNIVERSITY OF ALABAMA AT BIRMINGHAM                              ,1720 2ND AVENUE SOUTH              LISTER HILL LIB,35294,1150,8,1,2016,237,4135,5.7,P,5,7,4,0,2015,253.0,4250.0,5.9,P,2014,241.0,4224.0,5.7,P,33.5277,-86.7987,744189.0,556.0,False,35.7,47.3,52.7,27.9,3.11,33770.0,10.2,46.1,87783.0,776.0,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0.0,1.5,1.3
1055,AL,Alabama,Madison,Huntsville,UNIVERSITY OF ALABAMA IN HUNTSVILLE                              ,212 UNIVERSITY CENTER                             ,35899,1,8,1,2016,86,1447,5.9,A,5,5,4,0,2015,111.0,1491.0,7.4,A,2014,82.0,1511.0,5.4,A,34.6988,-86.6412,309716.0,350.0,False,36.9,48.3,51.7,43.9,2.96,51926.0,25.4,57.9,169541.0,880.0,41.6,62.7,7.3,62.3,30.8,2.6,0.3,0.1,1.3,2.5
1057,AL,Alabama,Mobile,Mobile,UNIVERSITY OF SOUTH ALABAMA                                      ,307 UNIVERSITY BOULEVARD NORTH                    ,36688,2,8,1,2016,325,3836,8.4,P,5,1,4,0,2015,333.0,3955.0,8.4,P,2014,311.0,3809.0,8.1,P,30.6782,-88.1163,318084.0,526.0,False,36.7,47.7,52.3,37.1,3.26,40020.0,15.7,55.7,119685.0,847.0,28.1,57.2,7.9,45.4,50.4,1.7,0.1,0.0,0.7,1.8
1060,AL,Alabama,Baldwin,Bay Minette,COASTAL ALABAMA COMMUNITY COLLEGE                                ,1900 HIGHWAY 31 SOUTH                             ,36507,2698,5,1,2016,213,1202,17.7,P,5,1,4,0,2015,250.0,1345.0,18.5,P,2014,274.0,1363.0,20.1,P,30.893,-87.7912,8532.0,205.0,False,32.7,51.6,48.4,35.2,3.96,31310.0,11.7,49.2,124313.0,697.0,15.5,47.7,5.0,54.9,41.5,0.4,0.4,0.0,1.5,1.4
1061,AK,Alaska,Anchorage,Anchorage,ALASKA PACIFIC UNIVERSITY                                        ,4101 UNIVERSITY DRIVE                             ,99508,4672,8,2,2016,7,139,5.0,A,5,AL      ,10,0,2015,15.0,192.0,7.8,A,2014,9.0,169.0,5.3,A,61.1508,-149.1091,253421.0,66.0,False,33.1,51.1,48.9,48.9,3.27,82271.0,40.4,60.1,304137.0,1702.0,34.6,73.5,5.8,63.7,5.5,9.3,7.3,2.4,2.2,9.7
1063,AK,Alaska,Fairbanks North Star,Fairbanks,UNIVERSITY OF ALASKA FAIRBANKS                                   ,"3RD FLOOR, SIGNER'S HALL                          ",99775,7500,8,1,2016,134,1241,10.7,P,5,AL      ,10,0,2015,164.0,1341.0,12.2,P,2014,162.0,1304.0,12.4,P,64.8353,-147.6534,64732.0,384.0,False,28.1,53.9,46.1,46.5,3.23,60658.0,26.2,36.6,198767.0,1418.0,26.3,72.9,9.4,65.3,8.3,5.0,8.7,1.3,1.9,9.5
1065,AK,Alaska,Juneau,Juneau,UNIVERSITY OF ALASKA SOUTHEAST                                   ,11066 AUKE LAKE WAY                               ,99801,8680,8,1,2016,38,385,9.8,P,5,AL      ,10,0,2015,50.0,400.0,12.5,P,2014,42.0,446.0,9.4,P,58.4546,-134.1739,25180.0,4.0,False,38.0,51.4,48.6,51.4,3.12,90749.0,44.9,65.5,342464.0,1759.0,40.3,73.1,4.8,68.9,1.1,7.3,11.1,1.0,1.3,9.3
1071,AZ,Arizona,Yuma,Yuma,ARIZONA WESTERN COLLEGE                                          ,2020 SOUTH AVENUE 8E               FINANCIAL AID O,85365,8847,5,1,2016,52,284,18.3,A,3,7,9,0,2015,79.0,355.0,22.2,A,2014,67.0,390.0,17.1,A,32.5991,-114.5488,138802.0,304.0,False,31.5,51.0,49.0,52.2,3.19,46151.0,15.5,59.9,125590.0,931.0,17.4,61.7,10.1,70.7,3.4,1.9,1.0,0.0,19.2,3.8
1072,AZ,Arizona,Cochise,Sierra Vista,COCHISE COLLEGE                                                  ,901 NORTH COLOMBO                                 ,85635,2317,5,1,2016,16,235,6.8,A,3,8,9,0,2015,21.0,293.0,7.1,A,2014,16.0,262.0,6.1,A,31.563000000000002,-110.3153,51571.0,108.0,False,34.3,48.3,51.7,56.2,2.92,58839.0,23.4,55.2,180958.0,1015.0,30.7,60.7,7.2,77.6,6.8,4.0,1.3,0.8,3.0,6.6
1074,AZ,Arizona,Maricopa,Phoenix,GRAND CANYON UNIVERSITY                                          ,3300 WEST CAMELBACK ROAD                          ,85017,3030,8,3,2016,1772,31482,5.6,A,5,4,9,0,2015,1840.0,29752.0,6.1,A,2014,2277.0,26545.0,8.5,A,33.5722,-112.0891,4081849.0,1212.0,False,33.3,49.8,50.2,41.9,3.58,52080.0,22.1,53.4,197489.0,1119.0,27.8,66.2,6.9,71.9,6.9,3.6,2.0,0.2,11.7,3.7
1076,AZ,Arizona,Maricopa,Glendale,GLENDALE COMMUNITY COLLEGE                                       ,6000 WEST OLIVE AVENUE                            ,85302,3090,5,1,2016,411,2533,16.2,A,5,2,9,0,2015,551.0,2857.0,19.2,A,2014,715.0,3495.0,20.4,A,33.5797,-112.2258,246709.0,1601.0,False,33.9,49.0,51.0,43.1,3.56,49383.0,20.3,54.2,180347.0,1082.0,21.4,62.5,6.3,78.2,6.2,4.3,1.6,0.2,5.3,4.2
1077,AZ,Arizona,Maricopa,Mesa,MESA COMMUNITY COLLEGE                                           ,1833 WEST SOUTHERN AVENUE                         ,85202,4866,5,1,2016,600,3578,16.7,A,5,5,9,0,2015,790.0,4152.0,19.0,A,2014,1152.0,5033.0,22.8,A,33.4017,-111.7181,496401.0,1388.0,False,35.9,49.4,50.6,47.7,3.33,52155.0,20.7,60.2,182782.0,1023.0,26.1,63.3,6.0,83.8,3.7,2.0,2.3,0.4,4.7,3.1
1078,AZ,Arizona,Maricopa,Phoenix,PHOENIX COLLEGE                                                  ,1202 WEST THOMAS ROAD                             ,85013,4234,5,1,2016,374,2096,17.8,A,3,4,9,0,2015,519.0,2434.0,21.3,A,2014,975.0,3145.0,31.0,A,33.5722,-112.0891,4081849.0,1212.0,False,33.3,49.8,50.2,41.9,3.58,52080.0,22.1,53.4,197489.0,1119.0,27.8,66.2,6.9,71.9,6.9,3.6,2.0,0.2,11.7,3.7
1079,AZ,Arizona,Yavapai,Prescott,YAVAPAI COLLEGE                                                  ,1100 EAST SHELDON STREET                          ,86301,3297,5,1,2016,155,689,22.4,A,5,1,9,0,2015,172.0,842.0,20.4,A,2014,197.0,771.0,25.5,A,34.585,-112.4475,42731.0,367.0,False,56.6,48.7,51.3,52.7,2.62,50812.0,20.6,65.8,302425.0,768.0,38.1,43.0,7.7,93.0,0.6,1.4,1.1,0.1,1.4,2.5
1081,AZ,Arizona,Maricopa,Tempe,ARIZONA STATE UNIVERSITY                                         ,FINANCIAL AID & SCHOLARSHIP SRVCS  1151 SOUTH FORE,85287,412,8,1,2016,1206,19181,6.2,A,5,5,9,0,2015,1210.0,18571.0,6.5,A,2014,1175.0,17420.0,6.7,A,33.3881,-111.9318,185038.0,1787.0,False,28.8,52.7,47.3,30.4,3.14,51829.0,21.8,40.1,235701.0,1062.0,43.6,69.2,5.5,68.7,6.5,7.9,2.4,0.4,10.0,4.0
1082,AZ,Arizona,Coconino,Flagstaff,NORTHERN ARIZONA UNIVERSITY                                      ,"GAMMAGE, BUILDING #1 KNOLES DRIVE  ROOM 209       ",86011,1,8,1,2016,448,6735,6.6,A,5,1,9,0,2015,527.0,7067.0,7.4,A,2014,509.0,6999.0,7.2,A,35.1872,-111.6195,78628.0,420.0,False,25.1,49.4,50.6,32.0,3.04,51758.0,22.0,45.4,294858.0,1250.0,45.2,67.5,7.7,77.3,2.5,2.7,8.6,0.2,4.1,4.6
1083,AZ,Arizona,Pima,Tucson,UNIVERSITY OF ARIZONA (THE)                                      ,PO BOX 210066                      ADMINISTRATION ,85721,66,8,1,2016,429,7127,6.0,P,5,7,9,0,2015,414.0,7084.0,5.8,P,2014,449.0,6686.0,6.7,P,32.1545,-110.8782,868391.0,868.0,False,33.4,49.8,50.2,35.8,3.15,39617.0,12.3,49.3,134993.0,875.0,26.6,61.8,9.4,73.1,5.0,3.1,3.2,0.2,10.6,4.9
1085,AR,Arkansas,Drew,Monticello,UNIVERSITY OF ARKANSAS AT MONTICELLO                             ,140 UNIVERSITY DRIVE                              ,71656,0,8,1,2016,160,1106,14.4,P,5,4,6,0,2015,220.0,1234.0,17.8,P,2014,244.0,1248.0,19.5,P,33.6258,-91.7934,9665.0,341.0,False,30.0,48.2,51.8,38.8,3.03,31078.0,6.7,55.7,94852.0,537.0,22.5,55.3,11.2,59.2,38.6,0.0,0.0,0.0,1.2,1.0
1086,AR,Arkansas,Jefferson,Pine Bluff,UNIVERSITY OF ARKANSAS AT PINE BLUFF                             ,1200 NORTH UNIVERSITY DRIVE                       ,71601,2790,8,1,2016,139,803,17.3,A,2,4,6,0,2015,136.0,959.0,14.1,A,2014,185.0,1036.0,17.8,A,34.2116,-92.0178,46850.0,379.0,False,34.8,47.5,52.5,34.1,3.2,32498.0,8.2,54.6,72022.0,630.0,17.9,52.4,13.2,19.7,77.7,0.7,0.1,0.0,0.9,0.9
1087,AR,Arkansas,Pulaski,Little Rock,ARKANSAS BAPTIST COLLEGE                                         ,1600 DOCTOR MARTIN L. KING DRIVE                  ,72202,6099,6,2,2016,238,668,35.6,A,2,2,6,0,2015,174.0,523.0,33.2,A,2014,93.0,406.0,22.9,A,34.7255,-92.35799999999999,442699.0,643.0,False,36.0,48.1,51.9,41.2,3.22,48463.0,22.3,56.2,159269.0,995.0,40.4,65.0,5.0,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1088,AR,Arkansas,Independence,Batesville,LYON COLLEGE                                                     ,2300 HIGHLAND ROAD                                ,72501,3699,6,2,2016,20,175,11.4,A,5,1,6,0,2015,15.0,194.0,7.7,A,2014,16.0,201.0,7.9,A,35.7687,-91.6226,12050.0,357.0,False,37.3,50.0,50.0,45.7,2.95,43049.0,16.5,62.5,114471.0,754.0,26.7,57.8,5.6,85.9,4.2,1.6,0.1,0.0,5.5,2.7
1089,AR,Arkansas,Pope,Russellville,ARKANSAS TECH UNIVERSITY                                         ,215 WEST O STREET                                 ,72801,2222,8,1,2016,249,2719,9.1,P,5,3,6,0,2015,295.0,2731.0,10.8,P,2014,268.0,2755.0,9.7,P,35.2763,-93.1383,34373.0,399.0,False,27.8,49.2,50.8,38.1,3.18,35295.0,11.1,46.7,137128.0,632.0,26.7,59.6,9.3,86.2,5.9,1.8,0.4,0.0,2.7,3.1
1090,AR,Arkansas,Craighead,Jonesboro,ARKANSAS STATE UNIVERSITY                                        ,2105 AGGIE ROAD                                   ,72401,0,8,1,2016,245,4117,5.9,P,5,1,6,0,2015,297.0,4507.0,6.5,P,2014,319.0,4472.0,7.1,P,35.8211,-90.6793,73788.0,366.0,False,32.4,48.2,51.8,43.1,3.04,44171.0,17.0,52.9,145736.0,832.0,30.8,63.1,6.4,72.8,18.7,1.6,0.7,0.2,2.5,3.4
1091,AR,Arkansas,White,Beebe,ARKANSAS STATE UNIVERSITY - BEEBE                                ,1000 IOWA STREET                                  ,72012,1000,5,1,2016,33,411,8.0,P,5,2,6,0,2015,57.0,436.0,13.0,P,2014,83.0,593.0,13.9,P,35.0714,-91.8998,7477.0,311.0,False,34.1,45.8,54.2,50.3,3.26,48068.0,16.3,55.1,125875.0,796.0,25.1,59.9,7.7,92.9,6.0,0.0,0.0,0.0,0.0,1.1
1092,AR,Arkansas,Faulkner,Conway,UNIVERSITY OF CENTRAL ARKANSAS                                   ,201 DONAGHEY AVENUE                               ,72035,1,8,1,2016,208,2750,7.5,A,5,2,6,0,2015,228.0,2796.0,8.1,A,2014,232.0,2615.0,8.8,A,35.0753,-92.4695,72894.0,552.0,False,28.6,48.6,51.4,41.0,3.15,46741.0,18.1,48.7,163513.0,1045.0,38.7,64.8,4.5,75.5,16.6,2.1,0.2,0.0,2.7,2.8
1093,AR,Arkansas,Faulkner,Conway,CENTRAL BAPTIST COLLEGE                                          ,1501 COLLEGE AVENUE                               ,72034,6470,6,2,2016,27,273,9.8,A,5,2,6,0,2015,19.0,248.0,7.6,A,2014,33.0,262.0,12.5,A,35.0753,-92.4695,72894.0,552.0,False,28.6,48.6,51.4,41.0,3.15,46741.0,18.1,48.7,163513.0,1045.0,38.7,64.8,4.5,75.5,16.6,2.1,0.2,0.0,2.7,2.8
1094,AR,Arkansas,Johnson,Clarksville,UNIVERSITY OF THE OZARKS                                         ,415 NORTH COLLEGE AVENUE                          ,72830,2880,6,2,2016,18,120,15.0,A,5,3,6,0,2015,18.0,141.0,12.7,A,2014,13.0,141.0,9.2,A,35.4569,-93.4803,7664.0,200.0,False,34.6,50.0,50.0,46.0,3.14,35108.0,10.3,54.7,91659.0,607.0,18.7,57.9,4.5,85.6,4.7,1.8,0.0,0.3,4.4,3.2
1095,AR,Arkansas,Greene,Paragould,CROWLEY'S RIDGE COLLEGE                                          ,100 COLLEGE DRIVE                                 ,72450,9775,6,2,2016,11,69,15.9,A,5,1,6,0,2015,6.0,59.0,10.1,A,2014,10.0,49.0,20.4,A,36.0556,-90.5148,26858.0,347.0,False,36.0,48.3,51.7,52.0,2.99,43351.0,12.5,58.6,116682.0,702.0,16.9,60.6,6.2,94.5,1.5,0.4,0.4,0.2,0.9,2.3
1097,AR,Arkansas,White,Searcy,HARDING UNIVERSITY                                               ,915 EAST MARKET                                   ,72149,1,8,2,2016,47,1223,3.8,A,5,2,6,0,2015,60.0,1353.0,4.4,A,2014,47.0,1283.0,3.6,A,35.2418,-91.7351,27180.0,504.0,False,28.8,47.5,52.5,42.8,2.99,41699.0,13.2,50.0,143505.0,801.0,33.3,55.6,5.4,83.6,9.2,1.3,0.4,0.1,1.7,3.8
1098,AR,Arkansas,Clark,Arkadelphia,HENDERSON STATE UNIVERSITY                                       ,1100 HENDERSON STREET                             ,71999,1,8,1,2016,72,974,7.3,A,5,4,6,0,2015,95.0,1134.0,8.3,A,2014,115.0,1099.0,10.4,A,34.125,-93.0719,10428.0,579.0,False,23.8,47.3,52.7,27.9,2.76,30823.0,9.5,43.9,104935.0,557.0,35.0,55.9,3.7,65.1,30.1,0.8,0.3,0.0,1.7,2.0
