opeid,stateabv,state,county,city,name,address,zipcode,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,region,lat,lng,population,density,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
40313,ND,North Dakota,Cass,Fargo,SALON PROFESSIONAL ACADEMY (THE)                                 ,4377 15TH AVENUE SOUTH                            ,58103,4,3,2016,5,45,11.1,A,5,8,46.8653,-96.8292,204820,949,30.3,50.6,49.4,41.4,2.89,50561,19.8,43.4,190504,1092,38.8,75,3.2,86.2,5.5,3.6,1.1,0,0.6,2.9
40363,TX,Texas,Hardin,Silsbee,SOUTHEAST TEXAS CAREER INSTITUTE                                 ,975 HIGHWAY 327 EAST               SUITE 150      ,77656,3,3,2016,21,122,17.2,A,5,6,30.3456,-94.1764,9694,337,37,44.3,55.7,45.2,3.16,33739,12.7,67.8,98584,450,16.2,49.7,8.2,66,32,0.2,0,0,0.2,1.5
40373,CA,California,Los Angeles,Los Angeles,LOS ANGELES FILM SCHOOL (THE)                                    ,6363 WEST SUNSET BOULEVARD                        ,90028,6,3,2016,193,1077,17.9,A,5,9,34.09989,-118.32692,30734,7273.3,35.7,55,45,21.3,2.89,43998,18.3,4.7,746587,1364,48.4,74.7,9.1,56.7,9.9,10.4,0.4,0.2,17.1,5.2
40375,MO,Missouri,Greene,Springfield,ACADEMY OF HAIR DESIGN                                           ,1834 SOUTH GLENSTONE                              ,65804,3,3,2016,11,108,10.1,A,5,7,37.1943,-93.2915,287222,784,32.8,48.2,51.8,37.5,2.82,34775,9.5,44.9,111416,705,27.7,61.5,6.3,88.2,4.5,2,0.5,0.1,1.1,3.4
40383,KY,Kentucky,Jefferson,Louisville,ATA COLLEGE                                                      ,10200 LINN STATION ROAD            SUITE 125      ,40223,5,3,2016,224,1500,14.9,P,5,4,38.1663,-85.6485,1011696,910,37.2,48.3,51.7,41.8,3.15,49439,20.1,59.7,146641,957,28.7,65.3,6.9,70.5,23.2,2.5,0.1,0.1,0.7,2.9
40384,VA,Virginia,Fairfax,Great Falls,AVI CAREER TRAINING                                              ,10130 A-COLVIN RUN ROAD                           ,22066,3,3,2016,10,86,11.6,B,5,3,39.011,-77.3013,15589,237,47.6,48.7,51.3,71.1,3.27,230450,84.1,96,1132203,3993,81.3,60.3,4.7,79.3,0.9,16.8,0.3,0,0.2,2.5
40385,WV,West Virginia,Marion,Fairmont,PIERPONT COMMUNITY & TECHNICAL COLLEGE                           ,1201 LOCUST AVENUE                                ,26554,5,1,2016,146,765,19,A,5,3,39.4768,-80.1491,32988,830,34.5,48.2,51.8,40.4,2.94,39759,15.1,62.5,105636,575,26,58.9,6,88.9,8.2,0.8,0.1,0,0.1,2
40386,WV,West Virginia,Kanawha,South Charleston,BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE                     ,2001 UNION CARBIDE DRIVE                          ,25303,5,1,2016,118,659,17.9,P,5,3,38.3482,-81.711,12493,611,43.5,44.1,55.9,46.4,2.95,50885,18.8,71.7,117472,579,36.8,59.5,5.7,85.8,5.6,1.1,0.1,0,0.1,7.3
40387,KY,Kentucky,Jefferson,Louisville,IDEAL BEAUTY ACADEMY                                             ,10213 LINN STATION ROAD                           ,40223,3,3,2016,8,33,24.2,A,5,4,38.1663,-85.6485,1011696,910,37.2,48.3,51.7,41.8,3.15,49439,20.1,59.7,146641,957,28.7,65.3,6.9,70.5,23.2,2.5,0.1,0.1,0.7,2.9
40403,LA,Louisiana,Tangipahoa,Hammond,COMPASS CAREER COLLEGE                                           ,42353  DELUXE PLAZA                SUITE 16       ,70403,3,3,2016,25,152,16.4,A,5,6,30.5061,-90.4563,69180,563,26.8,44.9,55.1,29.2,3.4,37059,15.8,45,138907,816,26.1,60.3,13.4,50.7,46,1.2,0.2,0.1,0.1,1.8
40413,PA,Pennsylvania,Berks,Leesport,BERKS CAREER & TECHNOLOGY CENTER                                 ,1057 COUNTY ROAD                                  ,19533,3,1,2016,6,38,15.7,B,5,3,40.4451,-75.9684,1891,1006,35.1,50.4,49.6,50.9,2.92,65417,26.3,70.7,149087,1269,22.6,74.1,3.8,94.3,1.1,0,0,0,2.5,2.1
40414,WV,West Virginia,Cabell,Huntington,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE                        ,ONE MOUNTWEST WAY                                 ,25701,5,1,2016,118,560,21,A,5,3,38.4109,-82.4344,194155,1120,34.3,48.1,51.9,33.4,3.04,30359,10.2,50.1,95544,608,27.7,51.3,8,85.6,8.7,1.6,0.2,0.1,0.5,3.3
40433,NY,New York,Queens,Forest Hills,ACE INSTITUTE OF TECHNOLOGY                                      ,109-19 72ND RD.                    SUITE 4F       ,11375,3,3,2016,14,103,13.5,A,5,2,40.72092,-73.84611,73488,13340.8,42.7,45.9,54.1,53.6,3.01,80542,40.1,50.8,399379,1731,61.1,64.9,4.4,60.8,2.7,28,0.3,0,3.5,4.7
40443,MN,Minnesota,Chisago,Center City,HAZELDEN GRADUATE SCHOOL OF ADDICTION STUDIES                    ,15245 PLEASANT VALLEY ROAD                        ,55012,8,2,2016,2,53,3.7,A,5,5,45.3941,-92.8141,650,430,51.6,48.4,51.6,59.2,2.63,80556,32.3,76.3,210978,1223,26.5,65.3,1.7,98.2,0.3,0.9,0.3,0,0.1,0.1
40513,NV,Nevada,Clark,Henderson,ART INSTITUTE OF LAS VEGAS (THE)                                 ,2350 CORPORATE CIRCLE                             ,89074,6,3,2016,2712,11840,22.9,P,5,9,36.0146,-115.0362,302539,1115,42.2,49.1,50.9,50.8,3.18,66939,30.3,62.5,266043,1286,31.7,62.4,7.2,77.2,5.4,8,0.4,0.4,4.2,4.3
40573,CA,California,Sacramento,Sacramento,ASHER COLLEGE                                                    ,1215 HOWE AVENUE                   SUITE 101      ,95825,5,3,2016,19,259,7.3,A,5,9,38.5667,-121.4683,1854698,1980,34.3,48.8,51.2,40.5,3.43,54615,24,47.3,286886,1349,31.5,63.3,9.3,48.5,13.4,18.7,0.7,1.6,10.3,6.8
40593,AZ,Arizona,Pima,Tucson,TUCSON COLLEGE OF BEAUTY                                         ,3955 NORTH FLOWING WELLS ROAD                     ,85705,3,3,2016,4,43,9.3,A,5,9,32.1545,-110.8782,868391,868,33.4,49.8,50.2,35.8,3.15,39617,12.3,49.3,134993,875,26.6,61.8,9.4,73.1,5,3.1,3.2,0.2,10.6,4.9
40603,OK,Oklahoma,Tulsa,Tulsa,AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY                         ,10820 E 45TH STREET                SUITE 100      ,74146,4,3,2016,9,100,9,B,5,6,36.1284,-95.9043,672054,785,34.9,48.5,51.5,42.5,3.15,44577,18.1,51.1,128658,905,30.8,65.8,6.7,64,15.1,3.3,4.3,0.1,5.4,7.8
40653,NV,Nevada,Clark,Henderson,ROSEMAN UNIVERSITY OF HEALTH SCIENCES                            ,11 SUNSET WAY                                     ,89014,8,2,2016,5,483,1,A,5,9,36.0146,-115.0362,302539,1115,42.2,49.1,50.9,50.8,3.18,66939,30.3,62.5,266043,1286,31.7,62.4,7.2,77.2,5.4,8,0.4,0.4,4.2,4.3
40663,AL,Alabama,Mobile,Mobile,CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND                     ,2936 NORTH MCVAY DRIVE                            ,36606,11,3,2016,1,36,2.7,A,5,4,30.6782,-88.1163,318084,526,36.7,47.7,52.3,37.1,3.26,40020,15.7,55.7,119685,847,28.1,57.2,7.9,45.4,50.4,1.7,0.1,0,0.7,1.8
40673,AL,Alabama,Dallas,Selma,SELMA UNIVERSITY                                                 ,1501 LAPSLEY STREET                DINKINS HALL   ,36701,8,2,2016,73,213,34.2,A,2,4,32.4166,-87.0336,21083,513,37.1,44.3,55.7,29.1,3.15,24223,8.2,44.7,88274,566,17.2,50.2,18.1,17.3,80.4,0.8,0.1,0.1,0.4,0.9
40723,UT,Utah,Utah,Provo,AVEDA INSTITUTE PROVO                                            ,210 NORTH UNIVERSITY AVENUE                       ,84601,4,3,2016,3,74,4,A,5,8,40.2457,-111.6457,503695,1087,23.7,50.1,49.9,46.4,3.46,44312,17.4,40.8,227580,1096,42.5,69.3,5,88.7,0.6,2.5,0.6,1.3,2.6,3.6
40743,OH,Ohio,Franklin,Westerville,HONDROS COLLEGE OF NURSING                                       ,4140 EXECUTIVE PARKWAY                            ,43081,6,3,2016,166,1466,11.3,A,5,5,40.1241,-82.9209,39737,1217,41.2,48.5,51.5,55.3,3.04,86466,42,77.6,214235,1486,51.2,68.1,3.6,86.2,8,2.1,0,0,0.4,3.2
40764,CA,California,Los Angeles,Los Angeles,GNOMON                                                           ,1015 NORTH CAHUENGA BOULEVARD      SUITE 5430I    ,90038,6,3,2016,1,49,2,A,5,9,34.08876,-118.32652,27660,7127.3,33.8,53.3,46.7,29.2,3.3,39984,14.6,8.8,759533,1229,31.9,73.2,7.1,42.6,6,5.4,0.6,0,40.6,4.8
40803,CO,Colorado,Denver,Denver,ASPEN UNIVERSITY                                                 ,"1660 SOUTH ALBION STREET, SUITE 525               ",80222,8,3,2016,20,226,8.8,A,5,8,39.7621,-104.8759,2787266,1774,34.4,50,50,39.2,3.22,60098,28.7,50.1,322837,1372,46.5,71.1,4.5,76.9,9.5,3.6,1,0.1,5.5,3.4
40834,FL,Florida,Palm Beach,Delray Beach,CAMBRIDGE COLLEGE OF HEALTHCARE & TECHNOLOGY                     ,5150 LINTON BOULEVARD              SUITE 340      ,33484,6,3,2016,17,170,10,A,5,4,26.455,-80.0905,68749,1669,46.2,49.5,50.5,39.3,3.19,53233,25.6,61.1,238497,1184,37,61.4,8.7,62.1,30.2,2.6,0.1,0.1,3.1,1.8
40894,TX,Texas,Tarrant,Arlington,CCI TRAINING CENTER                                              ,770 E. ROAD TO SIX FLAGS # 140                    ,76011,3,3,2016,3,68,4.4,A,5,6,32.6998,-97.1251,396394,1597,33.1,49,51,46.3,3.45,55562,23.4,55.6,146644,1166,29.4,69.1,5.5,63,21.9,6.9,0.4,0.1,4.6,3.1
40924,CA,California,Los Angeles,Burbank,MAKE-UP DESIGNORY                                                ,129 SOUTH SAN FERNANDO BOULEVARD                  ,91502,2,3,2016,20,298,6.7,A,5,9,34.1879,-118.3235,104834,2337,39.5,47.9,52.1,46.9,3.22,69118,33.7,41,645978,2202,40.3,67.4,7.5,70.7,2.8,11.7,0.5,0,9.2,5
40933,CO,Colorado,Weld,Greeley,ACADEMY OF NATURAL THERAPY                                       ,625 8TH AVENUE                                    ,80631,3,3,2016,20,113,17.6,B,5,8,40.4151,-104.7705,133750,833,30.7,49.2,50.8,46.2,3.26,52887,19.4,58.3,201215,1065,25.9,64,7.2,84.7,2.2,1.3,1,0,7.9,2.9
40953,NY,New York,New York,New York,KING'S COLLEGE (THE)                                             ,56 BROADWAY                                       ,10004,6,2,2016,7,143,4.8,A,5,2,40.6943,-73.9249,19354922,11083,36.2,47.7,52.3,39.5,3.46,57782,29.4,32.6,538529,1755,36.7,63.5,7.8,42.8,24.3,14,0.4,0.1,15.1,3.3
40963,SC,South Carolina,Charleston,Charleston,CHARLESTON SCHOOL OF LAW                                         ,81 MARY STREET                                    ,29402,7,3,2016,3,165,1.8,A,5,4,32.8151,-79.963,616085,470,34.4,47.9,52.1,40.5,3.01,61367,29.8,54.4,285444,1464,51.5,67.8,4.8,74.4,21.9,1.6,0.1,0,0.3,1.6
41003,IN,Indiana,Lake,Merrillville,DENMARK COLLEGE                                                  ,8101 POLO CLUB DRIVE                              ,46410,3,3,2016,18,88,20.4,A,5,5,41.4728,-87.3197,34871,405,38.2,46.8,53.2,42.6,3.22,56330,18.6,65.1,126575,1085,23.5,66.7,7.3,41.2,46.1,1.3,0.3,0,6.5,4.5
41004,CO,Colorado,Jefferson,Lakewood,TAFT UNIVERSITY SYSTEM (THE)                                     ,3333 SOUTH WADSWORTH BOULEVARD     SUITE D-228    ,80227,8,3,2016,12,232,5.1,A,5,8,39.6977,-105.1168,154958,1389,38.5,49.8,50.2,44.8,2.98,61058,26.5,58.8,300731,1249,37.8,68.8,4.3,88.9,1.4,3,0.9,0.1,2.6,3.1
41013,NC,North Carolina,Mecklenburg,Charlotte,CAROLINA SCHOOL OF BROADCASTING                                  ,3435 PERFORMANCE ROAD                             ,28214,2,3,2016,10,85,11.7,B,5,4,35.2079,-80.8304,1467362,1081,33.9,47.9,52.1,42.5,3.3,58202,26.8,53.1,186929,1210,42.8,72,7.3,50,35,6.2,0.3,0.1,5.5,2.9
41023,NY,New York,New York,New York,NEW AGE TRAINING                                                 ,145 WEST 30TH STREET               8TH  FLOOR     ,10001,3,3,2016,36,182,19.7,A,5,2,40.6943,-73.9249,19354922,11083,36.2,47.7,52.3,39.5,3.46,57782,29.4,32.6,538529,1755,36.7,63.5,7.8,42.8,24.3,14,0.4,0.1,15.1,3.3
41043,CT,Connecticut,New Haven,Wallingford,ACADEMY DI CAPELLI                                               ,950 YALE AVENUE  UNIT 20           YALE PLAZA     ,6492,3,3,2016,5,76,6.5,A,5,1,41.4587,-72.8039,44991,444,46.6,47.5,52.5,51.1,3.02,77128,36.9,74.3,266259,1421,36.5,66.5,4.9,90.8,2,3.8,0,0.1,1.9,1.4
41054,FL,Florida,Escambia,Pensacola,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS             ,2409 CREIGHTON ROAD                               ,32504,3,3,2016,14,73,19.1,A,5,4,30.4427,-87.1886,344400,897,38,47.8,52.2,38.2,3.37,46569,17.4,58.8,155484,863,36.4,62.3,7.7,62.1,29.3,2.1,0.3,0,0.8,5.4
41063,FL,Florida,Palm Beach,Lake Park,PALM BEACH ACADEMY OF HEALTH & BEAUTY                            ,1220-A 10TH STREET                                ,33403,3,3,2016,25,217,11.5,A,5,4,26.7998,-80.0685,8645,1577,39.8,48.7,51.3,43.2,3.9,51186,17.7,46,155867,1030,24.6,69.1,4.6,36.8,54.5,2,0,0,2.6,4.2
41103,VA,Virginia,Arlington,Arlington,UNIVERSITY OF MANAGEMENT AND TECHNOLOGY (THE)                    ,1901 FORT MYER DRIVE               SUITE 700      ,22209,8,3,2016,1,62,1.6,A,5,3,38.8786,-77.1011,229534,3408,34.4,49.8,50.2,44.1,3.02,112138,56.1,44.5,643489,2410,74.1,78.3,3.2,71.5,8.8,10.3,0.4,0.1,5.7,3.2
41113,CA,California,Kings,Lemoore,WEST HILLS COLLEGE LEMOORE                                       ,555 COLLEGE AVENUE                                ,93245,5,1,2016,37,181,20.4,A,5,9,36.296,-119.7983,26355,1195,28.2,50.2,49.8,48.2,3.44,54471,19.4,51.9,196060,1342,17.3,70.7,6.8,58.2,5.5,7.7,1.7,0.5,21,5.5
41123,LA,Louisiana,East Baton Rouge,Baton Rouge,LOUISIANA CULINARY INSTITUTE                                     ,10550 AIRLINE HIGHWAY                             ,70816,5,3,2016,11,101,10.8,A,5,6,30.4419,-91.131,583613,1006,31.1,47.5,52.5,30.6,3.42,40948,18.2,49.1,161016,829,32.3,63.5,8.9,38.6,54.8,3.6,0.3,0,1.3,1.3
41143,NV,Nevada,Clark,Henderson,NEVADA STATE COLLEGE                                             ,1125 NEVADA STATE DRIVE                           ,89002,8,1,2016,65,764,8.5,A,5,9,36.0146,-115.0362,302539,1115,42.2,49.1,50.9,50.8,3.18,66939,30.3,62.5,266043,1286,31.7,62.4,7.2,77.2,5.4,8,0.4,0.4,4.2,4.3
41144,DC,District of Columbia,District of Columbia,Washington,INSTITUTE OF WORLD POLITICS (THE)                                ,"1521 16TH STREET, NW                              ",20036,8,2,2016,0,51,0,A,5,3,38.90696,-77.04166,5798,6303.5,33.4,47.2,52.8,32.2,2.2,88553,44,35.7,384617,1922,90.7,81.5,1.9,83.6,3.8,8.3,0,0.6,0.7,3.1
41145,CA,California,Los Angeles,Canoga Park,VALLEY COLLEGE OF MEDICAL CAREERS                                ,8399 TOPANGA CANYON BOULEVARD      SUITE 200      ,91304,5,3,2016,13,77,16.8,A,5,9,34.22466,-118.6325,53761,2062.1,38.2,49.7,50.3,46,3.56,68282,32.4,50.8,571509,1419,29.6,69,6,50.9,5.4,14.6,0.3,0.1,24.8,3.9
41153,CA,California,Riverside,La Quinta,COACHELLA VALLEY BEAUTY COLLEGE                                  ,79450 HIGHWAY 111                                 ,92253,3,3,2016,14,66,21.2,A,5,9,33.6536,-116.2785,41304,452,46.4,48.5,51.5,57.3,3.09,76131,39.1,71,385369,1658,34.7,55.2,7.3,79.4,2.1,3.6,0.1,0,11.3,3.5
41156,CA,California,Riverside,Cathedral City,MAYFIELD COLLEGE                                                 ,35-325 DATE PALM DRIVE             SUITE 101      ,92234,5,3,2016,22,393,5.5,A,5,9,33.8363,-116.4642,54596,937,37.3,52.4,47.6,44.1,3.76,43384,17.5,60.2,223187,1179,18.7,59.5,8,76.9,3.3,4.8,0.7,0.1,11.6,2.6
41166,FL,Florida,Marion,Belleview,TAYLOR COLLEGE                                                   ,5190 S.E. 125 STREET                              ,34420,5,3,2016,3,126,2.3,A,5,4,29.0611,-82.0565,4963,499,47.3,47.5,52.5,36.5,3.25,35509,13.7,56.8,90146,619,18,59.1,7.9,87.8,4.6,1.2,2.8,0,0,3.7
41173,OH,Ohio,Montgomery,Dayton,DAYTON SCHOOL OF MEDICAL MASSAGE                                 ,4457 FAR HILLS AVENUE                             ,45429,3,3,2016,44,258,17,A,5,5,39.7797,-84.1998,718169,978,33.1,48.7,51.3,28.4,3.08,30128,7.7,47.9,66263,707,17.8,56.9,12.9,55.4,39.3,0.9,0.3,0,0.6,3.4
41174,WI,Wisconsin,Milwaukee,Milwaukee,MILWAUKEE CAREER COLLEGE                                         ,"3077 NORTH MAYFAIR ROAD, SUITE 300                ",53222,5,3,2016,24,233,10.3,A,5,5,43.0642,-87.9673,1377808,2389,31.3,48.1,51.9,30.1,3.37,38289,12.1,41.9,115152,1061,23.8,65,9,45.8,38.9,4,0.5,0,6.8,3.9
41176,IL,Illinois,Cook,Chicago,LARRY'S BARBER COLLEGE                                           ,10456 S. HALSTED STREET                           ,60628,3,3,2016,27,52,51.9,A,5,5,41.8373,-87.6862,8675982,4612,34.1,48.5,51.5,35.1,3.49,52497,25.6,44.6,234564,1493,37.4,66.4,9.9,49.1,30.5,6.2,0.3,0,11.2,2.6
41177,NY,New York,Monroe,Rochester,"MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT       ",ROCHESTER TECH PARK                160 WALLACE WAY,14624,3,1,2016,12,83,14.4,A,5,2,43.168,-77.6162,711998,2245,31.7,48.7,51.3,23.6,3.26,32347,10,36.5,79383,843,24,62.2,12,46.6,40.7,3.3,1,0,3.8,4.5
41179,TX,Texas,Harris,Houston,CHAMPION BEAUTY COLLEGE                                          ,3920 FM 1960 WEST                  SUITE 210      ,77068,3,3,2016,4,81,4.9,B,5,6,29.7869,-95.3905,5446468,1401,32.9,50.1,49.9,41.6,3.46,49399,23.1,43.3,148025,1063,31.7,67.7,6.6,58.5,22.9,6.7,0.3,0.1,9.5,2
41183,OH,Ohio,Portage,Kent,NORTHCOAST MEDICAL TRAINING ACADEMY                              ,1832 STATE ROUTE 59                               ,44240,3,3,2016,16,128,12.5,A,5,5,41.149,-81.361,29915,1258,23.3,48.1,51.9,24.9,3.02,38198,13.9,37.1,141200,1035,42.3,67.1,9.5,78.7,10,6.1,0.1,0,0.7,4.4
41186,WI,Wisconsin,Rock,Janesville,TRICOCI UNIVERSITY OF BEAUTY CULTURE LLC                         ,2310 WEST COURT STREET                            ,53548,3,3,2016,4,38,10.5,A,5,5,42.6855,-89.0136,70518,729,39,48.6,51.4,48.4,2.93,52617,18.3,66.8,131512,972,23.1,66.3,5.9,92.6,1.9,1.5,0.1,0,1.1,2.8
41187,MO,Missouri,Buchanan,Saint Joseph,AMERICAN BUSINESS & TECHNOLOGY UNIVERSITY                        ,1018 WEST SAINT MAARTENS DRIVE                    ,64506,6,3,2016,7,64,10.9,A,5,7,39.78974,-94.80173,24304,843.2,37.7,50.9,49.1,44.2,3.09,60970,25,63,168028,781,33.1,56.9,4.4,86.2,7.4,2.2,0.6,0.1,0.7,2.8
41188,CA,California,Los Angeles,Burbank,NEW YORK FILM ACADEMY                                            ,3300 WEST RIVERSIDE DRIVE                         ,91505,8,3,2016,6,318,1.8,A,5,9,34.1879,-118.3235,104834,2337,39.5,47.9,52.1,46.9,3.22,69118,33.7,41,645978,2202,40.3,67.4,7.5,70.7,2.8,11.7,0.5,0,9.2,5
41190,WV,West Virginia,Hardy,Moorefield,EASTERN WEST VIRGINIA COMMUNITY & TECHNICAL COLLEGE              ,316 EASTERN DRIVE                                 ,26836,5,1,2016,23,113,20.3,A,5,3,39.0674,-78.9624,2612,343,39.9,49.8,50.2,52.4,2.7,31862,6.9,46.3,87922,577,10.1,60.8,2.8,78.9,11.8,8.2,0,0,0.5,0.6
41191,MO,Missouri,Jackson,Kansas City,TECHMISSION                                                      ,3101 TROOST AVENUE.                SUITE 200      ,64109,8,2,2016,4,57,7,B,5,7,39.1239,-94.5541,1615621,599,35.2,48.7,51.3,39.6,3.14,50136,20,54,136124,1017,33.5,68.4,5.9,60.3,28.7,2.8,0.4,0.1,4.4,3.3
41192,CA,California,Los Angeles,Los Angeles,EAGLE ROCK COLLEGE                                               ,3450 WILSHIRE BOULEVARD            SUITE 600      ,90010,5,3,2016,3,77,3.8,A,5,9,34.1139,-118.4068,12815475,3295,35.2,49.5,50.5,38.6,3.63,54501,27,36.8,549600,2085,33.1,66.3,8.1,52.2,8.9,11.7,0.7,0.2,22.9,3.5
41194,FL,Florida,Broward,Davie,AVEDA INSTITUTE - SOUTH FLORIDA                                  ,4186 SOUTH UNIVERSITY DRIVE                       ,33328,3,3,2016,48,393,12.2,A,5,4,26.0789,-80.287,105149,1160,37.7,48.7,51.3,44.2,3.39,64170,32.1,69.8,239509,1436,38.1,67.1,6.3,75.5,9.2,5.6,0.3,0.3,5.9,3.1
41203,NC,North Carolina,Guilford,Greensboro,HEALTH AND STYLE INSTITUTE                                       ,SUITE 500 FOUR SEASONS TOWN CENTRE                ,27407,4,3,2016,48,268,17.9,A,5,4,36.0956,-79.8268,335588,869,35,46.6,53.4,39,3.09,44978,17.2,50.4,152237,1009,37.4,64.1,6.5,48,41.8,4.4,0.4,0.1,2.7,2.5
41204,FL,Florida,Miami-Dade,Miami,PAUL MITCHELL THE SCHOOL MIAMI                                   ,8905 DADELAND BOULEVARD                           ,33156,3,3,2016,6,69,8.6,A,5,4,25.7839,-80.2102,6381966,4969,40,49.4,50.6,34.7,3.56,33999,15,30.2,269950,1197,26.3,61.8,8.1,75.4,18.4,0.9,0.3,0,3.3,1.7
41209,AZ,Arizona,Maricopa,Scottsdale,ARIZONA CULINARY INSTITUTE                                       ,10585 NORTH 114TH STREET           SUITE 401      ,85259,3,3,2016,14,68,20.5,A,5,9,33.6872,-111.8651,249950,524,46.9,49.1,50.9,51.1,2.84,80306,41.3,66,433248,1473,56.2,62.6,4.1,88.4,1.7,4.3,0.9,0.1,2.3,2.3
41210,IN,Indiana,Marion,Indianapolis,MYCOMPUTERCAREER.COM /TECHSKILLS                                 ,2601 FORTUNE CIRCLE DR. EAST       SUITE 100C     ,46241,3,3,2016,33,184,17.9,A,5,5,39.7771,-86.1458,1564699,921,34.1,48.3,51.7,38.3,3.35,44709,16.8,53.4,122307,943,29.7,67.1,8.1,61.8,28.1,3,0.3,0,3.8,3
41211,MI,Michigan,Oakland,Royal Oak,ELEVATE SALON INSTITUTE                                          ,4050 CROOKS ROAD                                  ,48067,3,3,2016,20,103,19.4,A,5,5,42.49046,-83.13793,24901,2057.2,34.6,51.8,48.2,42.4,2.87,82025,39.9,66.8,219278,1138,59.7,76.8,3.4,90.7,3.5,2.7,0,0,0.3,2.7
41212,CO,Colorado,Boulder,Louisville,INSTITUTE OF TAOIST EDUCATION AND ACUPUNCTURE                    ,317 WEST SOUTH BOULDER ROAD        SUITE 5        ,80027,8,2,2016,0,22,0,B,5,8,39.9709,-105.1441,21128,1022,43.1,48,52,57.8,3.02,94784,47.8,70.6,484654,1598,71.2,70.1,4.1,91.3,0.2,5.5,0.2,0,0.5,2.3
41215,AL,Alabama,Baldwin,Orange Beach,COLUMBIA SOUTHERN UNIVERSITY                                     ,21982 UNIVERSITY LANE                             ,36561,8,3,2016,444,4623,9.6,A,5,4,30.2941,-87.5851,6029,158,53.9,52.4,47.6,58.4,2.78,69388,31.9,68.3,259226,929,43.7,58,5.8,96.6,0.7,0.2,0,0,0.1,2.4
41218,TX,Texas,Dallas,Dallas,CRISWELL COLLEGE                                                 ,4010 GASTON AVENUE                                ,75246,8,2,2016,7,62,11.2,A,5,6,32.7936,-96.7662,5733259,1524,32.5,49.6,50.4,40,3.44,47285,21.1,41.5,155790,1111,31.6,68.3,5.9,61.8,24.3,3.4,0.3,0,7.7,2.6
41223,KS,Kansas,Johnson,Lenexa,GRANTHAM UNIVERSITY                                              ,16025 WEST 113TH STREET                           ,66219,8,3,2016,873,4423,19.7,A,5,7,38.9609,-94.8018,53553,606,37,48.6,51.4,57.7,3,81173,39,62.9,240303,1473,56.1,73.2,3.5,87,5.7,3.8,0.2,0,0.5,2.9
41239,KY,Kentucky,Fayette,Lexington,LEXINGTON HEALING ARTS ACADEMY                                   ,272 SOUTHLAND DRIVE                               ,40503,3,3,2016,7,73,9.5,A,5,4,38.0423,-84.4587,315939,438,34.3,49,51,42.8,2.98,53013,23.2,54,175089,1052,41.9,67.9,6.1,75.6,14.5,3.6,0.3,0.1,2.7,3.2
41241,TN,Tennessee,Henderson,Lexington,ELITE COLLEGE OF COSMETOLOGY                                     ,459 NORTH MAIN STREET                             ,38351,3,3,2016,12,34,35.2,A,5,4,35.6611,-88.3946,6573,256,37.9,49.7,50.3,47.7,2.97,38468,10.7,56.3,107387,743,17.9,58.2,12.5,82.5,14.9,0.5,0,0,0,2.1
41245,OH,Ohio,Franklin,Westerville,MYCOMPUTERCAREER.COM /TECHSKILLS                                 ,380 POLARIS PARKWAY                SUITE 110      ,43082,5,3,2016,61,259,23.5,A,5,5,40.1241,-82.9209,39737,1217,41.2,48.5,51.5,55.3,3.04,86466,42,77.6,214235,1486,51.2,68.1,3.6,86.2,8,2.1,0,0,0.4,3.2
41247,IL,Illinois,Cook,Hoffman Estates,AMBRIA COLLEGE OF NURSING                                        ,5210 TRILLIUM BOULEVARD                           ,60192,6,3,2016,10,222,4.5,A,5,5,42.0639,-88.1468,51567,945,38,50.3,49.7,59.5,3.3,87608,44.2,74.1,262065,1642,48.4,73.1,5,55,4.3,27.7,0.4,0,8.8,3.7
41251,CO,Colorado,Denver,Denver,MONTESSORI CASA INTERNATIONAL                                    ,144 RAMPART WAY                                   ,80230,3,2,2016,1,7,14.2,B,5,8,39.7621,-104.8759,2787266,1774,34.4,50,50,39.2,3.22,60098,28.7,50.1,322837,1372,46.5,71.1,4.5,76.9,9.5,3.6,1,0.1,5.5,3.4
41254,TX,Texas,Travis,Austin,PAUL MITCHELL THE SCHOOL AUSTIN                                  ,"9503 RESEARCH BOULEVARD            BUILDING 3, SUI",78759,3,3,2016,14,108,12.9,A,5,6,30.3006,-97.7517,1638716,1144,32.7,50.6,49.4,40.3,3.27,63717,30.4,45.3,285643,1524,49,73.3,4.4,75,7.6,7,0.5,0.1,6.7,3.1
41255,TX,Texas,Brazos,Bryan,MANUEL & THERESA'S SCHOOL OF HAIR DESIGN                         ,715 SOUTH TEXAS AVENUE                            ,77803,3,3,2016,4,38,10.5,A,5,6,30.6657,-96.3668,84021,709,30.7,50.6,49.4,40.3,3.21,43310,15.3,47,126072,898,26.3,64.6,5.2,67,15.4,2.3,0.3,0.1,10.5,4.4
