opeid,stateabv,state,county,city,name,address,zipcode,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,region,lat,lng,population,density,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
1003,AL,Alabama,Montgomery,Montgomery,FAULKNER UNIVERSITY                                              ,5345 ATLANTA HIGHWAY                              ,36109,8,2,2016,172,1371,12.5,A,5,4,32.3473,-86.2666,255908,481,35,47.1,52.9,37.1,3.16,44339,17.7,56,116695,865,31.8,61.8,7.9,34.1,60,2.5,0.2,0,1.3,1.9
1004,AL,Alabama,Shelby,Montevallo,UNIVERSITY OF MONTEVALLO                                         ,PALMER CIRCLE                                     ,35115,8,1,2016,56,757,7.3,A,5,4,33.1254,-86.8482,6636,204,27.9,44.7,55.3,32.7,3.32,37929,11.8,56.6,160842,649,26.6,57.9,10.8,71.4,23,0.5,0,0.2,3.4,1.5
1005,AL,Alabama,Montgomery,Montgomery,ALABAMA STATE UNIVERSITY                                         ,915 SOUTH JACKSON STREET                          ,36104,8,1,2016,382,1874,20.3,P,2,4,32.3473,-86.2666,255908,481,35,47.1,52.9,37.1,3.16,44339,17.7,56,116695,865,31.8,61.8,7.9,34.1,60,2.5,0.2,0,1.3,1.9
1007,AL,Alabama,Tallapoosa,Alexander City,CENTRAL ALABAMA COMMUNITY COLLEGE                                ,1675 CHEROKEE ROAD                                ,35010,5,1,2016,92,468,19.6,P,5,4,32.9242,-85.9361,9222,134,39.4,45.7,54.3,44.7,2.95,32337,9.6,57.5,103175,561,15.5,51,11.6,59.3,35.8,1,0.3,0,2.8,0.8
1008,AL,Alabama,Limestone,Athens,ATHENS STATE UNIVERSITY                                          ,300 NORTH BEATY STREET                            ,35611,8,1,2016,67,893,7.5,A,5,4,34.7847,-86.951,29192,248,40.4,48.3,51.7,46.5,3.33,47741,22.8,64.8,143275,785,27,58.6,8.8,76.4,16.4,1.6,1.3,0.3,1.7,2.4
1009,AL,Alabama,Lee,Auburn,AUBURN UNIVERSITY                                                ,107 SAMFORD HALL                                  ,36849,8,1,2016,134,3670,3.6,P,5,4,32.6087,-85.4899,89577,410,24.1,49.6,50.4,34.1,3.09,42600,24.5,44,236281,1171,58.1,57.8,5.3,71.9,17.5,7.7,0.1,0,1.7,1
1012,AL,Alabama,Jefferson,Birmingham,BIRMINGHAM-SOUTHERN COLLEGE                                      ,900 ARKADELPHIA ROAD                              ,35254,6,2,2016,10,205,4.8,A,5,4,33.5277,-86.7987,744189,556,35.7,47.3,52.7,27.9,3.11,33770,10.2,46.1,87783,776,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0,1.5,1.3
1015,AL,Alabama,Coffee,Enterprise,ENTERPRISE STATE COMMUNITY COLLEGE                               ,600 PLAZA DRIVE                                   ,36331,5,1,2016,58,323,17.9,A,5,4,31.3276,-85.8459,38737,356,37.3,48.5,51.5,51.8,3.18,54304,23.4,57.5,171948,850,29.1,63,5.9,72.1,21.7,1.7,0.5,0,0.9,3
1016,AL,Alabama,Lauderdale,Florence,UNIVERSITY OF NORTH ALABAMA                                      ,ONE HARRISON PLAZA                                ,35632,8,1,2016,170,1463,11.6,A,5,4,34.8303,-87.6654,78112,581,37.1,46.7,53.3,39.6,2.89,37843,10.7,54.4,125656,672,27.1,55.1,6.4,78,18.8,0.6,0.3,0.1,0.3,1.8
1019,AL,Alabama,Montgomery,Montgomery,HUNTINGDON COLLEGE                                               ,1500 EAST FAIRVIEW AVENUE                         ,36106,6,2,2016,37,375,9.8,A,5,4,32.3473,-86.2666,255908,481,35,47.1,52.9,37.1,3.16,44339,17.7,56,116695,865,31.8,61.8,7.9,34.1,60,2.5,0.2,0,1.3,1.9
1020,AL,Alabama,Calhoun,Jacksonville,JACKSONVILLE STATE UNIVERSITY                                    ,"700 PELHAM ROAD, NORTH                            ",36265,8,1,2016,212,2157,9.8,A,5,4,33.8088,-85.7544,12612,444,26.7,47.5,52.5,29.7,3.12,40012,14.8,49.4,147232,796,32.8,56.3,13.1,71.7,23.5,1.4,0.1,0,0.5,2.8
1022,AL,Alabama,Jefferson,Birmingham,JEFFERSON STATE COMMUNITY COLLEGE                                ,2601 CARSON ROAD                                  ,35215,5,1,2016,189,1360,13.8,A,5,4,33.5277,-86.7987,744189,556,35.7,47.3,52.7,27.9,3.11,33770,10.2,46.1,87783,776,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0,1.5,1.3
1023,AL,Alabama,Perry,Marion,JUDSON COLLEGE                                                   ,302 BIBB STREET                                   ,36756,6,2,2016,19,107,17.7,A,5,4,32.6318,-87.3172,3314,121,22.7,45.3,54.7,15.9,5.32,22839,3.2,73.9,95760,431,17.7,36.2,11.1,38.7,60.1,0.7,0.2,0,0.4,0
1024,AL,Alabama,Sumter,Livingston,UNIVERSITY OF WEST ALABAMA                                       ,205 NORTH WASHINGTON                              ,35470,8,1,2016,131,1662,7.8,A,5,4,32.5982,-88.1891,3333,180,23,43.3,56.7,26.4,3.24,13272,8.4,34.9,145273,525,30.4,41.6,19.5,41.7,46.8,11.5,0,0,0,0
1026,AL,Alabama,Perry,Marion,MARION MILITARY INSTITUTE                                        ,1101 WASHINGTON STREET                            ,36756,5,1,2016,15,161,9.3,A,5,4,32.6318,-87.3172,3314,121,22.7,45.3,54.7,15.9,5.32,22839,3.2,73.9,95760,431,17.7,36.2,11.1,38.7,60.1,0.7,0.2,0,0.4,0
1028,AL,Alabama,Jefferson,Fairfield,MILES COLLEGE                                                    ,5500 MYRON MASSEY BOULEVARD                       ,35064,6,2,2016,87,781,11.1,A,2,4,33.4747,-86.9194,10683,1188,36.8,41.2,58.8,25.9,3.19,36211,8.3,58.4,96135,832,17.7,56.8,12.3,5.1,91.7,0,0.3,0,0,2.8
1029,AL,Alabama,Mobile,Mobile,UNIVERSITY OF MOBILE                                             ,5735 COLLEGE PARKWAY                              ,36663,8,2,2016,58,601,9.6,A,5,4,30.6782,-88.1163,318084,526,36.7,47.7,52.3,37.1,3.26,40020,15.7,55.7,119685,847,28.1,57.2,7.9,45.4,50.4,1.7,0.1,0,0.7,1.8
1031,AL,Alabama,DeKalb,Rainsville,NORTHEAST ALABAMA COMMUNITY COLLEGE                              ,138  HIGHWAY 35                    138  ALABAMA HI,35986,5,1,2016,36,297,12.1,A,5,4,34.4939,-85.8435,5038,94,42.2,47.3,52.7,51.1,3.09,37808,10.4,68.9,117939,637,9.3,51.3,6.9,92.3,0.6,0,0.3,0,3.3,3.6
1033,AL,Alabama,Madison,Huntsville,OAKWOOD UNIVERSITY                                               ,"7000 ADVENTIST BOULEVARD, NORTHWEST               ",35896,8,2,2016,65,620,10.4,A,2,4,34.6988,-86.6412,309716,350,36.9,48.3,51.7,43.9,2.96,51926,25.4,57.9,169541,880,41.6,62.7,7.3,62.3,30.8,2.6,0.3,0.1,1.3,2.5
1036,AL,Alabama,Jefferson,Birmingham,SAMFORD UNIVERSITY                                               ,800 LAKESHORE DRIVE                               ,35229,8,2,2016,24,818,2.9,A,5,4,33.5277,-86.7987,744189,556,35.7,47.3,52.7,27.9,3.11,33770,10.2,46.1,87783,776,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0,1.5,1.3
1038,AL,Alabama,Marshall,Boaz,SNEAD STATE COMMUNITY COLLEGE                                    ,220 NORTH WALNUT STREET                           ,35957,5,1,2016,89,433,20.5,A,5,4,34.1985,-86.1529,9652,256,36.8,51.2,48.8,47.9,3.22,41488,11.1,64.6,110853,795,18.5,56.2,6.1,95.7,2.1,0.4,0,0,0.3,1.4
1040,AL,Alabama,Randolph,Wadley,SOUTHERN UNION STATE COMMUNITY COLLEGE                           ,750 ROBERTS STREET                                ,36276,5,1,2016,136,837,16.2,P,5,4,33.1239,-85.5683,715,189,20.9,46.2,53.8,34.6,3.7,26731,3.5,54.5,82181,530,10.6,41.5,22.8,63.8,31.9,0,0,0,0,4.3
1041,AL,Alabama,Mobile,Mobile,SPRING HILL COLLEGE                                              ,4000 DAUPHIN STREET                               ,36608,8,2,2016,22,367,5.9,A,5,4,30.6782,-88.1163,318084,526,36.7,47.7,52.3,37.1,3.26,40020,15.7,55.7,119685,847,28.1,57.2,7.9,45.4,50.4,1.7,0.1,0,0.7,1.8
1044,AL,Alabama,Tuscaloosa,Tuscaloosa,STILLMAN COLLEGE                                                 ,3601 STILLMAN BOULEVARD                           ,35401,6,2,2016,86,371,23.1,A,2,4,33.2348,-87.5266,154204,627,28.6,47.8,52.2,31.9,3.21,42428,16.9,47.2,172114,984,36.5,55,8.2,51,44.2,2.5,0.2,0.1,0.9,1.1
1046,AL,Alabama,Talladega,Talladega,TALLADEGA COLLEGE                                                ,627 WEST BATTLE STREET                            ,35160,6,2,2016,80,339,23.5,A,2,4,33.4329,-86.0976,13277,233,39.4,49.3,50.7,30.5,2.94,29755,7.9,55.5,84354,579,12.1,44.9,17.9,47.7,48.1,1.2,0.4,0,1.6,1.1
1047,AL,Alabama,Pike,Troy,TROY UNIVERSITY                                                  ,UNIVERSITY AVENUE                  ADAMS ADMINISTR,36082,8,1,2016,562,5683,9.8,P,5,4,31.8021,-85.9665,16782,260,25.8,46.7,53.3,29.9,3.22,30538,13.1,48,138183,707,33.2,59.5,8.7,52,41.4,3.6,0.5,0,0.1,2.3
1050,AL,Alabama,Macon,Tuskegee Institute,TUSKEGEE UNIVERSITY                                              ,308 KRESGE CENTER                                 ,36088,8,2,2016,115,850,13.5,P,2,4,32.41685,-85.71784,4802,549.6,21.7,41.7,58.3,12.2,3.05,27743,9.3,42.3,80791,645,26,50.7,16.7,1.2,97.4,1,0.2,0,0,0.1
1051,AL,Alabama,Tuscaloosa,Tuscaloosa,UNIVERSITY OF ALABAMA                                            ,801 UNIVERSITY BOULEVARD           ROSE ADMINISTRA,35487,8,1,2016,288,5573,5.1,P,5,4,33.2348,-87.5266,154204,627,28.6,47.8,52.2,31.9,3.21,42428,16.9,47.2,172114,984,36.5,55,8.2,51,44.2,2.5,0.2,0.1,0.9,1.1
1052,AL,Alabama,Jefferson,Birmingham,UNIVERSITY OF ALABAMA AT BIRMINGHAM                              ,1720 2ND AVENUE SOUTH              LISTER HILL LIB,35294,8,1,2016,237,4135,5.7,P,5,4,33.5277,-86.7987,744189,556,35.7,47.3,52.7,27.9,3.11,33770,10.2,46.1,87783,776,25.7,60.2,10.7,24.6,71.6,0.8,0.2,0,1.5,1.3
1055,AL,Alabama,Madison,Huntsville,UNIVERSITY OF ALABAMA IN HUNTSVILLE                              ,212 UNIVERSITY CENTER                             ,35899,8,1,2016,86,1447,5.9,A,5,4,34.6988,-86.6412,309716,350,36.9,48.3,51.7,43.9,2.96,51926,25.4,57.9,169541,880,41.6,62.7,7.3,62.3,30.8,2.6,0.3,0.1,1.3,2.5
1057,AL,Alabama,Mobile,Mobile,UNIVERSITY OF SOUTH ALABAMA                                      ,307 UNIVERSITY BOULEVARD NORTH                    ,36688,8,1,2016,325,3836,8.4,P,5,4,30.6782,-88.1163,318084,526,36.7,47.7,52.3,37.1,3.26,40020,15.7,55.7,119685,847,28.1,57.2,7.9,45.4,50.4,1.7,0.1,0,0.7,1.8
1060,AL,Alabama,Baldwin,Bay Minette,COASTAL ALABAMA COMMUNITY COLLEGE                                ,1900 HIGHWAY 31 SOUTH                             ,36507,5,1,2016,213,1202,17.7,P,5,4,30.893,-87.7912,8532,205,32.7,51.6,48.4,35.2,3.96,31310,11.7,49.2,124313,697,15.5,47.7,5,54.9,41.5,0.4,0.4,0,1.5,1.4
1061,AK,Alaska,Anchorage,Anchorage,ALASKA PACIFIC UNIVERSITY                                        ,4101 UNIVERSITY DRIVE                             ,99508,8,2,2016,7,139,5,A,5,10,61.1508,-149.1091,253421,66,33.1,51.1,48.9,48.9,3.27,82271,40.4,60.1,304137,1702,34.6,73.5,5.8,63.7,5.5,9.3,7.3,2.4,2.2,9.7
1063,AK,Alaska,Fairbanks North Star,Fairbanks,UNIVERSITY OF ALASKA FAIRBANKS                                   ,"3RD FLOOR, SIGNER'S HALL                          ",99775,8,1,2016,134,1241,10.7,P,5,10,64.8353,-147.6534,64732,384,28.1,53.9,46.1,46.5,3.23,60658,26.2,36.6,198767,1418,26.3,72.9,9.4,65.3,8.3,5,8.7,1.3,1.9,9.5
1065,AK,Alaska,Juneau,Juneau,UNIVERSITY OF ALASKA SOUTHEAST                                   ,11066 AUKE LAKE WAY                               ,99801,8,1,2016,38,385,9.8,P,5,10,58.4546,-134.1739,25180,4,38,51.4,48.6,51.4,3.12,90749,44.9,65.5,342464,1759,40.3,73.1,4.8,68.9,1.1,7.3,11.1,1,1.3,9.3
1071,AZ,Arizona,Yuma,Yuma,ARIZONA WESTERN COLLEGE                                          ,2020 SOUTH AVENUE 8E               FINANCIAL AID O,85365,5,1,2016,52,284,18.3,A,3,9,32.5991,-114.5488,138802,304,31.5,51,49,52.2,3.19,46151,15.5,59.9,125590,931,17.4,61.7,10.1,70.7,3.4,1.9,1,0,19.2,3.8
1072,AZ,Arizona,Cochise,Sierra Vista,COCHISE COLLEGE                                                  ,901 NORTH COLOMBO                                 ,85635,5,1,2016,16,235,6.8,A,3,9,31.563,-110.3153,51571,108,34.3,48.3,51.7,56.2,2.92,58839,23.4,55.2,180958,1015,30.7,60.7,7.2,77.6,6.8,4,1.3,0.8,3,6.6
1074,AZ,Arizona,Maricopa,Phoenix,GRAND CANYON UNIVERSITY                                          ,3300 WEST CAMELBACK ROAD                          ,85017,8,3,2016,1772,31482,5.6,A,5,9,33.5722,-112.0891,4081849,1212,33.3,49.8,50.2,41.9,3.58,52080,22.1,53.4,197489,1119,27.8,66.2,6.9,71.9,6.9,3.6,2,0.2,11.7,3.7
1076,AZ,Arizona,Maricopa,Glendale,GLENDALE COMMUNITY COLLEGE                                       ,6000 WEST OLIVE AVENUE                            ,85302,5,1,2016,411,2533,16.2,A,5,9,33.5797,-112.2258,246709,1601,33.9,49,51,43.1,3.56,49383,20.3,54.2,180347,1082,21.4,62.5,6.3,78.2,6.2,4.3,1.6,0.2,5.3,4.2
1077,AZ,Arizona,Maricopa,Mesa,MESA COMMUNITY COLLEGE                                           ,1833 WEST SOUTHERN AVENUE                         ,85202,5,1,2016,600,3578,16.7,A,5,9,33.4017,-111.7181,496401,1388,35.9,49.4,50.6,47.7,3.33,52155,20.7,60.2,182782,1023,26.1,63.3,6,83.8,3.7,2,2.3,0.4,4.7,3.1
1078,AZ,Arizona,Maricopa,Phoenix,PHOENIX COLLEGE                                                  ,1202 WEST THOMAS ROAD                             ,85013,5,1,2016,374,2096,17.8,A,3,9,33.5722,-112.0891,4081849,1212,33.3,49.8,50.2,41.9,3.58,52080,22.1,53.4,197489,1119,27.8,66.2,6.9,71.9,6.9,3.6,2,0.2,11.7,3.7
1079,AZ,Arizona,Yavapai,Prescott,YAVAPAI COLLEGE                                                  ,1100 EAST SHELDON STREET                          ,86301,5,1,2016,155,689,22.4,A,5,9,34.585,-112.4475,42731,367,56.6,48.7,51.3,52.7,2.62,50812,20.6,65.8,302425,768,38.1,43,7.7,93,0.6,1.4,1.1,0.1,1.4,2.5
1081,AZ,Arizona,Maricopa,Tempe,ARIZONA STATE UNIVERSITY                                         ,FINANCIAL AID & SCHOLARSHIP SRVCS  1151 SOUTH FORE,85287,8,1,2016,1206,19181,6.2,A,5,9,33.3881,-111.9318,185038,1787,28.8,52.7,47.3,30.4,3.14,51829,21.8,40.1,235701,1062,43.6,69.2,5.5,68.7,6.5,7.9,2.4,0.4,10,4
1082,AZ,Arizona,Coconino,Flagstaff,NORTHERN ARIZONA UNIVERSITY                                      ,"GAMMAGE, BUILDING #1 KNOLES DRIVE  ROOM 209       ",86011,8,1,2016,448,6735,6.6,A,5,9,35.1872,-111.6195,78628,420,25.1,49.4,50.6,32,3.04,51758,22,45.4,294858,1250,45.2,67.5,7.7,77.3,2.5,2.7,8.6,0.2,4.1,4.6
1083,AZ,Arizona,Pima,Tucson,UNIVERSITY OF ARIZONA (THE)                                      ,PO BOX 210066                      ADMINISTRATION ,85721,8,1,2016,429,7127,6,P,5,9,32.1545,-110.8782,868391,868,33.4,49.8,50.2,35.8,3.15,39617,12.3,49.3,134993,875,26.6,61.8,9.4,73.1,5,3.1,3.2,0.2,10.6,4.9
1085,AR,Arkansas,Drew,Monticello,UNIVERSITY OF ARKANSAS AT MONTICELLO                             ,140 UNIVERSITY DRIVE                              ,71656,8,1,2016,160,1106,14.4,P,5,6,33.6258,-91.7934,9665,341,30,48.2,51.8,38.8,3.03,31078,6.7,55.7,94852,537,22.5,55.3,11.2,59.2,38.6,0,0,0,1.2,1
1086,AR,Arkansas,Jefferson,Pine Bluff,UNIVERSITY OF ARKANSAS AT PINE BLUFF                             ,1200 NORTH UNIVERSITY DRIVE                       ,71601,8,1,2016,139,803,17.3,A,2,6,34.2116,-92.0178,46850,379,34.8,47.5,52.5,34.1,3.2,32498,8.2,54.6,72022,630,17.9,52.4,13.2,19.7,77.7,0.7,0.1,0,0.9,0.9
1087,AR,Arkansas,Pulaski,Little Rock,ARKANSAS BAPTIST COLLEGE                                         ,1600 DOCTOR MARTIN L. KING DRIVE                  ,72202,6,2,2016,238,668,35.6,A,2,6,34.7255,-92.358,442699,643,36,48.1,51.9,41.2,3.22,48463,22.3,56.2,159269,995,40.4,65,5,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1088,AR,Arkansas,Independence,Batesville,LYON COLLEGE                                                     ,2300 HIGHLAND ROAD                                ,72501,6,2,2016,20,175,11.4,A,5,6,35.7687,-91.6226,12050,357,37.3,50,50,45.7,2.95,43049,16.5,62.5,114471,754,26.7,57.8,5.6,85.9,4.2,1.6,0.1,0,5.5,2.7
1089,AR,Arkansas,Pope,Russellville,ARKANSAS TECH UNIVERSITY                                         ,215 WEST O STREET                                 ,72801,8,1,2016,249,2719,9.1,P,5,6,35.2763,-93.1383,34373,399,27.8,49.2,50.8,38.1,3.18,35295,11.1,46.7,137128,632,26.7,59.6,9.3,86.2,5.9,1.8,0.4,0,2.7,3.1
1090,AR,Arkansas,Craighead,Jonesboro,ARKANSAS STATE UNIVERSITY                                        ,2105 AGGIE ROAD                                   ,72401,8,1,2016,245,4117,5.9,P,5,6,35.8211,-90.6793,73788,366,32.4,48.2,51.8,43.1,3.04,44171,17,52.9,145736,832,30.8,63.1,6.4,72.8,18.7,1.6,0.7,0.2,2.5,3.4
1091,AR,Arkansas,White,Beebe,ARKANSAS STATE UNIVERSITY - BEEBE                                ,1000 IOWA STREET                                  ,72012,5,1,2016,33,411,8,P,5,6,35.0714,-91.8998,7477,311,34.1,45.8,54.2,50.3,3.26,48068,16.3,55.1,125875,796,25.1,59.9,7.7,92.9,6,0,0,0,0,1.1
1092,AR,Arkansas,Faulkner,Conway,UNIVERSITY OF CENTRAL ARKANSAS                                   ,201 DONAGHEY AVENUE                               ,72035,8,1,2016,208,2750,7.5,A,5,6,35.0753,-92.4695,72894,552,28.6,48.6,51.4,41,3.15,46741,18.1,48.7,163513,1045,38.7,64.8,4.5,75.5,16.6,2.1,0.2,0,2.7,2.8
1093,AR,Arkansas,Faulkner,Conway,CENTRAL BAPTIST COLLEGE                                          ,1501 COLLEGE AVENUE                               ,72034,6,2,2016,27,273,9.8,A,5,6,35.0753,-92.4695,72894,552,28.6,48.6,51.4,41,3.15,46741,18.1,48.7,163513,1045,38.7,64.8,4.5,75.5,16.6,2.1,0.2,0,2.7,2.8
1094,AR,Arkansas,Johnson,Clarksville,UNIVERSITY OF THE OZARKS                                         ,415 NORTH COLLEGE AVENUE                          ,72830,6,2,2016,18,120,15,A,5,6,35.4569,-93.4803,7664,200,34.6,50,50,46,3.14,35108,10.3,54.7,91659,607,18.7,57.9,4.5,85.6,4.7,1.8,0,0.3,4.4,3.2
1095,AR,Arkansas,Greene,Paragould,CROWLEY'S RIDGE COLLEGE                                          ,100 COLLEGE DRIVE                                 ,72450,6,2,2016,11,69,15.9,A,5,6,36.0556,-90.5148,26858,347,36,48.3,51.7,52,2.99,43351,12.5,58.6,116682,702,16.9,60.6,6.2,94.5,1.5,0.4,0.4,0.2,0.9,2.3
1097,AR,Arkansas,White,Searcy,HARDING UNIVERSITY                                               ,915 EAST MARKET                                   ,72149,8,2,2016,47,1223,3.8,A,5,6,35.2418,-91.7351,27180,504,28.8,47.5,52.5,42.8,2.99,41699,13.2,50,143505,801,33.3,55.6,5.4,83.6,9.2,1.3,0.4,0.1,1.7,3.8
1098,AR,Arkansas,Clark,Arkadelphia,HENDERSON STATE UNIVERSITY                                       ,1100 HENDERSON STREET                             ,71999,8,1,2016,72,974,7.3,A,5,6,34.125,-93.0719,10428,579,23.8,47.3,52.7,27.9,2.76,30823,9.5,43.9,104935,557,35,55.9,3.7,65.1,30.1,0.8,0.3,0,1.7,2
1099,AR,Arkansas,Faulkner,Conway,HENDRIX COLLEGE                                                  ,1600 WASHINGTON AVENUE                            ,72032,8,2,2016,8,235,3.4,A,5,6,35.0753,-92.4695,72894,552,28.6,48.6,51.4,41,3.15,46741,18.1,48.7,163513,1045,38.7,64.8,4.5,75.5,16.6,2.1,0.2,0,2.7,2.8
1100,AR,Arkansas,Benton,Siloam Springs,JOHN BROWN UNIVERSITY                                            ,2000 WEST UNIVERSITY STREET                       ,72761,8,2,2016,25,643,3.8,A,5,6,36.1844,-94.5318,21642,571,28.7,47.3,52.7,48.1,3.27,45973,11.4,50.9,124518,860,22.9,61.2,4.2,80.7,2.1,3.1,6.2,0.1,3.2,4.7
1101,AR,Arkansas,Pulaski,Little Rock,UNIVERSITY OF ARKANSAS AT LITTLE ROCK                            ,2801 SOUTH UNIVERSITY                             ,72204,8,1,2016,257,3022,8.5,A,5,6,34.7255,-92.358,442699,643,36,48.1,51.9,41.2,3.22,48463,22.3,56.2,159269,995,40.4,65,5,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1102,AR,Arkansas,Clark,Arkadelphia,OUACHITA BAPTIST UNIVERSITY                                      ,410 OUACHITA DRIVE                                ,71998,6,2,2016,22,301,7.3,A,5,6,34.125,-93.0719,10428,579,23.8,47.3,52.7,27.9,2.76,30823,9.5,43.9,104935,557,35,55.9,3.7,65.1,30.1,0.8,0.3,0,1.7,2
1103,AR,Arkansas,Pulaski,Little Rock,PHILANDER SMITH COLLEGE                                          ,900 WEST DAISY GASTON BATES DRIVE                 ,72202,6,2,2016,62,259,23.9,A,2,6,34.7255,-92.358,442699,643,36,48.1,51.9,41.2,3.22,48463,22.3,56.2,159269,995,40.4,65,5,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1104,AR,Arkansas,Phillips,Helena,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS         ,1000 CAMPUS DRIVE                                 ,72342,5,1,2016,20,114,17.5,B,5,6,34.45806,-90.68596,4966,23.9,35.6,48.5,51.5,30.9,3.38,25985,16.2,39.2,99156,568,20.8,51.6,14.5,32.4,65.5,0.2,0,0,0.5,1.4
1105,AR,Arkansas,Pulaski,North Little Rock,SHORTER COLLEGE                                                  ,604 LOCUST STREET                                 ,72114,5,2,2016,65,272,23.8,A,2,6,34.7807,-92.2372,65911,486,34.3,47.7,52.3,35.9,3.32,41278,15.4,49.1,122482,810,27.4,62.5,9.2,49.5,44,0.8,0.3,0,1.4,3.9
1106,AR,Arkansas,Lawrence,Walnut Ridge,WILLIAMS BAPTIST UNIVERSITY                                      ,60 W. FULLBRIGHT AVENUE                           ,72476,8,2,2016,14,146,9.5,A,5,6,36.0852,-90.9462,6568,119,35.3,47.9,52.1,46.3,2.99,40582,12.7,54.8,90589,581,16.9,51.3,9.7,95.2,2.8,0.2,0.3,0,0.3,1.2
1107,AR,Arkansas,Columbia,Magnolia,SOUTHERN ARKANSAS UNIVERSITY                                     ,100 EAST UNIVERSITY                               ,71753,8,1,2016,139,874,15.9,A,5,6,33.2774,-93.2261,10339,335,27.2,43.8,56.2,33.9,2.9,34729,13.4,51.1,107400,594,25.6,57.4,8.8,52.1,42.2,2.3,0.6,0,2.6,0.3
1108,AR,Arkansas,Washington,Fayetteville,UNIVERSITY OF ARKANSAS                                           ,425 ADMINISTRATION BUILDING                       ,72701,8,1,2016,218,4361,4.9,P,5,6,36.0713,-94.166,341890,609,27.1,49.5,50.5,35.8,2.98,41158,19.4,38.3,193443,1082,48.1,63.5,5.2,80.7,6.9,3.4,0.8,0,4.4,3.8
1109,AR,Arkansas,Pulaski,Little Rock,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                      ,4301 WEST MARKHAM STREET           SLOT 864       ,72205,8,1,2016,12,701,1.7,P,5,6,34.7255,-92.358,442699,643,36,48.1,51.9,41.2,3.22,48463,22.3,56.2,159269,995,40.4,65,5,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1110,AR,Arkansas,Sebastian,Fort Smith,UNIVERSITY OF ARKANSAS AT FORT SMITH                             ,5210 GRAND AVENUE                                 ,72904,8,1,2016,228,1388,16.4,A,5,6,35.3493,-94.3695,125562,537,35.9,48.7,51.3,44.5,3.16,36532,12.2,50.9,116672,739,20.1,58.4,5.6,70.4,9.6,5.9,1,0,8.1,5
1111,CA,California,Santa Barbara,Santa Maria,ALLAN HANCOCK COLLEGE                                            ,800 SOUTH COLLEGE DRIVE                           ,93454,5,1,2016,23,175,13.1,A,3,9,34.9333,-120.4432,140219,1813,29.3,49.8,50.2,46.7,4.16,55485,21.5,50.1,297686,1414,12.7,66,5.9,73.4,1.3,5.2,0.4,0.1,16.7,2.8
1113,CA,California,Los Angeles,Lancaster,ANTELOPE VALLEY COLLEGE                                          ,3041 WEST AVENUE K                                ,93536,6,1,2016,252,1166,21.6,A,5,9,34.6934,-118.1753,349218,656,32.4,49.9,50.1,42,3.73,49314,18.8,53.8,209284,1348,16,51.1,8,62.2,21.7,4.2,0.6,0.2,6.4,4.7
1116,CA,California,Los Angeles,Pasadena,ART CENTER COLLEGE OF DESIGN                                     ,1700 LIDA STREET                                  ,91103,8,2,2016,18,370,4.8,A,5,9,34.1597,-118.139,142647,2398,37.9,48.3,51.7,43.5,3.31,76264,38.3,43.6,689816,2256,51.1,66.4,5.8,53.9,10.2,16.3,0.3,0.2,15.1,4
1117,CA,California,Los Angeles,Azusa,AZUSA PACIFIC UNIVERSITY                                         ,901 EAST ALOSTA AVENUE                            ,91702,8,2,2016,111,3628,3,A,5,9,34.1386,-117.9124,49864,1991,29.3,47.7,52.3,37.7,3.92,57728,25.5,52.9,367033,1598,20,64.1,7.9,45.1,2.6,12.1,0.7,0.2,34.9,4.5
1118,CA,California,Kern,Bakersfield,BAKERSFIELD COLLEGE                                              ,1801 PANORAMA DRIVE                               ,93305,6,1,2016,56,370,15.1,A,3,9,35.353,-119.0359,574362,982,30.5,49,51,47.1,3.7,60058,26.7,57,227388,1383,21.5,63.7,9.2,68.3,7.5,7.3,1.1,0.2,12,3.6
1120,CA,California,Alameda,Berkeley,AMERICAN BAPTIST SEMINARY OF THE WEST                            ,2606 DWIGHT WAY                                   ,94704,8,2,2016,2,42,4.7,P,5,9,37.8723,-122.276,122324,4509,31,48.5,51.5,32.4,2.88,75709,41.3,42.9,861440,2218,72.3,62.4,6.8,60.2,8.6,19.7,0.5,0.5,3.6,7.1
1122,CA,California,Los Angeles,La Mirada,BIOLA UNIVERSITY                                                 ,13800 BIOLA AVENUE                                ,90639,8,2,2016,26,1251,2,A,5,9,33.9025,-118.0093,49095,2423,39.1,49.5,50.5,49.3,3.56,87400,42.6,77.8,477634,1870,30.2,58.8,6.4,53.5,2.3,19.3,0.6,0.1,17.7,6.5
