OPEID,Name,Address,City,State,StateDesc,ZipCode,ZipExt,ProgLength,SchoolType,Year1,Num1,Denom1,DRate1,PRate1,EthnicCode,CongDis,Region,AverageorGreaterthan30,Year2,Num2,Denom2,DRate2,PRate2,Year3,Num3,Denom3,DRate3,PRate3
1002,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY                     ,4900 MERIDIAN STREET                              ,NORMAL              ,AL,ALABAMA                                                     ,35762,1357,8,Public,2016,342,1875,18.2,A,2,5,4,0,2015,378.0,1902.0,19.8,A,2014,332.0,1753.0,18.9,A
1003,FAULKNER UNIVERSITY                                              ,5345 ATLANTA HIGHWAY                              ,MONTGOMERY          ,AL,ALABAMA                                                     ,36109,3398,8,Private,2016,172,1371,12.5,A,5,2,4,0,2015,180.0,1471.0,12.2,A,2014,192.0,1470.0,13.0,A
1004,UNIVERSITY OF MONTEVALLO                                         ,PALMER CIRCLE                                     ,MONTEVALLO          ,AL,ALABAMA                                                     ,35115,6000,8,Public,2016,56,757,7.3,A,5,6,4,0,2015,72.0,784.0,9.1,A,2014,64.0,793.0,8.0,A
1005,ALABAMA STATE UNIVERSITY                                         ,915 SOUTH JACKSON STREET                          ,MONTGOMERY          ,AL,ALABAMA                                                     ,36104,5714,8,Public,2016,382,1874,20.3,P,2,3,4,0,2015,466.0,2208.0,21.1,P,2014,471.0,2419.0,19.4,P
1007,CENTRAL ALABAMA COMMUNITY COLLEGE                                ,1675 CHEROKEE ROAD                                ,ALEXANDER CITY      ,AL,ALABAMA                                                     ,35010,0,5,Public,2016,92,468,19.6,P,5,3,4,0,2015,131.0,579.0,22.6,P,2014,184.0,674.0,27.2,P
1008,ATHENS STATE UNIVERSITY                                          ,300 NORTH BEATY STREET                            ,ATHENS              ,AL,ALABAMA                                                     ,35611,1999,8,Public,2016,67,893,7.5,A,5,5,4,0,2015,66.0,924.0,7.1,A,2014,49.0,901.0,5.4,A
1009,AUBURN UNIVERSITY                                                ,107 SAMFORD HALL                                  ,AUBURN              ,AL,ALABAMA                                                     ,36849,5113,8,Public,2016,134,3670,3.6,P,5,3,4,0,2015,114.0,3750.0,3.0,P,2014,139.0,3676.0,3.7,P
1012,BIRMINGHAM-SOUTHERN COLLEGE                                      ,900 ARKADELPHIA ROAD                              ,BIRMINGHAM          ,AL,ALABAMA                                                     ,35254,2,6,Private,2016,10,205,4.8,A,5,7,4,0,2015,15.0,227.0,6.6,A,2014,11.0,250.0,4.4,A
1013,CALHOUN COMMUNITY COLLEGE                                        ,6250 HIGHWAY 31 NORTH                             ,TANNER              ,AL,ALABAMA                                                     ,35671,0,5,Public,2016,366,2176,16.8,P,5,5,4,0,2015,433.0,2489.0,17.3,P,2014,428.0,2264.0,18.9,P
1015,ENTERPRISE STATE COMMUNITY COLLEGE                               ,600 PLAZA DRIVE                                   ,ENTERPRISE          ,AL,ALABAMA                                                     ,36331,1300,5,Public,2016,58,323,17.9,A,5,2,4,0,2015,79.0,377.0,20.9,A,2014,109.0,490.0,22.2,A
1016,UNIVERSITY OF NORTH ALABAMA                                      ,ONE HARRISON PLAZA                                ,FLORENCE            ,AL,ALABAMA                                                     ,35632,1,8,Public,2016,170,1463,11.6,A,5,5,4,0,2015,149.0,1547.0,9.6,A,2014,176.0,1539.0,11.4,A
1019,HUNTINGDON COLLEGE                                               ,1500 EAST FAIRVIEW AVENUE                         ,MONTGOMERY          ,AL,ALABAMA                                                     ,36106,2148,6,Private,2016,37,375,9.8,A,5,2,4,0,2015,39.0,360.0,10.8,A,2014,52.0,413.0,12.5,A
1020,JACKSONVILLE STATE UNIVERSITY                                    ,"700 PELHAM ROAD, NORTH                            ",JACKSONVILLE        ,AL,ALABAMA                                                     ,36265,1602,8,Public,2016,212,2157,9.8,A,5,3,4,0,2015,292.0,2454.0,11.8,A,2014,272.0,2393.0,11.3,A
1022,JEFFERSON STATE COMMUNITY COLLEGE                                ,2601 CARSON ROAD                                  ,BIRMINGHAM          ,AL,ALABAMA                                                     ,35215,3098,5,Public,2016,189,1360,13.8,A,5,7,4,0,2015,205.0,1568.0,13.0,A,2014,222.0,1588.0,13.9,A
1023,JUDSON COLLEGE                                                   ,302 BIBB STREET                                   ,MARION              ,AL,ALABAMA                                                     ,36756,2504,6,Private,2016,19,107,17.7,A,5,7,4,0,2015,21.0,132.0,15.9,A,2014,17.0,121.0,14.0,A
1024,UNIVERSITY OF WEST ALABAMA                                       ,205 NORTH WASHINGTON                              ,LIVINGSTON          ,AL,ALABAMA                                                     ,35470,0,8,Public,2016,131,1662,7.8,A,5,7,4,0,2015,149.0,1889.0,7.8,A,2014,181.0,2124.0,8.5,A
1026,MARION MILITARY INSTITUTE                                        ,1101 WASHINGTON STREET                            ,MARION              ,AL,ALABAMA                                                     ,36756,3214,5,Public,2016,15,161,9.3,A,5,7,4,0,2015,22.0,204.0,10.7,A,2014,18.0,173.0,10.4,A
1028,MILES COLLEGE                                                    ,5500 MYRON MASSEY BOULEVARD                       ,FAIRFIELD           ,AL,ALABAMA                                                     ,35064,2697,6,Private,2016,87,781,11.1,A,2,7,4,0,2015,87.0,774.0,11.2,A,2014,94.0,833.0,11.2,A
1029,UNIVERSITY OF MOBILE                                             ,5735 COLLEGE PARKWAY                              ,MOBILE              ,AL,ALABAMA                                                     ,36663,220,8,Private,2016,58,601,9.6,A,5,1,4,0,2015,39.0,574.0,6.7,A,2014,42.0,574.0,7.3,A
1031,NORTHEAST ALABAMA COMMUNITY COLLEGE                              ,138  HIGHWAY 35                    138  ALABAMA HI,RAINSVILLE          ,AL,ALABAMA                                                     ,35986,159,5,Public,2016,36,297,12.1,A,5,4,4,0,2015,50.0,330.0,15.1,A,2014,80.0,414.0,19.3,A
1033,OAKWOOD UNIVERSITY                                               ,"7000 ADVENTIST BOULEVARD, NORTHWEST               ",HUNTSVILLE          ,AL,ALABAMA                                                     ,35896,1,8,Private,2016,65,620,10.4,A,2,5,4,0,2015,85.0,616.0,13.7,A,2014,90.0,609.0,14.7,A
1036,SAMFORD UNIVERSITY                                               ,800 LAKESHORE DRIVE                               ,BIRMINGHAM          ,AL,ALABAMA                                                     ,35229,7000,8,Private,2016,24,818,2.9,A,5,6,4,0,2015,18.0,914.0,1.9,A,2014,20.0,932.0,2.1,A
1038,SNEAD STATE COMMUNITY COLLEGE                                    ,220 NORTH WALNUT STREET                           ,BOAZ                ,AL,ALABAMA                                                     ,35957,734,5,Public,2016,89,433,20.5,A,5,4,4,0,2015,102.0,394.0,25.8,A,2014,112.0,372.0,30.1,A
1040,SOUTHERN UNION STATE COMMUNITY COLLEGE                           ,750 ROBERTS STREET                                ,WADLEY              ,AL,ALABAMA                                                     ,36276,0,5,Public,2016,136,837,16.2,P,5,3,4,0,2015,153.0,915.0,16.7,P,2014,189.0,1016.0,18.6,P
1041,SPRING HILL COLLEGE                                              ,4000 DAUPHIN STREET                               ,MOBILE              ,AL,ALABAMA                                                     ,36608,1791,8,Private,2016,22,367,5.9,A,5,1,4,0,2015,23.0,369.0,6.2,A,2014,27.0,382.0,7.0,A
1044,STILLMAN COLLEGE                                                 ,3601 STILLMAN BOULEVARD                           ,TUSCALOOSA          ,AL,ALABAMA                                                     ,35401,1430,6,Private,2016,86,371,23.1,A,2,7,4,0,2015,93.0,406.0,22.9,A,2014,99.0,438.0,22.6,A
1046,TALLADEGA COLLEGE                                                ,627 WEST BATTLE STREET                            ,TALLADEGA           ,AL,ALABAMA                                                     ,35160,2354,6,Private,2016,80,339,23.5,A,2,3,4,0,2015,80.0,250.0,32.0,A,2014,142.0,503.0,28.2,A
1047,TROY UNIVERSITY                                                  ,UNIVERSITY AVENUE                  ADAMS ADMINISTR,TROY                ,AL,ALABAMA                                                     ,36082,1,8,Public,2016,562,5683,9.8,P,5,2,4,0,2015,747.0,7139.0,10.4,P,2014,840.0,7314.0,11.4,P
1050,TUSKEGEE UNIVERSITY                                              ,308 KRESGE CENTER                                 ,TUSKEGEE INSTITUTE  ,AL,ALABAMA                                                     ,36088,1645,8,Private,2016,115,850,13.5,P,2,3,4,0,2015,101.0,876.0,11.5,P,2014,93.0,806.0,11.5,P
1051,UNIVERSITY OF ALABAMA                                            ,801 UNIVERSITY BOULEVARD           ROSE ADMINISTRA,TUSCALOOSA          ,AL,ALABAMA                                                     ,35487,120,8,Public,2016,288,5573,5.1,P,5,7,4,0,2015,306.0,5814.0,5.2,P,2014,312.0,5433.0,5.7,P
1052,UNIVERSITY OF ALABAMA AT BIRMINGHAM                              ,1720 2ND AVENUE SOUTH              LISTER HILL LIB,BIRMINGHAM          ,AL,ALABAMA                                                     ,35294,1150,8,Public,2016,237,4135,5.7,P,5,7,4,0,2015,253.0,4250.0,5.9,P,2014,241.0,4224.0,5.7,P
1055,UNIVERSITY OF ALABAMA IN HUNTSVILLE                              ,212 UNIVERSITY CENTER                             ,HUNTSVILLE          ,AL,ALABAMA                                                     ,35899,1,8,Public,2016,86,1447,5.9,A,5,5,4,0,2015,111.0,1491.0,7.4,A,2014,82.0,1511.0,5.4,A
1057,UNIVERSITY OF SOUTH ALABAMA                                      ,307 UNIVERSITY BOULEVARD NORTH                    ,MOBILE              ,AL,ALABAMA                                                     ,36688,2,8,Public,2016,325,3836,8.4,P,5,1,4,0,2015,333.0,3955.0,8.4,P,2014,311.0,3809.0,8.1,P
1060,COASTAL ALABAMA COMMUNITY COLLEGE                                ,1900 HIGHWAY 31 SOUTH                             ,BAY MINETTE         ,AL,ALABAMA                                                     ,36507,2698,5,Public,2016,213,1202,17.7,P,5,1,4,0,2015,250.0,1345.0,18.5,P,2014,274.0,1363.0,20.1,P
1061,ALASKA PACIFIC UNIVERSITY                                        ,4101 UNIVERSITY DRIVE                             ,ANCHORAGE           ,AK,ALASKA                                                      ,99508,4672,8,Private,2016,7,139,5.0,A,5,AL      ,10,0,2015,15.0,192.0,7.8,A,2014,9.0,169.0,5.3,A
1063,UNIVERSITY OF ALASKA FAIRBANKS                                   ,"3RD FLOOR, SIGNER'S HALL                          ",FAIRBANKS           ,AK,ALASKA                                                      ,99775,7500,8,Public,2016,134,1241,10.7,P,5,AL      ,10,0,2015,164.0,1341.0,12.2,P,2014,162.0,1304.0,12.4,P
1065,UNIVERSITY OF ALASKA SOUTHEAST                                   ,11066 AUKE LAKE WAY                               ,JUNEAU              ,AK,ALASKA                                                      ,99801,8680,8,Public,2016,38,385,9.8,P,5,AL      ,10,0,2015,50.0,400.0,12.5,P,2014,42.0,446.0,9.4,P
1071,ARIZONA WESTERN COLLEGE                                          ,2020 SOUTH AVENUE 8E               FINANCIAL AID O,YUMA                ,AZ,ARIZONA                                                     ,85365,8847,5,Public,2016,52,284,18.3,A,3,7,9,0,2015,79.0,355.0,22.2,A,2014,67.0,390.0,17.1,A
1072,COCHISE COLLEGE                                                  ,901 NORTH COLOMBO                                 ,SIERRA VISTA        ,AZ,ARIZONA                                                     ,85635,2317,5,Public,2016,16,235,6.8,A,3,8,9,0,2015,21.0,293.0,7.1,A,2014,16.0,262.0,6.1,A
1074,GRAND CANYON UNIVERSITY                                          ,3300 WEST CAMELBACK ROAD                          ,PHOENIX             ,AZ,ARIZONA                                                     ,85017,3030,8,Proprietary,2016,1772,31482,5.6,A,5,4,9,0,2015,1840.0,29752.0,6.1,A,2014,2277.0,26545.0,8.5,A
1076,GLENDALE COMMUNITY COLLEGE                                       ,6000 WEST OLIVE AVENUE                            ,GLENDALE            ,AZ,ARIZONA                                                     ,85302,3090,5,Public,2016,411,2533,16.2,A,5,2,9,0,2015,551.0,2857.0,19.2,A,2014,715.0,3495.0,20.4,A
1077,MESA COMMUNITY COLLEGE                                           ,1833 WEST SOUTHERN AVENUE                         ,MESA                ,AZ,ARIZONA                                                     ,85202,4866,5,Public,2016,600,3578,16.7,A,5,5,9,0,2015,790.0,4152.0,19.0,A,2014,1152.0,5033.0,22.8,A
1078,PHOENIX COLLEGE                                                  ,1202 WEST THOMAS ROAD                             ,PHOENIX             ,AZ,ARIZONA                                                     ,85013,4234,5,Public,2016,374,2096,17.8,A,3,4,9,0,2015,519.0,2434.0,21.3,A,2014,975.0,3145.0,31.0,A
1079,YAVAPAI COLLEGE                                                  ,1100 EAST SHELDON STREET                          ,PRESCOTT            ,AZ,ARIZONA                                                     ,86301,3297,5,Public,2016,155,689,22.4,A,5,1,9,0,2015,172.0,842.0,20.4,A,2014,197.0,771.0,25.5,A
1081,ARIZONA STATE UNIVERSITY                                         ,FINANCIAL AID & SCHOLARSHIP SRVCS  1151 SOUTH FORE,TEMPE               ,AZ,ARIZONA                                                     ,85287,412,8,Public,2016,1206,19181,6.2,A,5,5,9,0,2015,1210.0,18571.0,6.5,A,2014,1175.0,17420.0,6.7,A
1082,NORTHERN ARIZONA UNIVERSITY                                      ,"GAMMAGE, BUILDING #1 KNOLES DRIVE  ROOM 209       ",FLAGSTAFF           ,AZ,ARIZONA                                                     ,86011,1,8,Public,2016,448,6735,6.6,A,5,1,9,0,2015,527.0,7067.0,7.4,A,2014,509.0,6999.0,7.2,A
1083,UNIVERSITY OF ARIZONA (THE)                                      ,PO BOX 210066                      ADMINISTRATION ,TUCSON              ,AZ,ARIZONA                                                     ,85721,66,8,Public,2016,429,7127,6.0,P,5,7,9,0,2015,414.0,7084.0,5.8,P,2014,449.0,6686.0,6.7,P
1085,UNIVERSITY OF ARKANSAS AT MONTICELLO                             ,140 UNIVERSITY DRIVE                              ,MONTICELLO          ,AR,ARKANSAS                                                    ,71656,0,8,Public,2016,160,1106,14.4,P,5,4,6,0,2015,220.0,1234.0,17.8,P,2014,244.0,1248.0,19.5,P
1086,UNIVERSITY OF ARKANSAS AT PINE BLUFF                             ,1200 NORTH UNIVERSITY DRIVE                       ,PINE BLUFF          ,AR,ARKANSAS                                                    ,71601,2790,8,Public,2016,139,803,17.3,A,2,4,6,0,2015,136.0,959.0,14.1,A,2014,185.0,1036.0,17.8,A
1087,ARKANSAS BAPTIST COLLEGE                                         ,1600 DOCTOR MARTIN L. KING DRIVE                  ,LITTLE ROCK         ,AR,ARKANSAS                                                    ,72202,6099,6,Private,2016,238,668,35.6,A,2,2,6,0,2015,174.0,523.0,33.2,A,2014,93.0,406.0,22.9,A
1088,LYON COLLEGE                                                     ,2300 HIGHLAND ROAD                                ,BATESVILLE          ,AR,ARKANSAS                                                    ,72501,3699,6,Private,2016,20,175,11.4,A,5,1,6,0,2015,15.0,194.0,7.7,A,2014,16.0,201.0,7.9,A
1089,ARKANSAS TECH UNIVERSITY                                         ,215 WEST O STREET                                 ,RUSSELLVILLE        ,AR,ARKANSAS                                                    ,72801,2222,8,Public,2016,249,2719,9.1,P,5,3,6,0,2015,295.0,2731.0,10.8,P,2014,268.0,2755.0,9.7,P
1090,ARKANSAS STATE UNIVERSITY                                        ,2105 AGGIE ROAD                                   ,JONESBORO           ,AR,ARKANSAS                                                    ,72401,0,8,Public,2016,245,4117,5.9,P,5,1,6,0,2015,297.0,4507.0,6.5,P,2014,319.0,4472.0,7.1,P
1091,ARKANSAS STATE UNIVERSITY - BEEBE                                ,1000 IOWA STREET                                  ,BEEBE               ,AR,ARKANSAS                                                    ,72012,1000,5,Public,2016,33,411,8.0,P,5,2,6,0,2015,57.0,436.0,13.0,P,2014,83.0,593.0,13.9,P
1092,UNIVERSITY OF CENTRAL ARKANSAS                                   ,201 DONAGHEY AVENUE                               ,CONWAY              ,AR,ARKANSAS                                                    ,72035,1,8,Public,2016,208,2750,7.5,A,5,2,6,0,2015,228.0,2796.0,8.1,A,2014,232.0,2615.0,8.8,A
1093,CENTRAL BAPTIST COLLEGE                                          ,1501 COLLEGE AVENUE                               ,CONWAY              ,AR,ARKANSAS                                                    ,72034,6470,6,Private,2016,27,273,9.8,A,5,2,6,0,2015,19.0,248.0,7.6,A,2014,33.0,262.0,12.5,A
1094,UNIVERSITY OF THE OZARKS                                         ,415 NORTH COLLEGE AVENUE                          ,CLARKSVILLE         ,AR,ARKANSAS                                                    ,72830,2880,6,Private,2016,18,120,15.0,A,5,3,6,0,2015,18.0,141.0,12.7,A,2014,13.0,141.0,9.2,A
1095,CROWLEY'S RIDGE COLLEGE                                          ,100 COLLEGE DRIVE                                 ,PARAGOULD           ,AR,ARKANSAS                                                    ,72450,9775,6,Private,2016,11,69,15.9,A,5,1,6,0,2015,6.0,59.0,10.1,A,2014,10.0,49.0,20.4,A
1097,HARDING UNIVERSITY                                               ,915 EAST MARKET                                   ,SEARCY              ,AR,ARKANSAS                                                    ,72149,1,8,Private,2016,47,1223,3.8,A,5,2,6,0,2015,60.0,1353.0,4.4,A,2014,47.0,1283.0,3.6,A
1098,HENDERSON STATE UNIVERSITY                                       ,1100 HENDERSON STREET                             ,ARKADELPHIA         ,AR,ARKANSAS                                                    ,71999,1,8,Public,2016,72,974,7.3,A,5,4,6,0,2015,95.0,1134.0,8.3,A,2014,115.0,1099.0,10.4,A
1099,HENDRIX COLLEGE                                                  ,1600 WASHINGTON AVENUE                            ,CONWAY              ,AR,ARKANSAS                                                    ,72032,3080,8,Private,2016,8,235,3.4,A,5,2,6,0,2015,12.0,250.0,4.8,A,2014,9.0,246.0,3.6,A
1100,JOHN BROWN UNIVERSITY                                            ,2000 WEST UNIVERSITY STREET                       ,SILOAM SPRINGS      ,AR,ARKANSAS                                                    ,72761,2747,8,Private,2016,25,643,3.8,A,5,3,6,0,2015,20.0,631.0,3.1,A,2014,15.0,604.0,2.4,A
1101,UNIVERSITY OF ARKANSAS AT LITTLE ROCK                            ,2801 SOUTH UNIVERSITY                             ,LITTLE ROCK         ,AR,ARKANSAS                                                    ,72204,1099,8,Public,2016,257,3022,8.5,A,5,2,6,0,2015,320.0,3280.0,9.7,A,2014,339.0,3485.0,9.7,A
1102,OUACHITA BAPTIST UNIVERSITY                                      ,410 OUACHITA DRIVE                                ,ARKADELPHIA         ,AR,ARKANSAS                                                    ,71998,1,6,Private,2016,22,301,7.3,A,5,4,6,0,2015,16.0,301.0,5.3,A,2014,19.0,289.0,6.5,A
1103,PHILANDER SMITH COLLEGE                                          ,900 WEST DAISY GASTON BATES DRIVE                 ,LITTLE ROCK         ,AR,ARKANSAS                                                    ,72202,3718,6,Private,2016,62,259,23.9,A,2,2,6,0,2015,48.0,238.0,20.1,A,2014,55.0,270.0,20.3,A
1104,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS         ,1000 CAMPUS DRIVE                                 ,HELENA              ,AR,ARKANSAS                                                    ,72342,0,5,Public,2016,20,114,17.5,B,5,1,6,1,2015,4.0,35.0,11.4,A,2014,13.0,59.0,22.0,A
1105,SHORTER COLLEGE                                                  ,604 LOCUST STREET                                 ,NORTH LITTLE ROCK   ,AR,ARKANSAS                                                    ,72114,4885,5,Private,2016,65,272,23.8,A,2,2,6,0,2015,77.0,276.0,27.8,A,2014,19.0,82.0,23.1,A
1106,WILLIAMS BAPTIST UNIVERSITY                                      ,60 W. FULLBRIGHT AVENUE                           ,WALNUT RIDGE        ,AR,ARKANSAS                                                    ,72476,4661,8,Private,2016,14,146,9.5,A,5,1,6,0,2015,9.0,184.0,4.8,A,2014,11.0,179.0,6.1,A
1107,SOUTHERN ARKANSAS UNIVERSITY                                     ,100 EAST UNIVERSITY                               ,MAGNOLIA            ,AR,ARKANSAS                                                    ,71753,5000,8,Public,2016,139,874,15.9,A,5,4,6,0,2015,147.0,932.0,15.7,A,2014,164.0,916.0,17.9,A
1108,UNIVERSITY OF ARKANSAS                                           ,425 ADMINISTRATION BUILDING                       ,FAYETTEVILLE        ,AR,ARKANSAS                                                    ,72701,0,8,Public,2016,218,4361,4.9,P,5,3,6,0,2015,235.0,4279.0,5.4,P,2014,261.0,3837.0,6.8,P
1109,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                      ,4301 WEST MARKHAM STREET           SLOT 864       ,LITTLE ROCK         ,AR,ARKANSAS                                                    ,72205,7102,8,Public,2016,12,701,1.7,P,5,2,6,0,2015,15.0,718.0,2.0,P,2014,13.0,764.0,1.7,P
1110,UNIVERSITY OF ARKANSAS AT FORT SMITH                             ,5210 GRAND AVENUE                                 ,FORT SMITH          ,AR,ARKANSAS                                                    ,72904,7397,8,Public,2016,228,1388,16.4,A,5,3,6,0,2015,241.0,1576.0,15.2,A,2014,199.0,1668.0,11.9,A
1111,ALLAN HANCOCK COLLEGE                                            ,800 SOUTH COLLEGE DRIVE                           ,SANTA MARIA         ,CA,CALIFORNIA                                                  ,93454,6399,5,Public,2016,23,175,13.1,A,3,23,9,0,2015,43.0,190.0,22.6,A,2014,29.0,144.0,20.1,A
1113,ANTELOPE VALLEY COLLEGE                                          ,3041 WEST AVENUE K                                ,LANCASTER           ,CA,CALIFORNIA                                                  ,93536,5426,6,Public,2016,252,1166,21.6,A,5,22,9,0,2015,442.0,1638.0,26.9,A,2014,396.0,1640.0,24.1,A
1116,ART CENTER COLLEGE OF DESIGN                                     ,1700 LIDA STREET                                  ,PASADENA            ,CA,CALIFORNIA                                                  ,91103,1999,8,Private,2016,18,370,4.8,A,5,29,9,0,2015,21.0,415.0,5.0,A,2014,27.0,412.0,6.5,A
1117,AZUSA PACIFIC UNIVERSITY                                         ,901 EAST ALOSTA AVENUE                            ,AZUSA               ,CA,CALIFORNIA                                                  ,91702,7000,8,Private,2016,111,3628,3.0,A,5,32,9,0,2015,123.0,3593.0,3.4,A,2014,124.0,3247.0,3.8,A
1118,BAKERSFIELD COLLEGE                                              ,1801 PANORAMA DRIVE                               ,BAKERSFIELD         ,CA,CALIFORNIA                                                  ,93305,1299,6,Public,2016,56,370,15.1,A,3,22,9,0,2015,87.0,386.0,22.5,A,2014,110.0,539.0,20.4,A
1120,AMERICAN BAPTIST SEMINARY OF THE WEST                            ,2606 DWIGHT WAY                                   ,BERKELEY            ,CA,CALIFORNIA                                                  ,94704,3029,8,Private,2016,2,42,4.7,P,5,9,9,0,2015,1.0,47.0,2.1,P,2014,4.0,57.0,7.0,P
1122,BIOLA UNIVERSITY                                                 ,13800 BIOLA AVENUE                                ,LA MIRADA           ,CA,CALIFORNIA                                                  ,90639,1,8,Private,2016,26,1251,2.0,A,5,39,9,0,2015,39.0,1311.0,2.9,A,2014,38.0,1294.0,2.9,A
1124,CABRILLO COLLEGE                                                 ,6500 SOQUEL DRIVE                                 ,APTOS               ,CA,CALIFORNIA                                                  ,95003,3194,5,Public,2016,51,287,17.7,A,5,17,9,0,2015,57.0,347.0,16.4,A,2014,58.0,332.0,17.4,A
1125,CALIFORNIA BAPTIST UNIVERSITY                                    ,8432 MAGNOLIA AVENUE                              ,RIVERSIDE           ,CA,CALIFORNIA                                                  ,92504,3297,8,Private,2016,122,2656,4.5,A,5,44,9,0,2015,95.0,2381.0,3.9,A,2014,93.0,2128.0,4.3,A
1127,CALIFORNIA COLLEGE OF THE ARTS                                   ,1111 EIGHTH STREET                                ,SAN FRANCISCO       ,CA,CALIFORNIA                                                  ,94107,2206,8,Private,2016,12,409,2.9,A,5,8,9,0,2015,19.0,467.0,4.0,A,2014,28.0,488.0,5.7,A
1131,CALIFORNIA INSTITUTE OF TECHNOLOGY                               ,1200 EAST CALIFORNIA BOULEVARD                    ,PASADENA            ,CA,CALIFORNIA                                                  ,91125,1,8,Private,2016,0,40,0.0,A,5,29,9,0,2015,1.0,30.0,3.3,A,2014,0.0,37.0,0.0,A
1132,CALIFORNIA INSTITUTE OF THE ARTS                                 ,24700 MCBEAN PARKWAY                              ,VALENCIA            ,CA,CALIFORNIA                                                  ,91355,2397,8,Private,2016,16,320,5.0,A,5,25,9,0,2015,25.0,392.0,6.3,A,2014,19.0,362.0,5.2,A
1133,CALIFORNIA LUTHERAN UNIVERSITY                                   ,60 WEST OLSEN ROAD                                ,THOUSAND OAKS       ,CA,CALIFORNIA                                                  ,91360,2787,8,Private,2016,31,1027,3.0,P,5,24,9,0,2015,37.0,1193.0,3.1,P,2014,30.0,1003.0,2.9,P
1134,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY                     ,200 MARITIME ACADEMY DRIVE                        ,VALLEJO             ,CA,CALIFORNIA                                                  ,94590,8181,8,Public,2016,13,215,6.0,A,5,7,9,0,2015,10.0,262.0,3.8,A,2014,10.0,213.0,4.6,A
1137,"CALIFORNIA STATE UNIVERSITY, FULLERTON                           ",800 NORTH STATE COLLEGE BOULEVARD                 ,FULLERTON           ,CA,CALIFORNIA                                                  ,92831,3599,8,Public,2016,159,6100,2.6,A,5,40,9,0,2015,230.0,5872.0,3.9,A,2014,219.0,5835.0,3.7,A
1138,"CALIFORNIA STATE UNIVERSITY, EAST BAY                            ",25800 CARLOS BEE BOULEVARD                        ,HAYWARD             ,CA,CALIFORNIA                                                  ,94542,3000,8,Public,2016,166,3049,5.4,A,5,13,9,0,2015,189.0,3180.0,5.9,A,2014,181.0,3116.0,5.8,A
1139,"CALIFORNIA STATE UNIVERSITY, LONG BEACH                          ",1250 BELLFLOWER BOULEVARD                         ,LONG BEACH          ,CA,CALIFORNIA                                                  ,90840,6,8,Public,2016,162,6805,2.3,A,5,46,9,0,2015,241.0,6658.0,3.6,A,2014,201.0,6233.0,3.2,A
1140,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES                         ",5151 STATE UNIVERSITY DRIVE                       ,LOS ANGELES         ,CA,CALIFORNIA                                                  ,90032,4226,8,Public,2016,169,3906,4.3,A,3,32,9,0,2015,244.0,4471.0,5.4,A,2014,218.0,3891.0,5.6,A
1141,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS                     ",1000 EAST VICTORIA STREET                         ,CARSON              ,CA,CALIFORNIA                                                  ,90747,1,8,Public,2016,168,2935,5.7,A,3,37,9,0,2015,260.0,3377.0,7.6,A,2014,248.0,3226.0,7.6,A
1142,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO                      ",5500 UNIVERSITY PARKWAY                           ,SAN BERNARDINO      ,CA,CALIFORNIA                                                  ,92407,2397,8,Public,2016,209,3629,5.7,A,3,41,9,0,2015,226.0,3812.0,5.9,A,2014,224.0,3891.0,5.7,A
1143,CALIFORNIA POLYTECHNIC STATE UNIVERSITY                          ,ONE GRAND AVENUE                                  ,SAN LUIS OBISPO     ,CA,CALIFORNIA                                                  ,93407,1,8,Public,2016,26,2716,0.9,A,5,22,9,0,2015,45.0,2989.0,1.5,A,2014,43.0,2684.0,1.6,A
1144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA                  ",3801 WEST TEMPLE AVENUE                           ,POMONA              ,CA,CALIFORNIA                                                  ,91768,2500,8,Public,2016,112,3810,2.9,A,5,38,9,0,2015,134.0,3538.0,3.7,A,2014,134.0,3562.0,3.7,A
1146,"CALIFORNIA STATE UNIVERSITY, CHICO                               ",400 WEST FIRST STREET                             ,CHICO               ,CA,CALIFORNIA                                                  ,95929,1,8,Public,2016,170,3287,5.1,A,5,2,9,0,2015,147.0,3040.0,4.8,A,2014,167.0,3081.0,5.4,A
1147,"CALIFORNIA STATE UNIVERSITY, FRESNO                              ",5150 NORTH MAPLE AVENUE            MS JA64        ,FRESNO              ,CA,CALIFORNIA                                                  ,93740,8026,8,Public,2016,200,3983,5.0,P,3,21,9,0,2015,194.0,3849.0,5.0,P,2014,234.0,3809.0,6.1,P
1149,HUMBOLDT STATE UNIVERSITY                                        ,1 HARPST STREET                                   ,ARCATA              ,CA,CALIFORNIA                                                  ,95521,8299,8,Public,2016,157,2119,7.4,A,5,1,9,0,2015,141.0,2068.0,6.8,A,2014,138.0,1907.0,7.2,A
1150,CALIFORNIA STATE UNIVERSITY - SACRAMENTO                         ,6000 J STREET                                     ,SACRAMENTO          ,CA,CALIFORNIA                                                  ,95819,6044,8,Public,2016,263,5590,4.7,A,5,5,9,0,2015,322.0,5927.0,5.4,A,2014,304.0,5844.0,5.2,A
