City,State,County,CityLatitude,CityLongitude,zips
Grayridge,Missouri,Stoddard,36.8247,-89.7819,63846 63850
Bertrand,Missouri,Mississippi,36.9082,-89.45,63823
Tarrants,Missouri,Pike,39.3577,-91.1837,63334
Gilman City,Missouri,Harrison,40.1311,-93.8739,64642
Naylor,Missouri,Ripley,36.5745,-90.6056,63953
Bolivar,Missouri,Polk,37.6057,-93.4175,65613
Luray,Missouri,Clark,40.4523,-91.8841,63453
Kinloch,Missouri,St. Louis,38.7384,-90.3249,63134 63140
Arcadia,Missouri,Iron,37.5864,-90.6293,63621 63650
Ozark,Missouri,Christian,37.0361,-93.2154,65721
Deepwater,Missouri,Henry,38.2592,-93.7746,64740
Ozora,Missouri,Ste. Genevieve,37.8667,-90.0518,63673
Conception,Missouri,Nodaway,40.2411,-94.6805,64433
Wyatt,Missouri,Mississippi,36.9364,-89.1918,63834 63882
Sycamore Hills,Missouri,St. Louis,38.7013,-90.3489,63114
Harviell,Missouri,Butler,36.6618,-90.4748,63945
High Ridge,Missouri,Jefferson,38.4609,-90.53399999999999,63049
Greendale,Missouri,St. Louis,38.6936,-90.3127,63121
Pierpont,Missouri,Boone,38.8633,-92.3132,65201
Stover,Missouri,Morgan,38.4418,-92.9901,65078
Albany,Missouri,Gentry,40.2479,-94.3335,64402
Oak Grove Village,Missouri,Franklin,38.2279,-91.1493,63080
Gravois Mills,Missouri,Morgan,38.3049,-92.8244,65037
Calverton Park,Missouri,St. Louis,38.7655,-90.3105,63135
East Lynne,Missouri,Cass,38.6681,-94.2307,64080 64743 64701
Monticello,Missouri,Lewis,40.119,-91.7132,63457
Kingdom City,Missouri,Callaway,38.9473,-91.9389,65262
Bellerive Acres,Missouri,St. Louis,38.7124,-90.3121,63121
Cliff Village,Missouri,Newton,37.0251,-94.5172,64804
Schell City,Missouri,Vernon,38.0192,-94.1167,64783
Rushville,Missouri,Buchanan,39.5875,-95.0235,64484
Truesdale,Missouri,Warren,38.8124,-91.12200000000001,63383 63380
Strasburg,Missouri,Cass,38.7598,-94.1648,64080 64090
McFall,Missouri,Gentry,40.1116,-94.2223,64657
Sparta,Missouri,Christian,37.001999999999995,-93.0846,65753
Norborne,Missouri,Carroll,39.3024,-93.6759,64668
Humansville,Missouri,Polk,37.795,-93.5765,65674
Lewis and Clark Village,Missouri,Buchanan,39.5375,-95.0506,64484
Rothville,Missouri,Chariton,39.6539,-93.0636,64676
Fremont,Missouri,Carter,36.9522,-91.1623,63941
Emma,Missouri,Saline,38.9751,-93.495,65327 64020
Lathrop,Missouri,Clinton,39.5515,-94.3286,64465
Jacksonville,Missouri,Randolph,39.5877,-92.4729,65260
Granby,Missouri,Newton,36.9179,-94.2607,64844
Saginaw,Missouri,Newton,37.025999999999996,-94.4724,64804 64864
St. Louis,Missouri,St. Louis,38.6358,-90.2451,63110 63111 63112 63113 63115 63116 63118 63120 63139 63107 63106 63104 63103 63102 63101 63109 63108 63155 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63182 63188 63197
Marble Hill,Missouri,Bollinger,37.3032,-89.9807,63764
Cross Timbers,Missouri,Hickory,38.0242,-93.2294,65634
Festus,Missouri,Jefferson,38.2198,-90.4095,63028
Pasadena Park,Missouri,St. Louis,38.711,-90.2974,63121
Pinhook,Missouri,Mississippi,36.7381,-89.2695,63845
Fremont Hills,Missouri,Christian,37.0646,-93.25299999999999,65714
Senath,Missouri,Dunklin,36.134,-90.1614,63876
Rock Hill,Missouri,St. Louis,38.609,-90.3673,63119 63144
Grant City,Missouri,Worth,40.4858,-94.4135,64456
Benton City,Missouri,Audrain,39.1346,-91.7649,65232
Novelty,Missouri,Knox,40.0124,-92.2072,63460
Newark,Missouri,Knox,39.9946,-91.9734,63458
Brookfield,Missouri,Linn,39.7853,-93.0772,64628
Lamar Heights,Missouri,Barton,37.4937,-94.2955,64759
Foley,Missouri,Lincoln,39.0458,-90.7414,63347
Allendale,Missouri,Worth,40.4853,-94.2887,64420
Crystal Lake Park,Missouri,St. Louis,38.6212,-90.4319,63131
Ste. Genevieve,Missouri,Ste. Genevieve,37.9747,-90.0481,63670
St. Martins,Missouri,Cole,38.5943,-92.3312,65109
Osage Beach,Missouri,Camden,38.1353,-92.6479,65065
Rogersville,Missouri,Webster,37.1141,-93.0715,65742
Thomasville,Missouri,Oregon,36.7912,-91.5342,65438
Pierce City,Missouri,Lawrence,36.9465,-94.0032,65723
Hallsville,Missouri,Boone,39.1196,-92.2268,65255
Clinton,Missouri,Henry,38.3716,-93.7679,64735
Greenfield,Missouri,Dade,37.4162,-93.8432,65661
Rolla,Missouri,Phelps,37.9458,-91.7608,65401 65402 65409
Smithton,Missouri,Pettis,38.6812,-93.09299999999999,65350
Arbyrd,Missouri,Dunklin,36.0535,-90.2399,63821
Jameson,Missouri,Daviess,40.0059,-93.9876,64647
Leisure Lake,Missouri,Grundy,40.11,-93.7236,64683
Zalma,Missouri,Bollinger,37.1422,-90.0825,63787
Vienna,Missouri,Maries,38.1875,-91.9501,65582
La Grange,Missouri,Lewis,40.047,-91.5023,63448
Parkville,Missouri,Platte,39.2004,-94.7222,64152 64190
Tindall,Missouri,Grundy,40.1609,-93.6096,64683
Linn,Missouri,Osage,38.4788,-91.845,65051
Delta,Missouri,Cape Girardeau,37.1974,-89.7392,63744 63740
Fordland,Missouri,Webster,37.1556,-92.9416,65652
Lewistown,Missouri,Lewis,40.0848,-91.8137,63452
Crane,Missouri,Stone,36.9028,-93.5716,65633
Owensville,Missouri,Gasconade,38.349000000000004,-91.4974,65066
Charmwood,Missouri,Franklin,38.2811,-91.0967,63080
Purcell,Missouri,Jasper,37.2433,-94.4394,64857
Park Hills,Missouri,St. Francois,37.8211,-90.505,63601 63640
Armstrong,Missouri,Howard,39.2692,-92.7042,65230
Overland,Missouri,St. Louis,38.6967,-90.3689,63114 63132
Tuscumbia,Missouri,Miller,38.236999999999995,-92.46,65082
Country Life Acres,Missouri,St. Louis,38.6225,-90.4551,63131
Graham,Missouri,Nodaway,40.2013,-95.0404,64455
Fairdealing,Missouri,Ripley,36.6615,-90.6084,63939 63953 63945
Gainesville,Missouri,Ozark,36.6063,-92.4244,65655
Redings Mill,Missouri,Newton,37.0196,-94.51700000000001,64804
Northmoor,Missouri,Platte,39.1845,-94.6054,64151 64150
Villa Ridge,Missouri,Franklin,38.468,-90.885,63089
Hayward,Missouri,Pemiscot,36.3959,-89.6669,63873
Emerald Beach,Missouri,Barry,36.5754,-93.6711,65658
North Kansas City,Missouri,Clay,39.1396,-94.5643,64116 64144
Gower,Missouri,Clinton,39.6129,-94.5947,64454
Miramiguoa Park,Missouri,Franklin,38.2389,-91.0688,63080
Claycomo,Missouri,Clay,39.1986,-94.4788,64068 64119
Downing,Missouri,Schuyler,40.4873,-92.3689,63536
Walker,Missouri,Vernon,37.8989,-94.2306,64790
Buffalo,Missouri,Dallas,37.6444,-93.0969,65622
Ferrelview,Missouri,Platte,39.3143,-94.6654,64163
Miner,Missouri,Scott,36.8973,-89.5353,63801
Gray Summit,Missouri,Franklin,38.4951,-90.8173,63039 63069 63055
Westwood,Missouri,St. Louis,38.6434,-90.4333,63131
Mercer,Missouri,Mercer,40.5107,-93.5298,64661
Valley Park,Missouri,St. Louis,38.5513,-90.4924,63088
Ironton,Missouri,Iron,37.5984,-90.6379,63650
Vinita Terrace,Missouri,St. Louis,38.6856,-90.3293,63114
Greentop,Missouri,Schuyler,40.3508,-92.5657,63546
Marthasville,Missouri,Warren,38.6309,-91.0572,63357
Lake Waukomis,Missouri,Platte,39.2309,-94.6386,64151
Climax Springs,Missouri,Camden,38.1004,-93.0528,65324
Cowgill,Missouri,Caldwell,39.5603,-93.9257,64637
Oak Grove,Missouri,Jackson,39.0073,-94.1278,64075
Roscoe,Missouri,St. Clair,37.9774,-93.8138,64776 64781
Bernie,Missouri,Stoddard,36.6717,-89.9707,63822
Edina,Missouri,Knox,40.168,-92.1732,63537
Brownington,Missouri,Henry,38.2453,-93.7227,64740
Sarcoxie,Missouri,Jasper,37.068000000000005,-94.1229,64862
Winston,Missouri,Daviess,39.8699,-94.1416,64689
Orrick,Missouri,Ray,39.2133,-94.1254,64077
Iatan,Missouri,Platte,39.4773,-94.9839,64484 64098
Carthage,Missouri,Jasper,37.1503,-94.3225,64836
Richmond,Missouri,Ray,39.2755,-93.9731,64085
Collins,Missouri,St. Clair,37.8906,-93.6215,64738
River Bend,Missouri,Jackson,39.1841,-94.3941,64058
Kahoka,Missouri,Clark,40.4236,-91.7187,63445
Baring,Missouri,Knox,40.2448,-92.2057,63531
Avilla,Missouri,Jasper,37.1938,-94.1298,64833
Lockwood,Missouri,Dade,37.3867,-93.9579,65682
Bakersfield,Missouri,Ozark,36.5238,-92.1442,65609
Fulton,Missouri,Callaway,38.8551,-91.95100000000001,65251
Ashland,Missouri,Boone,38.7929,-92.2478,65010
Branson West,Missouri,Stone,36.703,-93.3778,65737
De Soto,Missouri,Jefferson,38.141,-90.5609,63020
Clark,Missouri,Randolph,39.2763,-92.3475,65243
Maysville,Missouri,DeKalb,39.8859,-94.3634,64469
Reeds,Missouri,Jasper,37.1164,-94.1683,64859
Old Monroe,Missouri,Lincoln,38.9382,-90.7469,63369
Knox City,Missouri,Knox,40.1443,-92.0102,63446
Butler,Missouri,Bates,38.2598,-94.3393,64730
Clever,Missouri,Christian,37.0326,-93.47399999999999,65631
Morehouse,Missouri,New Madrid,36.8463,-89.6909,63868 63801
Fayette,Missouri,Howard,39.147,-92.6857,65248
Pocahontas,Missouri,Cape Girardeau,37.5014,-89.6398,63755 63779
Olivette,Missouri,St. Louis,38.6725,-90.3784,63132
Defiance,Missouri,St. Charles,38.6327,-90.7846,63341
Renick,Missouri,Randolph,39.3419,-92.4109,65270 65278
Crocker,Missouri,Pulaski,37.948,-92.2676,65452
Macks Creek,Missouri,Camden,37.9667,-92.9665,65786
Fortescue,Missouri,Holt,40.0519,-95.3176,64437
Laddonia,Missouri,Audrain,39.2434,-91.6424,63352
Ravenwood,Missouri,Nodaway,40.3523,-94.6721,64479
Wright City,Missouri,Warren,38.8341,-91.0399,63390
Mount Vernon,Missouri,Lawrence,37.105,-93.8191,65712
Pomona,Missouri,Howell,36.8671,-91.9134,65789
Plato,Missouri,Texas,37.5029,-92.22,65552
Billings,Missouri,Christian,37.0626,-93.5539,65610
Rutledge,Missouri,Scotland,40.314,-92.0876,63563
Marquand,Missouri,Madison,37.4287,-90.167,63655
Laurie,Missouri,Morgan,38.208,-92.8253,65037 65038
Holcomb,Missouri,Dunklin,36.4022,-90.0249,63852
Worthington,Missouri,Putnam,40.4091,-92.6892,63567
Stewartsville,Missouri,DeKalb,39.7551,-94.4987,64490
Oakview,Missouri,Clay,39.2086,-94.5704,64118
Freeman,Missouri,Cass,38.6215,-94.5057,64746
Harrisburg,Missouri,Boone,39.1396,-92.458,65256
North Lilbourn,Missouri,New Madrid,36.6018,-89.6221,63862
Loma Linda,Missouri,Newton,36.9858,-94.5922,64804
Hardin,Missouri,Ray,39.2677,-93.8314,64035
Sunrise Beach,Missouri,Camden,38.1674,-92.7794,65079
La Due,Missouri,Henry,38.3125,-93.8777,64735
Cainsville,Missouri,Harrison,40.4398,-93.7747,64632
Riverview Estates,Missouri,Cass,38.7489,-94.5246,64012
Chesapeake,Missouri,Lawrence,37.1161,-93.6791,65712
Excelsior Springs,Missouri,Clay,39.339,-94.24,64024
Cape Girardeau,Missouri,Cape Girardeau,37.3108,-89.5596,63703 63701
Metz,Missouri,Vernon,37.9965,-94.443,64765 64779
Trimble,Missouri,Clinton,39.4764,-94.5614,64492
Meta,Missouri,Osage,38.3121,-92.166,65058
South Greenfield,Missouri,Dade,37.3752,-93.8437,65752
Hayti Heights,Missouri,Pemiscot,36.2311,-89.7682,63851
Clifton Hill,Missouri,Randolph,39.4387,-92.6643,65244
Jamestown,Missouri,Moniteau,38.7667,-92.4802,65046
Rea,Missouri,Andrew,40.0616,-94.7646,64480
Moundville,Missouri,Vernon,37.7646,-94.45100000000001,64771
Oxly,Missouri,Ripley,36.6025,-90.679,63955
Lanagan,Missouri,McDonald,36.6061,-94.4517,64831 64847
Vandalia,Missouri,Audrain,39.308,-91.4892,63382
Morrisville,Missouri,Polk,37.4766,-93.4293,65710
Florida,Missouri,Monroe,39.4929,-91.7907,65283
Lake Annette,Missouri,Cass,38.6544,-94.5081,64746
Adrian,Missouri,Bates,38.396,-94.3498,64720
Airport Drive,Missouri,Jasper,37.1406,-94.5162,64870 64801
Ionia,Missouri,Benton,38.5037,-93.3236,65335
Cool Valley,Missouri,St. Louis,38.7251,-90.3058,63121
Sikeston,Missouri,Scott,36.8875,-89.587,63801
Eminence,Missouri,Shannon,37.1509,-91.3587,65466
Lock Springs,Missouri,Daviess,39.8489,-93.7763,64648 64654
Hale,Missouri,Carroll,39.6051,-93.3433,64643
Perryville,Missouri,Perry,37.7263,-89.8759,63775 63776
Seymour,Missouri,Webster,37.1485,-92.7694,65746
Pagedale,Missouri,St. Louis,38.6801,-90.3082,63133
Ashburn,Missouri,Pike,39.5458,-91.17200000000001,63433
Hartville,Missouri,Wright,37.2502,-92.512,65667
Moberly,Missouri,Randolph,39.419000000000004,-92.4365,65270
Holland,Missouri,Pemiscot,36.0571,-89.8705,63853
Harrisonville,Missouri,Cass,38.653,-94.3467,64701
Purdin,Missouri,Linn,39.9509,-93.1664,64674
Tightwad,Missouri,Henry,38.3096,-93.5466,64735
Sundown,Missouri,Ozark,36.566,-92.6381,65761
Three Creeks,Missouri,Warren,38.5758,-90.9971,63357
Weingarten,Missouri,Ste. Genevieve,37.8894,-90.2172,63670
Agency,Missouri,Buchanan,39.6698,-94.7587,64401 64507
Carterville,Missouri,Jasper,37.1466,-94.4388,64870 64835
Cosby,Missouri,Andrew,39.8638,-94.6798,64436
Alton,Missouri,Oregon,36.6901,-91.3947,65606
Pleasant Hill,Missouri,Cass,38.8061,-94.2654,64080 64034
Sweet Springs,Missouri,Saline,38.9649,-93.4152,65351
Caruthersville,Missouri,Pemiscot,36.1814,-89.6664,63830
Loch Lloyd,Missouri,Cass,38.830999999999996,-94.5978,64012
Gordonville,Missouri,Cape Girardeau,37.3111,-89.6738,63701
Golden City,Missouri,Barton,37.3931,-94.0943,64748
St. Peters,Missouri,St. Charles,38.7825,-90.6061,63376
Bourbon,Missouri,Crawford,38.1505,-91.2494,65441
Pascola,Missouri,Pemiscot,36.2673,-89.8258,63827
Marshfield,Missouri,Webster,37.3414,-92.9116,65706
Cuba,Missouri,Crawford,38.0671,-91.4057,65453
Velda Village Hills,Missouri,St. Louis,38.6922,-90.2877,63121
Wardsville,Missouri,Cole,38.49,-92.1791,65101
Champ,Missouri,St. Louis,38.7448,-90.4537,63043
Farley,Missouri,Platte,39.2888,-94.8284,64079 64028
Richards,Missouri,Vernon,37.9105,-94.557,64778
Neelyville,Missouri,Butler,36.5562,-90.5139,63954
Castle Point,Missouri,St. Louis,38.7568,-90.2485,63136
Rock Port,Missouri,Atchison,40.4109,-95.5332,64482
Arbela,Missouri,Scotland,40.4631,-92.0156,63432
Glendale,Missouri,St. Louis,38.5935,-90.3826,63122
Lohman,Missouri,Cole,38.543,-92.3646,65053
St. Cloud,Missouri,Crawford,38.1732,-91.2127,65441 63080
Green City,Missouri,Sullivan,40.2639,-92.9563,63545
Parnell,Missouri,Nodaway,40.4384,-94.6223,64475
Raymore,Missouri,Cass,38.8029,-94.4583,64083
Oronogo,Missouri,Jasper,37.1917,-94.4639,64870 64855
Innsbrook,Missouri,Warren,38.7631,-91.0552,63390
Taneyville,Missouri,Taney,36.7377,-93.0355,65759
Calhoun,Missouri,Henry,38.4683,-93.6251,65323
Ravanna,Missouri,Mercer,40.455999999999996,-93.462,64673
Lilbourn,Missouri,New Madrid,36.5908,-89.613,63862
Frankford,Missouri,Pike,39.4934,-91.3209,63441
Horine,Missouri,Jefferson,38.2673,-90.432,63070
Moline Acres,Missouri,St. Louis,38.7456,-90.243,63136 63137
Brentwood,Missouri,St. Louis,38.6194,-90.3476,63144
Ellsinore,Missouri,Carter,36.9327,-90.7478,63937
Velda City,Missouri,St. Louis,38.6941,-90.2934,63121
Frankclay,Missouri,St. Francois,37.863,-90.6144,63601
La Belle,Missouri,Lewis,40.1166,-91.9146,63447
Big Lake,Missouri,Holt,40.0735,-95.3518,64437
Gentry,Missouri,Gentry,40.3326,-94.4233,64453
Unity Village,Missouri,Jackson,38.9525,-94.3996,64086 64065
Williamsville,Missouri,Wayne,36.9737,-90.5479,63967
Oakland,Missouri,St. Louis,38.5769,-90.3849,63122
Clyde,Missouri,Nodaway,40.2662,-94.6696,64434 64432
Eolia,Missouri,Pike,39.2389,-91.0121,63344
Frontenac,Missouri,St. Louis,38.63,-90.4189,63131
Canalou,Missouri,New Madrid,36.754,-89.6865,63828
Harwood,Missouri,Vernon,37.9567,-94.1539,64750
Louisiana,Missouri,Pike,39.4413,-91.0626,63353
Huntsville,Missouri,Randolph,39.4364,-92.544,65259
St. Clair,Missouri,Franklin,38.3479,-90.9934,63077
Charlack,Missouri,St. Louis,38.7029,-90.3426,63114
Mineral Point,Missouri,Washington,37.9455,-90.7247,63660
Atlanta,Missouri,Macon,39.8987,-92.4801,63530
Laclede,Missouri,Linn,39.7879,-93.1697,64651
Napoleon,Missouri,Lafayette,39.1293,-94.0857,64074
Bowling Green,Missouri,Pike,39.3447,-91.2031,63334
Garden City,Missouri,Cass,38.5629,-94.1959,64747
Archie,Missouri,Cass,38.4826,-94.3502,64725
Foristell,Missouri,St. Charles,38.8158,-90.9622,63348
Lakeside,Missouri,Miller,38.2041,-92.6223,65049
Ava,Missouri,Douglas,36.9546,-92.6661,65608
Diggins,Missouri,Webster,37.174,-92.8503,65746 65636
Vanduser,Missouri,Scott,36.9909,-89.6865,63784
Excello,Missouri,Macon,39.6335,-92.4743,65247
Affton,Missouri,St. Louis,38.5499,-90.3263,63123
Pontiac,Missouri,Ozark,36.5165,-92.6037,65729
Utica,Missouri,Livingston,39.7456,-93.6286,64686
Gibbs,Missouri,Adair,40.099000000000004,-92.4166,63540
Columbia,Missouri,Boone,38.9477,-92.3255,65202 65203 65201 65215 65211 65216 65217 65218 65299
Ferguson,Missouri,St. Louis,38.749,-90.2949,63136 63135
Urich,Missouri,Henry,38.4605,-93.9991,64788
Lupus,Missouri,Moniteau,38.846,-92.454,65046
Ashley,Missouri,Pike,39.2537,-91.2239,63334
Center,Missouri,Ralls,39.5096,-91.5291,63436
Ridgeway,Missouri,Harrison,40.3781,-93.9379,64481
Hamilton,Missouri,Caldwell,39.7426,-94.00200000000001,64644
Savannah,Missouri,Andrew,39.939,-94.8279,64485
Cedar Hill Lakes,Missouri,Jefferson,38.3299,-90.6582,63016
Bloomfield,Missouri,Stoddard,36.8878,-89.9309,63825
Paynesville,Missouri,Pike,39.2626,-90.9004,63344 63336 63330
Grandview,Missouri,Jackson,38.8802,-94.5227,64030
St. Joseph,Missouri,Buchanan,39.7598,-94.821,64503 64501 64507 64504 64506 64505 64502 64508
Higbee,Missouri,Randolph,39.3059,-92.5128,65257
Winchester,Missouri,St. Louis,38.5897,-90.5261,63021
Buckner,Missouri,Jackson,39.1336,-94.1929,64016
Leawood,Missouri,Newton,37.0334,-94.4947,64804
Riverside,Missouri,Platte,39.1703,-94.6305,64150 64168
Chilhowee,Missouri,Johnson,38.5889,-93.8557,64733
Versailles,Missouri,Morgan,38.4333,-92.8453,65084
Lincoln,Missouri,Benton,38.394,-93.3313,65338
Iberia,Missouri,Miller,38.0886,-92.2962,65486
Miami,Missouri,Saline,39.3224,-93.2258,65344
Lawson,Missouri,Ray,39.436,-94.2152,64062
Rush Hill,Missouri,Audrain,39.2104,-91.7246,65280
Gilliam,Missouri,Saline,39.2327,-93.0041,65330
Amoret,Missouri,Bates,38.2549,-94.5873,64722
Knob Noster,Missouri,Johnson,38.7675,-93.5616,65336
St. Mary,Missouri,Ste. Genevieve,37.8737,-89.9497,63673
Cleveland,Missouri,Cass,38.6788,-94.598,64734
Sappington,Missouri,St. Louis,38.525999999999996,-90.37299999999999,63128 63126
Pasadena Hills,Missouri,St. Louis,38.7083,-90.2922,63121
Southwest City,Missouri,McDonald,36.5205,-94.6103,64863
Kingsville,Missouri,Johnson,38.7437,-94.0697,64061
Newburg,Missouri,Phelps,37.916,-91.9004,65550
Steelville,Missouri,Crawford,37.9696,-91.3546,65565
Mill Spring,Missouri,Wayne,37.065,-90.6778,63952
Kirkwood,Missouri,St. Louis,38.5789,-90.4203,63122
Conway,Missouri,Laclede,37.5057,-92.8312,65632
Washington,Missouri,Franklin,38.5514,-91.0151,63090
Chula,Missouri,Livingston,39.9219,-93.4774,64635
Camden,Missouri,Ray,39.2001,-94.0195,64017
New Madrid,Missouri,New Madrid,36.5879,-89.5505,63869
Howardville,Missouri,New Madrid,36.5684,-89.5972,63862 63869
Blue Springs,Missouri,Jackson,39.0123,-94.2722,64014 64015 64013
Waco,Missouri,Jasper,37.247,-94.6003,64832
Bragg City,Missouri,Pemiscot,36.2681,-89.9113,63827
Imperial,Missouri,Jefferson,38.3672,-90.3706,63010 63052
Carytown,Missouri,Jasper,37.2616,-94.3344,64836
Laredo,Missouri,Grundy,40.0261,-93.448,64652
Barnett,Missouri,Morgan,38.3773,-92.6744,65011
Tina,Missouri,Carroll,39.5379,-93.4413,64682
De Kalb,Missouri,Buchanan,39.5883,-94.9236,64440
Amity,Missouri,DeKalb,39.8683,-94.4354,64422
Newtown,Missouri,Sullivan,40.3762,-93.3335,64667
Memphis,Missouri,Scotland,40.4613,-92.1704,63555
Glenaire,Missouri,Clay,39.2198,-94.4515,64068
Neosho,Missouri,Newton,36.844,-94.3755,64850
Fenton,Missouri,St. Louis,38.5279,-90.4489,63026 63099
Baker,Missouri,Stoddard,36.7735,-89.7617,63846
Gasconade,Missouri,Gasconade,38.6703,-91.56,65061
Kingston,Missouri,Caldwell,39.6425,-94.0384,64650
Waynesville,Missouri,Pulaski,37.8207,-92.22,65583
Weston,Missouri,Platte,39.403,-94.88600000000001,64098
Palmyra,Missouri,Marion,39.7985,-91.5272,63461
Town and Country,Missouri,St. Louis,38.6317,-90.4789,63017 63141 63131
Appleton City,Missouri,St. Clair,38.1906,-94.031,64724
Arcola,Missouri,Dade,37.5493,-93.876,65603
Brimson,Missouri,Grundy,40.1449,-93.7383,64642
Birch Tree,Missouri,Shannon,36.9967,-91.4916,65438
Manchester,Missouri,St. Louis,38.583,-90.5065,63021 63011
Montrose,Missouri,Henry,38.2587,-93.9827,64770
Mooresville,Missouri,Livingston,39.7468,-93.721,64664
Powersville,Missouri,Putnam,40.5496,-93.3003,64672
De Witt,Missouri,Carroll,39.385,-93.22,64639
Birchwood Village,Minnesota,Washington,45.0598,-92.9777,55110
Regal,Minnesota,Kandiyohi,45.4054,-94.8397,56312
St. Peter,Minnesota,Nicollet,44.3296,-93.9659,56082
Aurora,Minnesota,St. Louis,47.5312,-92.2399,55705
Glencoe,Minnesota,McLeod,44.7699,-94.1513,55336
Fairfax,Minnesota,Renville,44.5283,-94.7231,55332
Aitkin,Minnesota,Aitkin,46.5303,-93.7051,56431
Sanborn,Minnesota,Redwood,44.2098,-95.1297,56083
Columbia Heights,Minnesota,Anoka,45.0484,-93.2472,55421
Wolf Lake,Minnesota,Becker,46.8066,-95.3526,56544 56593 56464
Currie,Minnesota,Murray,44.0704,-95.6668,56123
New Auburn,Minnesota,Sibley,44.6728,-94.23200000000001,55366
New London,Minnesota,Kandiyohi,45.2974,-94.9477,56288 56273
Hanska,Minnesota,Brown,44.1488,-94.4945,56041
Remer,Minnesota,Cass,47.0568,-93.9126,56672
Ostrander,Minnesota,Fillmore,43.6137,-92.4263,55961
Mentor,Minnesota,Polk,47.6966,-96.14399999999999,56736
Fort Ripley,Minnesota,Crow Wing,46.169,-94.363,56449
Riverland,Minnesota,Mahnomen,47.3219,-95.9512,56557
Midway,Minnesota,Mahnomen,47.317,-95.7838,56557
Brownsville,Minnesota,Houston,43.6992,-91.2823,55919
Clara City,Minnesota,Chippewa,44.9583,-95.3672,56222
Donnelly,Minnesota,Stevens,45.6895,-96.0143,56235
Manhattan Beach,Minnesota,Crow Wing,46.736999999999995,-94.1396,56442
Chickamaw Beach,Minnesota,Cass,46.7452,-94.3844,56474
Delavan,Minnesota,Faribault,43.7677,-94.0174,56023
Maplewood,Minnesota,Ramsey,44.983999999999995,-93.0247,55117 55119 55109
Holt,Minnesota,Marshall,48.2929,-96.1945,56738
Martin Lake,Minnesota,Anoka,45.3824,-93.0886,55079
Rockford,Minnesota,Wright,45.092,-93.7453,55313 55373
Vernon Center,Minnesota,Blue Earth,43.9626,-94.1666,56090
Kinbrae,Minnesota,Nobles,43.8266,-95.4823,56131
Clearbrook,Minnesota,Clearwater,47.6962,-95.4287,56634
Lismore,Minnesota,Nobles,43.7491,-95.9482,56155
Pierz,Minnesota,Morrison,45.9772,-94.1008,56364
St. Paul,Minnesota,Ramsey,44.9477,-93.104,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55165 55170 55175
Danvers,Minnesota,Swift,45.2814,-95.7559,56231
Climax,Minnesota,Polk,47.6095,-96.8122,56523
Minnetonka Beach,Minnesota,Hennepin,44.9394,-93.5891,55391 55361
Amboy,Minnesota,Blue Earth,43.8879,-94.1583,56010
Stewartville,Minnesota,Olmsted,43.8606,-92.4896,55976
Loretto,Minnesota,Hennepin,45.0548,-93.6353,55357
West Concord,Minnesota,Dodge,44.1529,-92.8995,55985
Blooming Prairie,Minnesota,Steele,43.8683,-93.0552,55917
Elizabeth,Minnesota,Otter Tail,46.3798,-96.1309,56537 56533
Adrian,Minnesota,Nobles,43.6332,-95.9331,56110
Arco,Minnesota,Lincoln,44.3814,-96.1812,56113
Wabasha,Minnesota,Wabasha,44.3707,-92.042,55981
Willmar,Minnesota,Kandiyohi,45.122,-95.0569,56201
Eveleth,Minnesota,St. Louis,47.4637,-92.5443,55734
Baker,Minnesota,Clay,46.7105,-96.5579,56580
Minnetrista,Minnesota,Hennepin,44.9354,-93.7089,55331 55364 55375 55359
Northfield,Minnesota,Rice,44.4551,-93.1697,55057
Anoka,Minnesota,Anoka,45.2099,-93.3893,55303
Renville,Minnesota,Renville,44.7908,-95.2048,56284
West Roy Lake,Minnesota,Mahnomen,47.3116,-95.5954,56557
Mabel,Minnesota,Fillmore,43.5198,-91.76799999999999,55954
Wilton,Minnesota,Beltrami,47.5065,-94.99700000000001,56601 56687
Maple Plain,Minnesota,Hennepin,45.0088,-93.6618,55359
Pine City,Minnesota,Pine,45.8367,-92.9683,55063
Rockville,Minnesota,Stearns,45.465,-94.3222,56320 56369 56301
Newport,Minnesota,Washington,44.8744,-92.9975,55055
Grasston,Minnesota,Kanabec,45.7957,-93.1524,55030
Carlos,Minnesota,Douglas,45.9741,-95.2925,56319
Forest Lake,Minnesota,Washington,45.2536,-92.9583,55025
Fairmont,Minnesota,Martin,43.6441,-94.4621,56031
Milan,Minnesota,Chippewa,45.1126,-95.9117,56262
Truman,Minnesota,Martin,43.8279,-94.4366,56088
Urbank,Minnesota,Otter Tail,46.1245,-95.51100000000001,56588 56361
Le Roy,Minnesota,Mower,43.5133,-92.5078,55951
Independence,Minnesota,Hennepin,45.0219,-93.7077,55359 55572 55577 55592 55593 55599
Lilydale,Minnesota,Dakota,44.9096,-93.1301,55118
Freeborn,Minnesota,Freeborn,43.7659,-93.5645,56032
Wykoff,Minnesota,Fillmore,43.7086,-92.2674,55990
Shevlin,Minnesota,Clearwater,47.5302,-95.2595,56676
South End,Minnesota,Clearwater,47.3231,-95.4788,56621
Zemple,Minnesota,Itasca,47.3207,-93.7859,56636
