opeid,agemedian,cdr2014_log,cdr2015_log,cdr2016_log,cohort2014_log,cohort2015_log,cohort2016_log,density_log,educationcollegeorabove,familysize_log,female_sqrt,homeownership,homevalue_log,incomehouseholdmedian_log,incomehouseholdsixfigure_log,laborforceparticipation_sqrt,male_reciprocal,married,population_log,proglength,raceasian_log,raceblack_log,racemultiple_log,racenative_reciprocal,raceother_log,racepacific,racewhite,rentmedian_log,unemploymentrate_log,associates,bachelors,firstprofessional,gradprofessional,mastersordoctors,nondegree,nondegree1year,nondegree2years,nondegree3years,private,proprietary,public,hbcuCollege,hispanicCollege,nativeAmericanCollege,notReportedCollege
2369,0.243664717,0.433678816,0.34873150299999994,0.400226827,0.507226885,0.50046946,0.45467995899999997,0.773072715,0.49353448299999997,0.44922720899999996,0.48166850299999997,0.447009444,0.477432704,0.48868400700000003,0.746612266,0.268202571,0.46679645299999994,0.41509434,0.8327334359999999,0.7,0.45253694899999997,0.651709117,0.484827954,0.44520547899999996,0.447913072,0.0,0.634615385,0.587896211,0.52029019,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2370,0.274853801,0.60873875,0.562337364,0.6313495579999999,0.64848407,0.6571800170000001,0.624104787,0.6647538239999999,0.288793103,0.548787971,0.442924465,0.6977964320000001,0.44485527,0.557894884,0.762355135,0.315530166,0.513040856,0.606469003,0.514644592,0.4,0.6760230620000001,0.7322609520000001,0.41083850299999997,0.660958904,0.268682062,0.003816794,0.481781377,0.579103344,0.4834935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2371,0.38986354799999995,0.310952774,0.223096973,0.303999292,0.554468194,0.553413944,0.520680394,0.645222534,0.528017241,0.390423211,0.41688341799999995,0.629590766,0.49300396700000004,0.548481395,0.776355047,0.416154287,0.5447231929999999,0.592991914,0.456118798,0.7,0.5307862560000001,0.476363443,0.45553385399999996,0.660958904,0.161973219,0.0,0.771255061,0.46024934799999995,0.413781485,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2373,0.30994152,0.58821752,0.612619673,0.6580082279999999,0.631316795,0.646020201,0.6068236889999999,0.619437617,0.454741379,0.401037937,0.442924465,0.6789087090000001,0.422912764,0.559388317,0.78199876,0.326594192,0.513040856,0.664420485,0.547446627,0.4,0.492152125,0.46376395299999995,0.378666085,0.7093933459999999,0.19896892300000002,0.0,0.80465587,0.502982567,0.47000948600000003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2375,0.2417154,0.45057145,0.377122584,0.41718591899999996,0.571291397,0.580805685,0.542962842,0.56742524,0.30387931,0.408056385,0.46436231899999997,0.5309548789999999,0.37235799700000005,0.43319705700000005,0.6945559790000001,0.298397194,0.48730808299999995,0.559299191,0.356412656,0.7,0.39645278700000003,0.417717491,0.309042308,0.618578767,0.37955719,0.0,0.831983806,0.42051710299999995,0.43562025200000004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2377,0.113060429,0.377122584,0.39880857399999997,0.40885782600000004,0.689165514,0.697034135,0.6711851670000001,0.43661246299999995,0.322198276,0.43567880700000006,0.485072829,0.503672613,0.43238827799999996,0.463322704,0.693526086,0.251118818,0.46279103200000005,0.462264151,0.44093432299999996,0.7,0.35489658399999996,0.591560385,0.385410869,0.618578767,0.148329239,0.0,0.7753036440000001,0.39235224399999996,0.596252924,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2380,0.19103313800000002,0.330664453,0.33988623100000004,0.362173299,0.609003052,0.622977746,0.597225845,0.574418542,0.33512931,0.350576295,0.43005100399999996,0.58656873,0.364435887,0.404752615,0.630843721,0.361675085,0.528649554,0.41778975700000004,0.427076356,0.7,0.284598752,0.272990157,0.189333043,0.7652792409999999,0.02405173,0.0,0.936234818,0.390027091,0.5526300470000001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2382,0.153996101,0.150190483,0.114976033,0.096227535,0.530956891,0.533877223,0.490070899,0.635699158,0.463362069,0.34316928,0.414977124,0.646379853,0.456601679,0.52523654,0.728803895,0.34445979600000004,0.547058595,0.47978436700000004,0.399842129,0.5,0.349785213,0.232011608,0.31771446,0.8304794520000001,0.395843626,0.003816794,0.883603239,0.53026224,0.408031236,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2383,0.28070175399999997,0.519573706,0.505326759,0.502243095,0.508370593,0.52322756,0.46352024399999997,0.515878466,0.447198276,0.508158208,0.401447372,0.870933893,0.5469497170000001,0.6940270279999999,0.8913067809999999,0.184063933,0.5636894889999999,0.725067385,0.267935779,0.7,0.41668797700000004,0.216439952,0.202660068,0.9075342470000001,0.04600924,0.0,0.918016194,0.3848623,0.408031236,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2386,0.23196881100000002,0.445085611,0.424711506,0.39579069200000006,0.37475347600000003,0.37106715799999995,0.297958779,0.7401651579999999,0.400862069,0.54263675,0.460841902,0.47429171,0.436730944,0.47061343200000005,0.711379333,0.33561291,0.491510061,0.470350404,0.632972,0.7,0.684752805,0.616101216,0.484827954,0.518204758,0.343445382,0.0,0.568825911,0.549922339,0.54577387,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2388,0.276803119,0.277551548,0.283488333,0.32900411399999996,0.6595573770000001,0.667317029,0.640311081,0.554329714,0.363146552,0.331961749,0.45730095600000004,0.578174187,0.387077877,0.432354245,0.6684361120000001,0.41156827700000004,0.495746201,0.47439353100000003,0.54998036,0.7,0.230988634,0.28509940899999997,0.40470004600000004,0.33360888,0.066208191,0.0,0.897773279,0.447182575,0.46535934700000003,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2389,0.21637426899999998,0.335324398,0.33988623100000004,0.44422788799999996,0.49980517700000004,0.513195933,0.46753443299999997,0.547587147,0.328663793,0.43908202,0.42067678399999997,0.5341028329999999,0.37800500600000003,0.436597467,0.73575522,0.438528549,0.540082075,0.518867925,0.270846061,0.5,0.29789139800000003,0.216439952,0.202660068,0.22504892399999998,0.02405173,0.019083969,0.9048583,0.369926838,0.34249130899999997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2391,0.257309942,0.277551548,0.18047397,0.41718591899999996,0.478130978,0.480493785,0.420293098,0.773938978,0.7844827590000001,0.386861446,0.431907614,0.65792235,0.575239733,0.645664682,0.8591046179999999,0.255460967,0.526391751,0.57277628,0.41693368700000005,0.6,0.339212575,0.24654435600000002,0.342192007,0.9075342470000001,0.08490949800000001,0.0,0.9139676109999999,0.448388768,0.413781485,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2393,0.19103313800000002,0.6047870470000001,0.559078971,0.5877477,0.574866946,0.569368643,0.514538636,0.574418542,0.33512931,0.350576295,0.43005100399999996,0.58656873,0.364435887,0.404752615,0.630843721,0.361675085,0.528649554,0.41778975700000004,0.427076356,0.4,0.284598752,0.272990157,0.189333043,0.7652792409999999,0.02405173,0.0,0.936234818,0.390027091,0.5526300470000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2394,0.19103313800000002,0.35302231700000003,0.321032687,0.356957126,0.643570442,0.653621475,0.6268250639999999,0.574418542,0.33512931,0.350576295,0.43005100399999996,0.58656873,0.364435887,0.404752615,0.630843721,0.361675085,0.528649554,0.41778975700000004,0.427076356,0.7,0.284598752,0.272990157,0.189333043,0.7652792409999999,0.02405173,0.0,0.936234818,0.390027091,0.5526300470000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2397,0.24951267100000002,0.523477939,0.485514881,0.566916239,0.6085480670000001,0.631599508,0.604990994,0.580614642,0.265086207,0.5176721329999999,0.407286319,0.491080797,0.258801326,0.333282317,0.5737048610000001,0.46844602399999996,0.556500651,0.34097035,0.64164772,0.7,0.07824930599999999,0.962122542,0.128381417,0.9075342470000001,0.066208191,0.0,0.158906883,0.365481111,0.6939095129999999,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2398,0.15789473699999998,0.49892198600000004,0.5639483679999999,0.5292410710000001,0.42679670000000003,0.436114376,0.394712832,0.468574554,0.143318966,0.5457167789999999,0.462604654,0.554039874,0.19064005899999997,0.256497302,0.496930775,0.604374698,0.48940482799999996,0.471698113,0.12126782,0.7,0.230988634,0.757927107,0.202660068,1.0,0.0,0.0,0.653846154,0.15260622,0.562595534,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2402,0.085769981,0.659684276,0.632219835,0.734661986,0.539202671,0.529840721,0.469592875,0.43324687,0.257543103,0.411548426,0.46786256200000004,0.722980063,0.376651175,0.46138763,0.712330841,0.653635242,0.48313985600000003,0.504043127,0.18254926,0.4,0.0,0.6784675579999999,0.271306565,1.0,0.231227952,0.0,0.75,0.24469628699999998,0.504557637,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2403,0.282651072,0.46874681100000004,0.478486836,0.575469464,0.588247531,0.592860124,0.562032115,0.583985002,0.306034483,0.432264739,0.42818839399999997,0.52570829,0.315356311,0.31677811100000003,0.582327803,0.573161038,0.5309168439999999,0.39353099700000005,0.365485547,0.7,0.23944622,0.8515973490000001,0.091907338,0.8304794520000001,0.11860643400000001,0.0,0.47570850200000003,0.233001423,0.6129693829999999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2404,0.050682261,0.7243281709999999,0.70175382,0.754235763,0.541142868,0.537148194,0.48691847200000005,0.39968421,0.243534483,0.37610447700000005,0.381518025,0.476390346,0.299287858,0.20267632100000002,0.640193545,0.625566056,0.5883414779999999,0.347708895,0.17595138100000002,0.4,0.0,0.792093875,0.11075273,0.7093933459999999,0.0,0.0,0.6174089070000001,0.17350259199999998,0.596252924,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2410,0.24951267100000002,0.591068601,0.592480196,0.6962814009999999,0.672360961,0.6771480879999999,0.653566224,0.580614642,0.265086207,0.5176721329999999,0.407286319,0.491080797,0.258801326,0.333282317,0.5737048610000001,0.46844602399999996,0.556500651,0.34097035,0.64164772,0.7,0.07824930599999999,0.962122542,0.128381417,0.9075342470000001,0.066208191,0.0,0.158906883,0.365481111,0.6939095129999999,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2413,0.306042885,0.649112469,0.559078971,0.67927555,0.5370821920000001,0.5213143170000001,0.463278751,0.34243580799999995,0.096982759,0.432264739,0.514923656,0.58656873,0.210134705,0.277404637,0.489387122,0.616716801,0.42811292100000004,0.408355795,0.37761582899999996,0.4,0.07824930599999999,0.917866669,0.091907338,0.9075342470000001,0.148329239,0.0,0.308704453,0.297823748,0.628701936,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2414,0.24951267100000002,0.415357,0.424711506,0.47818948200000005,0.451066195,0.445683847,0.39064685600000004,0.580614642,0.265086207,0.5176721329999999,0.407286319,0.491080797,0.258801326,0.333282317,0.5737048610000001,0.46844602399999996,0.556500651,0.34097035,0.64164772,0.7,0.07824930599999999,0.962122542,0.128381417,0.9075342470000001,0.066208191,0.0,0.158906883,0.365481111,0.6939095129999999,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2415,0.28070175399999997,0.415357,0.430730756,0.502243095,0.617104689,0.622395216,0.588251387,0.47371484799999997,0.40625,0.504968014,0.39948717799999994,0.639034627,0.393172219,0.500382978,0.712330841,0.42220959700000005,0.56610656,0.592991914,0.41155614,0.7,0.40475931200000004,0.817568292,0.160553834,0.8304794520000001,0.330160622,0.0,0.493927126,0.45436426,0.363892829,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2422,0.348927875,0.46874681100000004,0.496744288,0.5317793439999999,0.576221773,0.580631582,0.540955512,0.528170436,0.20689655199999998,0.428839746,0.39356390399999996,0.477439664,0.309234635,0.330074048,0.549604432,0.538009772,0.573421104,0.41105121299999997,0.43203942799999995,0.7,0.172543456,0.904897918,0.175322287,0.8304794520000001,0.02405173,0.0,0.342105263,0.325763737,0.74132442,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2426,0.341130604,0.66877704,0.6983279929999999,0.7732320020000001,0.539724481,0.53656282,0.497943377,0.406141673,0.137931034,0.49533997799999996,0.41688341799999995,0.536201469,0.29769944600000003,0.26144089,0.564738286,0.667298796,0.5447231929999999,0.5323450129999999,0.284869085,0.4,0.0,0.6784675579999999,0.42271645399999996,1.0,0.187229497,0.0,0.733805668,0.23785961,0.618317087,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2427,0.23781676399999999,0.641392805,0.60873875,0.7133275370000001,0.610798591,0.6041355110000001,0.573234269,0.453445586,0.23275862100000003,0.328199673,0.514923656,0.49003148,0.34112227799999995,0.41306596100000004,0.630843721,0.635398993,0.42811292100000004,0.39218328799999996,0.288869697,0.4,0.136694484,0.804932262,0.144941023,0.8304794520000001,0.231227952,0.0,0.571862348,0.351830696,0.549223934,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2430,0.025341131,0.67269894,0.613898019,0.695015658,0.554359129,0.566944362,0.508424486,0.460975025,0.24892241399999998,0.590884217,0.409219,0.635886674,0.324419198,0.41624155399999996,0.655369942,0.694953107,0.55412494,0.33962264200000003,0.22115233899999998,0.4,0.0,0.739698891,0.47540806,1.0,0.187229497,0.0,0.649797571,0.347171995,0.402154598,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2433,0.24951267100000002,0.7196848709999999,0.673668423,0.790819773,0.504297132,0.509837643,0.46495645799999996,0.47270474799999995,0.114224138,0.536449973,0.47307584700000005,0.440713536,0.22727608100000002,0.264901655,0.421214004,0.684820372,0.476949914,0.269541779,0.286082553,0.5,0.0,0.9605358079999999,0.091907338,0.7652792409999999,0.04600924,0.0,0.17105263199999998,0.342983562,0.615656605,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2441,0.17738791399999998,0.543777623,0.513582199,0.539235234,0.703386235,0.706710961,0.685157228,0.516577066,0.309267241,0.418498511,0.405346869,0.350472193,0.29483913300000003,0.2998699,0.501822952,0.451539206,0.558886601,0.315363881,0.515143156,0.7,0.161196914,0.871249761,0.326119733,0.9075342470000001,0.08490949800000001,0.0,0.41902834,0.32466176199999996,0.7345550390000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2447,0.17738791399999998,0.46370753600000003,0.485514881,0.49645436200000004,0.601532022,0.6095645239999999,0.5807586370000001,0.516577066,0.309267241,0.418498511,0.405346869,0.350472193,0.29483913300000003,0.2998699,0.501822952,0.451539206,0.558886601,0.315363881,0.515143156,0.7,0.161196914,0.871249761,0.326119733,0.9075342470000001,0.08490949800000001,0.0,0.41902834,0.32466176199999996,0.7345550390000001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2449,0.304093567,0.49007671399999997,0.507420293,0.502243095,0.538677579,0.537293906,0.501080979,0.584375189,0.334051724,0.43567880700000006,0.448356373,0.517313746,0.361059267,0.452714413,0.6851127220000001,0.375023971,0.506488774,0.486522911,0.7801220090000001,0.7,0.310465162,0.738966418,0.39842046299999995,0.7093933459999999,0.42556643,0.003816794,0.598178138,0.467195906,0.516442983,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2450,0.304093567,0.616432306,0.5310814939999999,0.513413453,0.366889843,0.36456857,0.32320793800000003,0.584375189,0.334051724,0.43567880700000006,0.448356373,0.517313746,0.361059267,0.452714413,0.6851127220000001,0.375023971,0.506488774,0.486522911,0.7801220090000001,0.7,0.310465162,0.738966418,0.39842046299999995,0.7093933459999999,0.42556643,0.003816794,0.598178138,0.467195906,0.516442983,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2453,0.208576998,0.45057145,0.48319743600000004,0.507893988,0.5789485360000001,0.595312139,0.565393304,0.5563283210000001,0.309267241,0.33944646100000003,0.500170528,0.6778593909999999,0.25874761399999996,0.400463158,0.628099403,0.588359441,0.44515013600000003,0.41374663100000003,0.213153345,0.7,0.042400334000000005,0.5735161120000001,0.300085773,0.618578767,0.148329239,0.022900762999999998,0.826923077,0.24060871600000003,0.377264429,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2454,0.09746588699999999,0.505326759,0.485514881,0.5342907570000001,0.6755649709999999,0.684590206,0.6569019970000001,0.626705382,0.425646552,0.36523829799999996,0.48166850299999997,0.396642183,0.38373544200000004,0.379870019,0.564738286,0.413101259,0.46679645299999994,0.407008086,0.40023902200000006,0.7,0.291340036,0.47390115200000005,0.42271645399999996,0.491438356,0.10231999900000001,0.0,0.8431174090000001,0.45475938200000005,0.5526300470000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2456,0.155945419,0.599403439,0.5639483679999999,0.617686718,0.739234748,0.743348197,0.72137315,0.605190535,0.548491379,0.368872629,0.435603068,0.440713536,0.43405805,0.432419151,0.706560492,0.391228443,0.521904367,0.45956873299999995,0.5635203839999999,0.7,0.45253694899999997,0.53030981,0.48015861200000004,0.7652792409999999,0.174917193,0.003816794,0.771255061,0.48840902799999997,0.44590522299999996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2458,0.378167641,0.515597832,0.33988623100000004,0.544078796,0.40829222600000004,0.411661519,0.35289218299999997,0.521687334,0.163793103,0.30534522199999997,0.39356390399999996,0.440713536,0.20947805100000003,0.31150227,0.506611032,0.5342670860000001,0.573421104,0.52425876,0.316328691,0.5,0.14926824800000002,0.260168196,0.31771446,0.660958904,0.0,0.0,0.940283401,0.24333853,0.43562025200000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2459,0.23781676399999999,0.64362663,0.61133374,0.6442684639999999,0.556087302,0.568064137,0.51211105,0.501742405,0.146551724,0.452587681,0.45907401700000006,0.5487932839999999,0.26813759,0.357969246,0.539601396,0.522910079,0.493623835,0.634770889,0.347144705,0.4,0.19369967,0.24654435600000002,0.439617711,0.38972602700000003,0.174917193,0.045801527,0.887651822,0.348731103,0.45580918,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2460,0.152046784,0.5671348829999999,0.525403988,0.6313495579999999,0.46894074700000005,0.484395996,0.42725392100000004,0.535798368,0.18534482800000002,0.397511379,0.451950251,0.5550891920000001,0.21926607899999997,0.376241176,0.606375352,0.535516991,0.502165383,0.45956873299999995,0.20127303300000002,0.7,0.0,0.390443133,0.439617711,0.359589041,0.0,0.019083969,0.8866396759999999,0.26644097899999997,0.28467838100000004,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2461,0.257309942,0.550711944,0.57943203,0.628006879,0.605173124,0.61331534,0.5719330229999999,0.615775489,0.271551724,0.320635617,0.43927520700000006,0.421825813,0.313437092,0.32810117899999997,0.5291329379999999,0.47809087,0.517454223,0.458221024,0.627184947,0.7,0.255491064,0.37148244399999997,0.40470004600000004,0.660958904,0.187229497,0.003816794,0.880566802,0.32466176199999996,0.531510421,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2462,0.38986354799999995,0.25203043,0.361357155,0.555772112,0.37381008299999996,0.382732568,0.317776306,0.6907674859999999,0.6724137929999999,0.428839746,0.422563984,0.7911857290000001,0.519175999,0.6467349,0.8625402759999999,0.40383719,0.537776235,0.735849057,0.403189361,0.7,0.19369967,0.466342806,0.290825569,0.8304794520000001,0.066208191,0.0,0.8866396759999999,0.624027068,0.43562025200000004,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2463,0.257309942,0.42774203200000005,0.424711506,0.40885782600000004,0.563645288,0.567658662,0.537917839,0.615775489,0.271551724,0.320635617,0.43927520700000006,0.421825813,0.313437092,0.32810117899999997,0.5291329379999999,0.47809087,0.517454223,0.458221024,0.627184947,0.7,0.255491064,0.37148244399999997,0.40470004600000004,0.660958904,0.187229497,0.003816794,0.880566802,0.32466176199999996,0.531510421,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2471,0.43274853799999996,0.559078971,0.583869299,0.619438211,0.635796551,0.636864283,0.6015552160000001,0.49240086299999997,0.275862069,0.397511379,0.40340057700000004,0.669464848,0.401653086,0.519862546,0.74332708,0.464264506,0.561282859,0.5660377360000001,0.334502383,0.4,0.270500012,0.669572019,0.326119733,0.9075342470000001,0.220926433,0.0,0.7307692309999999,0.41135354399999996,0.549223934,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2473,0.304093567,0.45592182200000003,0.5115476379999999,0.5342907570000001,0.45546138799999997,0.46954379399999996,0.40900537299999995,0.584375189,0.334051724,0.43567880700000006,0.448356373,0.517313746,0.361059267,0.452714413,0.6851127220000001,0.375023971,0.506488774,0.486522911,0.7801220090000001,0.5,0.310465162,0.738966418,0.39842046299999995,0.7093933459999999,0.42556643,0.003816794,0.598178138,0.467195906,0.516442983,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2474,0.304093567,0.127361065,0.127361065,0.0,0.45255711600000004,0.46278499,0.40857635299999995,0.584375189,0.334051724,0.43567880700000006,0.448356373,0.517313746,0.361059267,0.452714413,0.6851127220000001,0.375023971,0.506488774,0.486522911,0.7801220090000001,0.7,0.310465162,0.738966418,0.39842046299999995,0.7093933459999999,0.42556643,0.003816794,0.598178138,0.467195906,0.516442983,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2476,0.393762183,0.851944303,0.705961313,0.7732320020000001,0.09172246099999999,0.117058655,0.027337762999999998,0.6959181,0.64762931,0.41502911,0.401447372,0.7418677859999999,0.490790658,0.622207175,0.835669804,0.420702025,0.5636894889999999,0.676549865,0.438548052,0.7,0.291340036,0.47390115200000005,0.309042308,0.9075342470000001,0.10231999900000001,0.0,0.8684210529999999,0.45868867700000004,0.39614589,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2477,0.068226121,0.19854101899999999,0.127361065,0.07985371200000001,0.54801224,0.558998787,0.512399888,0.55608036,0.326508621,0.418498511,0.39751992,0.427072403,0.305735932,0.250215179,0.559181676,0.602108289,0.568534141,0.32614555300000003,0.37117421100000003,0.7,0.35489658399999996,0.3277542,0.34988687700000004,0.7652792409999999,0.04600924,0.003816794,0.896761134,0.24941145899999997,0.5387372460000001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2479,0.35477582799999996,0.650193165,0.67269894,0.775050604,0.580479017,0.582014458,0.549623559,0.553317423,0.311422414,0.368872629,0.506768613,0.554039874,0.36932739600000003,0.43881974700000004,0.647909659,0.517798495,0.43750537100000003,0.508086253,0.485954065,0.7,0.270500012,0.648399021,0.34988687700000004,0.7093933459999999,0.220926433,0.003816794,0.7449392709999999,0.36943537,0.440812187,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2480,0.30994152,0.258698005,0.24515115199999998,0.226767998,0.687653658,0.690769704,0.674829783,0.46314225299999995,0.302801724,0.350576295,0.43927520700000006,0.655823715,0.41323049700000003,0.5105028979999999,0.727031986,0.423713055,0.517454223,0.508086253,0.47357463,0.7,0.21309072899999998,0.38305563,0.378666085,0.9075342470000001,0.148329239,0.0,0.895748988,0.405570751,0.402154598,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2482,0.304093567,0.33988623100000004,0.321032687,0.31050179,0.588247531,0.609934875,0.602397915,0.720815312,0.340517241,0.445856153,0.441102669,0.40713536200000006,0.334670575,0.364210551,0.623919135,0.428199082,0.515242971,0.343665768,0.802419711,0.7,0.328136292,0.846282196,0.309042308,0.7652792409999999,0.161973219,0.003816794,0.45242915,0.44475891,0.6261432920000001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2484,0.304093567,0.64583766,0.636854858,0.6594869010000001,0.641521054,0.637399845,0.6058038960000001,0.584375189,0.334051724,0.43567880700000006,0.448356373,0.517313746,0.361059267,0.452714413,0.6851127220000001,0.375023971,0.506488774,0.486522911,0.7801220090000001,0.4,0.310465162,0.738966418,0.39842046299999995,0.7093933459999999,0.42556643,0.003816794,0.598178138,0.467195906,0.516442983,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2485,0.304093567,0.445085611,0.391818321,0.40458156,0.39830151,0.386288461,0.360320001,0.584375189,0.334051724,0.43567880700000006,0.448356373,0.517313746,0.361059267,0.452714413,0.6851127220000001,0.375023971,0.506488774,0.486522911,0.7801220090000001,0.7,0.310465162,0.738966418,0.39842046299999995,0.7093933459999999,0.42556643,0.003816794,0.598178138,0.467195906,0.516442983,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2486,0.26705653,0.659684276,0.667785372,0.742062515,0.552817065,0.548460033,0.49911142299999994,0.43181537,0.082974138,0.5113389220000001,0.506768613,0.55613851,0.210605455,0.34800889100000004,0.522609836,0.487584819,0.43750537100000003,0.676549865,0.316080694,0.4,0.0,0.266673469,0.189333043,0.581184529,0.04600924,0.0,0.9554655870000001,0.297232118,0.61025488,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2488,0.33723196899999996,0.547272522,0.513582199,0.597515593,0.617566666,0.6238701879999999,0.597814618,0.571192554,0.24892241399999998,0.379702159,0.45373912,0.55089192,0.328257556,0.38471547799999994,0.593870398,0.423713055,0.500016922,0.575471698,0.520713796,0.7,0.247606987,0.34181781899999997,0.434099345,0.346135029,0.161973219,0.003816794,0.8744939270000001,0.332310824,0.51253961,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2490,0.350877193,0.58821752,0.592480196,0.6313495579999999,0.616691885,0.620839911,0.586482465,0.36781648200000006,0.1875,0.462606251,0.491827009,0.642182581,0.29875502600000003,0.477542998,0.667279136,0.34620940200000005,0.45487406700000005,0.634770889,0.35713153,0.7,0.123401839,0.39758837799999996,0.45553385399999996,0.8304794520000001,0.133905189,0.003816794,0.887651822,0.356434263,0.383707542,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2491,0.321637427,0.654462841,0.6151688679999999,0.689884078,0.596085828,0.587971558,0.54564276,0.540997209,0.14439655199999998,0.551850374,0.522979358,0.641133263,0.23728157800000002,0.34943792700000004,0.575456086,0.632135465,0.418897353,0.494609164,0.358025215,0.4,0.09429415,0.5185279970000001,0.35737090299999996,0.618578767,0.0,0.003816794,0.8603238870000001,0.27405617,0.5526300470000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2494,0.304093567,0.0,0.46370753600000003,0.507893988,0.34321431799999996,0.311488873,0.246147111,0.584375189,0.334051724,0.43567880700000006,0.448356373,0.517313746,0.361059267,0.452714413,0.6851127220000001,0.375023971,0.506488774,0.486522911,0.7801220090000001,0.7,0.310465162,0.738966418,0.39842046299999995,0.7093933459999999,0.42556643,0.003816794,0.598178138,0.467195906,0.516442983,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2495,0.068226121,0.289266783,0.300380966,0.367277287,0.580159134,0.5847140670000001,0.5548383570000001,0.55608036,0.326508621,0.418498511,0.39751992,0.427072403,0.305735932,0.250215179,0.559181676,0.602108289,0.568534141,0.32614555300000003,0.37117421100000003,0.7,0.35489658399999996,0.3277542,0.34988687700000004,0.7652792409999999,0.04600924,0.003816794,0.896761134,0.24941145899999997,0.5387372460000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2496,0.07797271,0.478486836,0.47122317,0.518807465,0.624064109,0.6267450170000001,0.596335789,0.609194559,0.353448276,0.262134202,0.409219,0.351521511,0.34972671,0.294020377,0.541637892,0.45722900899999996,0.55412494,0.36118598399999996,0.352994425,0.7,0.322393828,0.3277542,0.160553834,0.7093933459999999,0.04600924,0.015267176,0.914979757,0.257363972,0.508578408,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
