opeid,agemedian,cdr2014_log,cdr2015_log,cdr2016_log,cohort2014_log,cohort2015_log,cohort2016_log,density_log,educationcollegeorabove,familysize_log,female_sqrt,homeownership,homevalue_log,incomehouseholdmedian_log,incomehouseholdsixfigure_log,laborforceparticipation_sqrt,male_reciprocal,married,population_log,proglength,raceasian_log,raceblack_log,racemultiple_log,racenative_reciprocal,raceother_log,racepacific,racewhite,rentmedian_log,unemploymentrate_log
1003,0.300194932,0.571828476,0.559078971,0.617686718,0.608946314,0.615879621,0.582014528,0.558779373,0.315732759,0.442474445,0.418783284,0.538300105,0.324443648,0.410860638,0.65900934,0.473976262,0.542397707,0.452830189,0.61696351,0.7,0.291340036,0.895802421,0.290825569,0.830479452,0.210186422,0,0.332995951,0.404223963,0.584498228
1004,0.161793372,0.476092568,0.501078014,0.502243095,0.557465571,0.562742502,0.5255745,0.458709598,0.259698276,0.495339978,0.371265727,0.544596013,0.400730989,0.357673018,0.573704861,0.525450896,0.601081097,0.393530997,0.293568923,0.7,0.09429415,0.692531177,0.250284668,1,0.373886117,0.007633588,0.710526316,0.292466399,0.659911237
1005,0.300194932,0.653403284,0.670746863,0.725911638,0.650509424,0.650174467,0.611713987,0.558779373,0.315732759,0.442474445,0.418783284,0.538300105,0.324443648,0.410860638,0.65900934,0.473976262,0.542397707,0.452830189,0.61696351,0.7,0.291340036,0.895802421,0.290825569,0.830479452,0.210186422,0,0.332995951,0.404223963,0.584498228
1007,0.385964912,0.723561165,0.684975983,0.717981143,0.543909335,0.537148194,0.479876162,0.409677271,0.140086207,0.368872629,0.391574988,0.554039874,0.295166588,0.303342528,0.531265952,0.607761236,0.575880626,0.555256065,0.322707622,0.4,0.161196914,0.7856757,0.160553834,0.765279241,0.336890412,0,0.58805668,0.235784955,0.677450394
1008,0.40545809,0.402220914,0.45326315,0.507893988,0.56811306,0.576616247,0.541275292,0.48149545,0.264008621,0.498558956,0.441102669,0.630640084,0.373232481,0.436041409,0.713278342,0.516514272,0.515242971,0.579514825,0.42473856,0.7,0.222211819,0.622454741,0.334274065,0.425104229,0.250649237,0.011450382,0.761133603,0.366473451,0.61025488
1009,0.087719298,0.335324398,0.300380966,0.362173299,0.685435509,0.694899677,0.675583665,0.540146665,0.599137931,0.418498511,0.464362319,0.412381952,0.492173244,0.397232229,0.728803895,0.526717611,0.487308083,0.412398922,0.524015841,0.7,0.503098051,0.635812767,0.189333043,0.907534247,0.250649237,0,0.715587045,0.522044847,0.492119289
1012,0.313840156,0.365407349,0.439457267,0.417185919,0.46131665,0.45808262,0.401434763,0.575684368,0.25,0.425403757,0.422563984,0.434417629,0.256754414,0.31811214,0.543656123,0.495607608,0.537776235,0.32884097,0.711483532,0.5,0.136694484,0.933738684,0.227508995,0.830479452,0.231227952,0,0.236842105,0.36198785,0.657635681
1015,0.34502924,0.681271977,0.66877704,0.697540429,0.51733729,0.500918609,0.444638376,0.52367037,0.286637931,0.449227209,0.444740646,0.554039874,0.416606115,0.479915976,0.71888107,0.457229009,0.510847823,0.650943396,0.449788057,0.4,0.230988634,0.680395982,0.378666085,0.660958904,0.161973219,0,0.717611336,0.397419179,0.516442983
1016,0.341130604,0.545532118,0.511547638,0.601312895,0.612773465,0.620133296,0.588186455,0.580815617,0.265086207,0.346879195,0.411144982,0.521511018,0.342034148,0.356899817,0.553484378,0.560038986,0.551759404,0.486522911,0.511889135,0.7,0.109303098,0.650611329,0.281240381,0.765279241,0.066208191,0.003816794,0.777327935,0.306013459,0.535148249
1019,0.300194932,0.563948368,0.5347855,0.564728884,0.503095825,0.497022452,0.458823512,0.558779373,0.315732759,0.442474445,0.418783284,0.538300105,0.324443648,0.410860638,0.65900934,0.473976262,0.542397707,0.452830189,0.61696351,0.5,0.291340036,0.895802421,0.290825569,0.830479452,0.210186422,0,0.332995951,0.404223963,0.584498228
1020,0.138401559,0.543777623,0.552411397,0.564728884,0.649607577,0.659094048,0.625078984,0.549441127,0.326508621,0.428839746,0.426319728,0.469045121,0.379709942,0.375883818,0.621088516,0.545432821,0.533193681,0.35309973,0.350427315,0.7,0.203597248,0.697024336,0.36465533,0.907534247,0.102319999,0,0.713562753,0.371886525,0.707524337
1022,0.313840156,0.585328423,0.571828476,0.639505904,0.615388559,0.62127183,0.581249013,0.575684368,0.25,0.425403757,0.422563984,0.434417629,0.256754414,0.31811214,0.543656123,0.495607608,0.537776235,0.32884097,0.711483532,0.4,0.136694484,0.933738684,0.227508995,0.830479452,0.231227952,0,0.236842105,0.36198785,0.657635681
1029,0.333333333,0.458548267,0.442289713,0.560292749,0.530522427,0.53641584,0.50364512,0.569213256,0.275862069,0.475820116,0.430051004,0.535152151,0.330458876,0.375951915,0.633554973,0.534267086,0.528649554,0.452830189,0.636221881,0.7,0.230988634,0.858488373,0.281240381,0.907534247,0.133905189,0,0.447368421,0.39604382,0.584498228
1031,0.440545809,0.65233852,0.602111963,0.610548547,0.503297247,0.489675213,0.436663635,0.368313992,0.073275862,0.418498511,0.422563984,0.67366212,0.326964817,0.35658464,0.547639081,0.604374698,0.537776235,0.641509434,0.269174689,0.4,0,0.102418708,0.416842038,0.765279241,0.368084662,0,0.922064777,0.285206526,0.552630047
1033,0.337231969,0.596660629,0.582400283,0.577560458,0.535455724,0.542378785,0.506602813,0.521687334,0.421336207,0.372494661,0.441102669,0.558237146,0.413254339,0.464663529,0.73660923,0.46146037,0.515242971,0.544474394,0.633861286,0.7,0.297891398,0.753853896,0.342192007,0.765279241,0.210186422,0.003816794,0.618421053,0.410911753,0.565836498
1036,0.313840156,0.245151152,0.230700527,0.322995532,0.570934223,0.575697413,0.532939059,0.575684368,0.25,0.425403757,0.422563984,0.434417629,0.256754414,0.31811214,0.543656123,0.495607608,0.537776235,0.32884097,0.711483532,0.7,0.136694484,0.933738684,0.227508995,0.830479452,0.231227952,0,0.236842105,0.36198785,0.657635681
1038,0.335282651,0.744770978,0.712527847,0.728129657,0.494388922,0.504642895,0.472489606,0.485199438,0.172413793,0.462606251,0.491827009,0.628541448,0.312232614,0.388222777,0.561049166,0.546662065,0.454874067,0.598382749,0.326742913,0.4,0.078249306,0.246544356,0.239134147,1,0.066208191,0,0.956477733,0.371397528,0.524082825
1041,0.333333333,0.45057145,0.427742032,0.458400834,0.496597764,0.499107495,0.456774318,0.569213256,0.275862069,0.475820116,0.430051004,0.535152151,0.330458876,0.375951915,0.633554973,0.534267086,0.528649554,0.452830189,0.636221881,0.7,0.230988634,0.858488373,0.281240381,0.907534247,0.133905189,0,0.447368421,0.39604382,0.584498228
1044,0.175438596,0.684975983,0.687713018,0.755222568,0.507991095,0.507176284,0.457804438,0.58970506,0.36637931,0.459277137,0.431907614,0.445960126,0.41683554,0.395854165,0.649170341,0.561242211,0.526391751,0.382749326,0.572111656,0.5,0.291340036,0.830477925,0.202660068,0.830479452,0.161973219,0.003816794,0.504048583,0.45436426,0.593362341
1046,0.385964912,0.731111722,0.75761999,0.759129262,0.519519046,0.466231998,0.449232755,0.474216637,0.103448276,0.365238298,0.459074017,0.533053515,0.247280724,0.274997729,0.491929875,0.673526576,0.493623835,0.363881402,0.354977166,0.5,0.183362057,0.84851262,0.202660068,0.709393346,0.241125384,0,0.470647773,0.248070089,0.78586214
1047,0.1208577,0.545532118,0.527313067,0.564728884,0.742861996,0.749263555,0.717138097,0.487008246,0.330818966,0.462606251,0.411144982,0.454354669,0.364628674,0.283845249,0.595472051,0.504839157,0.551759404,0.355795148,0.375720987,0.7,0.354896584,0.816542829,0.326119733,0.660958904,0.02405173,0,0.51417004,0.325763737,0.607512535
1051,0.175438596,0.412146881,0.395341635,0.429154487,0.71804465,0.731927699,0.715280709,0.58970506,0.36637931,0.459277137,0.431907614,0.445960126,0.41683554,0.395854165,0.649170341,0.561242211,0.526391751,0.382749326,0.572111656,0.7,0.291340036,0.830477925,0.202660068,0.830479452,0.161973219,0.003816794,0.504048583,0.45436426,0.593362341
1052,0.313840156,0.412146881,0.418520254,0.451420145,0.697034025,0.705468449,0.686920057,0.575684368,0.25,0.425403757,0.422563984,0.434417629,0.256754414,0.31811214,0.543656123,0.495607608,0.537776235,0.32884097,0.711483532,0.7,0.136694484,0.933738684,0.227508995,0.830479452,0.231227952,0,0.236842105,0.36198785,0.657635681
1055,0.337231969,0.402220914,0.461143257,0.458400834,0.611241507,0.617019949,0.587141467,0.521687334,0.421336207,0.372494661,0.441102669,0.558237146,0.413254339,0.464663529,0.73660923,0.46146037,0.515242971,0.544474394,0.633861286,0.7,0.297891398,0.753853896,0.342192007,0.765279241,0.210186422,0.003816794,0.618421053,0.410911753,0.565836498
1057,0.333333333,0.478486836,0.485514881,0.531779344,0.688402052,0.699393975,0.679787547,0.569213256,0.275862069,0.475820116,0.430051004,0.535152151,0.330458876,0.375951915,0.633554973,0.534267086,0.528649554,0.452830189,0.636221881,0.7,0.230988634,0.858488373,0.281240381,0.907534247,0.133905189,0,0.447368421,0.39604382,0.584498228
1060,0.255360624,0.660713632,0.64362663,0.695015658,0.602641122,0.608318155,0.569513296,0.459280092,0.140086207,0.684013316,0.498510459,0.466946485,0.339479315,0.292349117,0.571939901,0.644034361,0.447079846,0.42722372,0.315821623,0.4,0.078249306,0.817056164,0.239134147,0.709393346,0.231227952,0,0.543522267,0.320222377,0.479073957
1071,0.231968811,0.627483492,0.681271977,0.702510795,0.498323705,0.495841454,0.432410395,0.505248486,0.160560345,0.452587681,0.488458901,0.579223505,0.341909234,0.424503892,0.630843721,0.475350911,0.458817026,0.656334232,0.562794222,0.4,0.247606987,0.322857129,0.42846719,0.491438356,0.758490519,0,0.703441296,0.432826816,0.643559996
1072,0.286549708,0.424711506,0.45326315,0.487497589,0.465215696,0.479633608,0.414413221,0.384511457,0.30387931,0.357932403,0.441102669,0.529905561,0.428749189,0.507236223,0.71888107,0.488929186,0.515242971,0.710242588,0.475126546,0.4,0.374287643,0.447615051,0.553988373,0.425104229,0.349834386,0.030534351,0.773279352,0.466430164,0.562595534
1076,0.278752437,0.663772682,0.651268497,0.675171823,0.681221153,0.67193338,0.640348605,0.699071921,0.203663793,0.570043041,0.45373912,0.519412382,0.42794504,0.447559758,0.688304709,0.464264506,0.500016922,0.533692722,0.613722001,0.4,0.387838543,0.430172908,0.450330843,0.374077977,0.464466688,0.007633588,0.779352227,0.491295846,0.531510421
1077,0.317738791,0.686804509,0.649112469,0.681972469,0.711661001,0.703498563,0.673171133,0.682416177,0.254310345,0.498558956,0.460841902,0.582371459,0.431133736,0.466162409,0.692491457,0.452966873,0.491510061,0.595687332,0.675630589,0.4,0.255491064,0.337230061,0.385410869,0.29109589,0.439210411,0.015267176,0.836032389,0.46948413,0.52029019
1078,0.26705653,0.750952416,0.67269894,0.696281401,0.672414054,0.658403046,0.622352868,0.666597231,0.27262931,0.576039188,0.467862562,0.511017838,0.44953366,0.465672236,0.706560492,0.410030934,0.483139856,0.517520216,0.862188464,0.4,0.354896584,0.450391018,0.422716454,0.321917808,0.641378771,0.007633588,0.715587045,0.504375575,0.552630047
1081,0.179337232,0.442289713,0.436587303,0.468501349,0.815309852,0.829990575,0.832733672,0.711894636,0.442887931,0.435678807,0.516542627,0.371458552,0.491588897,0.464026638,0.703618865,0.361675085,0.426255818,0.362533693,0.588252111,0.7,0.508383687,0.439068447,0.439617711,0.28203062,0.605114068,0.015267176,0.683198381,0.48403823,0.500475477
1083,0.269005848,0.442289713,0.415357,0.461815659,0.735367848,0.748610497,0.738653423,0.627650049,0.259698276,0.43908202,0.467862562,0.467995803,0.359075563,0.372504479,0.582327803,0.473976262,0.483139856,0.435309973,0.72515023,0.7,0.328136292,0.390443133,0.484827954,0.225048924,0.618516448,0.007633588,0.727732794,0.408695241,0.626143292
1085,0.202729045,0.654462841,0.635705364,0.648937329,0.595287517,0.601045079,0.561603483,0.518648111,0.215517241,0.397511379,0.439275207,0.535152151,0.275168895,0.28981579,0.459338384,0.557626208,0.517454223,0.47574124,0.326862092,0.7,0,0.801655351,0.189333043,1,0.198968923,0,0.587044534,0.218776916,0.668824605
1086,0.296296296,0.635705364,0.58821752,0.689884078,0.579757548,0.579755641,0.531180323,0.530974288,0.165948276,0.455937635,0.426319728,0.523609654,0.209702639,0.305034214,0.499390158,0.591821245,0.533193681,0.412398922,0.46662545,0.7,0.123401839,0.951319315,0.175322287,0.907534247,0.161973219,0,0.187246964,0.280908174,0.70941393
1087,0.319688109,0.687713018,0.765359351,0.854386135,0.501672098,0.528558875,0.513688904,0.592644826,0.408405172,0.462606251,0.437442024,0.540398741,0.398394304,0.441154158,0.708500429,0.428199082,0.519674669,0.508086253,0.66549269,0.5,0.328136292,0.817568292,0.349886877,0.830479452,0.250649237,0.003816794,0.502024291,0.458688677,0.479073957
1088,0.34502924,0.473671547,0.468746811,0.597515593,0.443183989,0.444817788,0.386399101,0.523997624,0.260775862,0.368872629,0.471342973,0.606505771,0.319868631,0.400803562,0.644084673,0.526717611,0.479004975,0.568733154,0.346391061,0.5,0.222211819,0.359259962,0.357370903,0.907534247,0.472353336,0,0.857287449,0.35080024,0.504557637
1089,0.159844055,0.513582199,0.5347855,0.54882548,0.661364113,0.668124776,0.647082247,0.536973852,0.260775862,0.449227209,0.457300956,0.440713536,0.36280646,0.333156881,0.561049166,0.503528616,0.495746201,0.466307278,0.439204789,0.7,0.23944622,0.420898722,0.385410869,0.709393346,0.330160622,0,0.860323887,0.282141129,0.623559927
1090,0.249512671,0.45326315,0.436587303,0.458400834,0.701796265,0.710426153,0.686505491,0.526902317,0.304956897,0.401037937,0.439275207,0.505771249,0.377281747,0.409567575,0.650424,0.45581175,0.517454223,0.533692722,0.506846697,0.7,0.222211819,0.649507983,0.404700046,0.581184529,0.31613745,0.007633588,0.724696356,0.389093124,0.535148249
1091,0.282651072,0.585328423,0.571828476,0.521459183,0.533236606,0.513195933,0.467534433,0.507904408,0.243534483,0.475820116,0.393563904,0.528856243,0.342448168,0.438366529,0.641498078,0.499580593,0.573421104,0.630727763,0.304134344,0.4,0,0.424034179,0.202660068,1,0,0,0.928137652,0.371886525,0.578421233
1092,0.175438596,0.494544482,0.478486836,0.507893988,0.657011484,0.670110972,0.648159552,0.574842012,0.390086207,0.43908202,0.446551265,0.461699895,0.404646889,0.428830841,0.663772085,0.431169802,0.508663814,0.505390836,0.50576735,0.7,0.263116599,0.624945174,0.36465533,0.830479452,0.330160622,0,0.752024291,0.477760972,0.45580918
1093,0.175438596,0.563948368,0.466241823,0.564728884,0.465215696,0.465553761,0.428656569,0.574842012,0.390086207,0.43908202,0.446551265,0.461699895,0.404646889,0.428830841,0.663772085,0.431169802,0.508663814,0.505390836,0.50576735,0.5,0.263116599,0.624945174,0.36465533,0.830479452,0.330160622,0,0.752024291,0.477760972,0.45580918
1094,0.292397661,0.503212801,0.567134883,0.658008228,0.413758938,0.41787314,0.350545701,0.456399308,0.174568966,0.435678807,0.471342973,0.524658972,0.267027377,0.331347401,0.545656414,0.525450896,0.479004975,0.57277628,0.306321624,0.5,0.23944622,0.379265788,0.391993111,1,0.42556643,0.011450382,0.854251012,0.266440979,0.45580918
1095,0.319688109,0.663772682,0.521534616,0.670995886,0.326612382,0.344307142,0.297958779,0.520683031,0.155172414,0.383287789,0.441102669,0.565582371,0.32441716,0.403184769,0.585686541,0.490270634,0.515242971,0.653638814,0.417359998,0.5,0.078249306,0.199669336,0.326119733,0.709393346,0.161973219,0.007633588,0.944331984,0.323002924,0.527822414
1097,0.179337232,0.330664453,0.365407349,0.372273815,0.597594911,0.608818912,0.571159178,0.564228716,0.331896552,0.383287789,0.426319728,0.475341028,0.373613852,0.389950723,0.597062384,0.553991056,0.533193681,0.529649596,0.418415252,0.7,0.19369967,0.50607258,0.42846719,0.709393346,0.250649237,0.003816794,0.834008097,0.37432233,0.496330025
1098,0.081871345,0.527313067,0.483197436,0.502243095,0.584681606,0.593909081,0.549526045,0.580413321,0.350215517,0.297617323,0.422563984,0.411332634,0.299188185,0.287009405,0.529132938,0.550336447,0.537776235,0.32884097,0.33359006,0.7,0.136694484,0.749003543,0.300085773,0.765279241,0.250649237,0,0.646761134,0.233001423,0.413781485
1099,0.175438596,0.330664453,0.380891011,0.351623726,0.459975427,0.466231998,0.414413221,0.574842012,0.390086207,0.43908202,0.446551265,0.461699895,0.404646889,0.428830841,0.663772085,0.431169802,0.508663814,0.505390836,0.50576735,0.7,0.263116599,0.624945174,0.36465533,0.830479452,0.330160622,0,0.752024291,0.477760972,0.45580918
1100,0.177387914,0.265166517,0.305731339,0.372273815,0.534768564,0.544410318,0.51006422,0.578790118,0.219827586,0.479098248,0.422563984,0.48478489,0.339871073,0.423187606,0.566560411,0.48217777,0.537776235,0.601078167,0.398240612,0.7,0.328136292,0.246544356,0.47540806,0.124143836,0.36214669,0.003816794,0.80465587,0.401968902,0.440812187
1101,0.319688109,0.513582199,0.513582199,0.534290757,0.680981997,0.683592117,0.657122369,0.592644826,0.408405172,0.462606251,0.437442024,0.540398741,0.398394304,0.441154158,0.708500429,0.428199082,0.519674669,0.508086253,0.66549269,0.7,0.328136292,0.817568292,0.349886877,0.830479452,0.250649237,0.003816794,0.502024291,0.458688677,0.479073957
1102,0.081871345,0.436587303,0.398808574,0.502243095,0.473374853,0.481908223,0.437934927,0.580413321,0.350215517,0.297617323,0.422563984,0.411332634,0.299188185,0.287009405,0.529132938,0.550336447,0.537776235,0.32884097,0.33359006,0.5,0.136694484,0.749003543,0.300085773,0.765279241,0.250649237,0,0.646761134,0.233001423,0.413781485
1103,0.319688109,0.66275779,0.660713632,0.762972687,0.467717437,0.462078375,0.423653956,0.592644826,0.408405172,0.462606251,0.437442024,0.540398741,0.398394304,0.441154158,0.708500429,0.428199082,0.519674669,0.508086253,0.66549269,0.5,0.328136292,0.817568292,0.349886877,0.830479452,0.250649237,0.003816794,0.502024291,0.458688677,0.479073957
1105,0.286549708,0.689518687,0.728122998,0.76201765,0.368926271,0.474586484,0.428307843,0.559985856,0.268318966,0.495339978,0.430051004,0.465897167,0.335951316,0.386494272,0.629475745,0.464264506,0.528649554,0.436657682,0.496850756,0.4,0.136694484,0.82951158,0.434099345,0.765279241,0.220926433,0,0.488866397,0.37866871,0.620951357
1106,0.306042885,0.424711506,0.380891011,0.558043194,0.433556757,0.440349022,0.369182046,0.395827138,0.155172414,0.383287789,0.433758284,0.52570829,0.264235511,0.380701983,0.588995884,0.604374698,0.524143375,0.576819407,0.292656907,0.7,0.042400334,0.290910699,0.215367003,0.765279241,0.066208191,0,0.951417004,0.249411459,0.633746921
1108,0.14619883,0.445085611,0.402220914,0.421242877,0.689013379,0.706042671,0.691976866,0.586306786,0.49137931,0.379702159,0.462604654,0.352570829,0.444612034,0.385502603,0.67858962,0.450108017,0.489404828,0.435309973,0.642612506,0.7,0.344558971,0.450391018,0.42846719,0.547945205,0.42556643,0,0.80465587,0.491295846,0.487841177
1109,0.319688109,0.215216866,0.238046284,0.23572477,0.554359129,0.555316897,0.518271112,0.592644826,0.408405172,0.462606251,0.437442024,0.540398741,0.398394304,0.441154158,0.708500429,0.428199082,0.519674669,0.508086253,0.66549269,0.7,0.328136292,0.817568292,0.349886877,0.830479452,0.250649237,0.003816794,0.502024291,0.458688677,0.479073957
1110,0.317738791,0.554097624,0.603453633,0.67791551,0.619489537,0.62170155,0.583185598,0.571627875,0.189655172,0.442474445,0.448356373,0.48478489,0.324396782,0.344890371,0.580629446,0.519080172,0.506488774,0.552560647,0.553917667,0.7,0.449190734,0.514454785,0.489418815,0.491438356,0.557262834,0,0.700404858,0.342983562,0.504557637
1111,0.189083821,0.660713632,0.684975983,0.628006879,0.415504424,0.443058559,0.386399101,0.713579838,0.109913793,0.736748585,0.467862562,0.476390346,0.547099919,0.487244392,0.700638275,0.413101259,0.483139856,0.582210243,0.563693578,0.4,0.424313513,0.181499611,0.36465533,0.709393346,0.725150264,0.003816794,0.730769231,0.595395848,0.516442983
1113,0.249512671,0.698327993,0.72124372,0.739971521,0.618076994,0.624959751,0.566623718,0.594980016,0.145474138,0.619970503,0.469605226,0.51521511,0.46332594,0.447083495,0.67187177,0.606634123,0.481068273,0.518867925,0.644490313,0.5,0.383408733,0.680395982,0.47540806,0.618578767,0.505077815,0.007633588,0.617408907,0.57680158,0.587485703
1116,0.356725146,0.436587303,0.388236767,0.417185919,0.502893916,0.509027661,0.457547953,0.746205678,0.523706897,0.492111289,0.441102669,0.40818468,0.746909872,0.595592162,0.826140282,0.406943013,0.515242971,0.539083558,0.565213684,0.7,0.662954569,0.526452887,0.439617711,0.765279241,0.701241065,0.007633588,0.53340081,0.777123833,0.51253961
1117,0.189083821,0.339886231,0.321032687,0.329004114,0.675078001,0.691288321,0.674489884,0.724506068,0.188577586,0.673147137,0.430051004,0.505771249,0.596889805,0.500743097,0.737460011,0.44144546,0.528649554,0.460916442,0.472146095,0.7,0.598281525,0.279128886,0.465651672,0.581184529,0.903606816,0.007633588,0.444331984,0.642981949,0.584498228
1118,0.212475634,0.663772682,0.684055901,0.659486901,0.525279218,0.502910733,0.457547953,0.642046562,0.204741379,0.611327311,0.45373912,0.548793284,0.483051834,0.514220965,0.747426123,0.447234973,0.500016922,0.587601078,0.688547198,0.5,0.492152125,0.466342806,0.416842038,0.467221135,0.647270529,0.007633588,0.679149798,0.586772754,0.620951357
1120,0.222222222,0.45057145,0.245151152,0.413058401,0.339003877,0.32510635,0.250783528,0.819873173,0.752155172,0.34316928,0.444740646,0.400839454,0.799735474,0.593104275,0.842694159,0.465661613,0.510847823,0.389487871,0.551604298,0.7,0.704681797,0.492861841,0.571392337,0.660958904,0.385103615,0.019083969,0.597165992,0.770515769,0.549223934
1122,0.380116959,0.294895127,0.294895127,0.260729592,0.598307116,0.60615617,0.573310261,0.747415664,0.298491379,0.570043041,0.462604654,0.767051417,0.659514078,0.642016949,0.84950587,0.51393813,0.489404828,0.617250674,0.470769916,0.7,0.700143936,0.260168196,0.550370441,0.618578767,0.739019257,0.003816794,0.529352227,0.704126655,0.535148249
1124,0.55165692,0.63104542,0.618937294,0.695015658,0.484918226,0.493916813,0.433408944,0.517617184,0.618534483,0.361591584,0.435603068,0.794333683,0.76540932,0.630760844,0.869258126,0.384808007,0.521904367,0.649595687,0.281263691,0.4,0.412779348,0.20821594,0.378666085,0.581184529,0.161973219,0,0.887651822,0.735102973,0.4303255
1125,0.228070175,0.361357155,0.344353999,0.40458156,0.639813169,0.656544064,0.644854519,0.695820732,0.215517241,0.675874041,0.462604654,0.519412382,0.562818131,0.527578645,0.74332708,0.450108017,0.489404828,0.516172507,0.802694767,0.7,0.489333206,0.424034179,0.480158612,0.547945205,0.754714605,0.011450382,0.61437247,0.632621241,0.628701936
1127,0.364522417,0.412146881,0.348731503,0.322995532,0.516996516,0.518995862,0.467070882,0.875858677,0.574353448,0.43908202,0.488458901,0.34207765,0.817361623,0.674924248,0.879425539,0.340941036,0.458817026,0.489218329,0.851158201,0.7,0.828149713,0.40107502,0.493933792,0.709393346,0.540050334,0.015267176,0.465587045,0.806825078,0.496330025
1131,0.356725146,0,0.31605134,0,0.30369982,0.287197007,0.246147111,0.746205678,0.523706897,0.492111289,0.441102669,0.40818468,0.746909872,0.595592162,0.826140282,0.406943013,0.515242971,0.539083558,0.565213684,0.7,0.662954569,0.526452887,0.439617711,0.765279241,0.701241065,0.007633588,0.53340081,0.777123833,0.51253961
1132,0.411306043,0.395341635,0.430730756,0.425231649,0.492120049,0.504213174,0.443751642,0.619883813,0.464439655,0.418498511,0.471342973,0.567681007,0.683680159,0.662096155,0.867835374,0.425212434,0.479004975,0.634770889,0.431349636,0.7,0.596499462,0.3277542,0.567999128,0.830479452,0.476206115,0.003816794,0.712550607,0.717015978,0.487841177
1133,0.46588694,0.294895127,0.305731339,0.329004114,0.57705751,0.598191871,0.554561173,0.632003264,0.512931034,0.469233575,0.455522673,0.686253935,0.737525388,0.700570924,0.893863982,0.422209597,0.497877213,0.687331536,0.60306328,0.7,0.549035457,0.171813107,0.450330843,0.765279241,0.368084662,0.003816794,0.811740891,0.795642977,0.542278705
1134,0.354775828,0.373287456,0.339886231,0.461815659,0.44800202,0.470190846,0.405960747,0.694236497,0.247844828,0.527102233,0.444740646,0.532004197,0.543851102,0.526551853,0.755406791,0.46146037,0.510847823,0.505390836,0.582726633,0.7,0.744824269,0.674558746,0.574743911,0.709393346,0.551654777,0.038167939,0.379554656,0.627335534,0.657635681
1137,0.300194932,0.335324398,0.344353999,0.303999292,0.724003297,0.732765891,0.723866961,0.747078131,0.410560345,0.545716779,0.464362319,0.492130115,0.708985398,0.574382231,0.802621657,0.423713055,0.487308083,0.574123989,0.563802757,0.7,0.754090754,0.290910699,0.47540806,0.765279241,0.643358014,0.015267176,0.54757085,0.735102973,0.5722029
1139,0.286549708,0.310952774,0.330664453,0.283349204,0.729511305,0.743373565,0.734260032,0.792793848,0.295258621,0.58497089,0.459074017,0.370409234,0.658839617,0.504183334,0.746612266,0.414629917,0.493623835,0.474393531,0.670687792,0.7,0.617032613,0.573516112,0.47540806,0.445205479,0.693279769,0.034351145,0.519230769,0.696564922,0.593362341
1140,0.304093567,0.408888488,0.402220914,0.395790692,0.690179873,0.709748974,0.681505997,0.7832787,0.329741379,0.590884217,0.462604654,0.33683106,0.692882718,0.481149422,0.749850182,0.408489191,0.489404828,0.473045822,0.963493383,0.7,0.591069846,0.499567307,0.410838503,0.581184529,0.800935107,0.007633588,0.516194332,0.746461354,0.590440167
1142,0.191033138,0.412146881,0.418520254,0.451420145,0.690179873,0.696284336,0.674516073,0.67917762,0.095905172,0.700108498,0.455522673,0.441762854,0.452112852,0.384416724,0.590632482,0.533014821,0.497877213,0.438005391,0.602358529,0.7,0.396452787,0.591560385,0.470573423,0.581184529,0.749590527,0.007633588,0.568825911,0.505763611,0.701774088
1143,0.134502924,0.207039327,0.198541019,0.152328809,0.659185072,0.67574726,0.646977341,0.683170214,0.502155172,0.361591584,0.495177437,0.352570829,0.704969962,0.449327832,0.73575522,0.486237513,0.450961793,0.357142857,0.492000944,0.7,0.438853121,0.25346273,0.416842038,0.660958904,0.37955719,0,0.8451417,0.624282567,0.45580918
1146,0.200779727,0.402220914,0.380891011,0.429154487,0.670698091,0.677175869,0.665110058,0.6527115,0.370689655,0.428839746,0.455522673,0.416579224,0.536772992,0.418442477,0.680785065,0.447234973,0.497877213,0.420485175,0.539145179,0.7,0.404759312,0.239399111,0.502745841,0.581184529,0.443599255,0.007633588,0.820850202,0.547440692,0.593362341
1147,0.212475634,0.424711506,0.388236767,0.425231649,0.688402052,0.697099975,0.683361078,0.711502262,0.198275862,0.608430667,0.45373912,0.442812172,0.456989355,0.414786584,0.66020951,0.47809087,0.500016922,0.494609164,0.705812577,0.7,0.623492973,0.473901152,0.455533854,0.467221135,0.720836446,0.003816794,0.560728745,0.531236763,0.666623965
1149,0.113060429,0.455921822,0.445085611,0.50508536,0.630662999,0.644643212,0.623389954,0.609194559,0.516163793,0.313017724,0.424444944,0.34207765,0.575433359,0.287484262,0.597062384,0.487584819,0.535480124,0.261455526,0.437732009,0.7,0.263116599,0.279128886,0.578054859,0.321917808,0.505077815,0.007633588,0.791497976,0.377225306,0.72760981
1151,0.286549708,0.330664453,0.289266783,0.322995532,0.71862646,0.727423564,0.709697499,0.704899317,0.451508621,0.52082474,0.476527132,0.441762854,0.681093079,0.573787549,0.808271274,0.388028195,0.472864307,0.543126685,0.840921549,0.7,0.669580601,0.436143431,0.493933792,0.709393346,0.498163625,0.015267176,0.642712551,0.715402718,0.555993315
